,SEASON_YEAR,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK
0,2017-18,1610612747,LAL,Los Angeles Lakers,0021701228,2018-04-11T00:00:00,LAL @ LAC,W,48.0,0.5253249289755234,0.3777692735431251,0.477,1.854893261288948,1.5366616198270258,0.436,-0.4371228693950991,-0.782395819806475,0.875,0.09622966141910665,1.0277431458298467,0.9183142896971609,0.36558202461802963,0.7521207807112267,0.11227891494705497,0.4867538415855114,-1.5205762141971797,0.7846532004626597,-0.658391018851979,0.7899602921717078,15.0,1,1,1,1,123,693,852,930,86,143,492,1509,1862,353,965,355,427,784,1794,918,577,41,1836,1737,548,307
1,2017-18,1610612765,DET,Detroit Pistons,0021701224,2018-04-11T00:00:00,DET @ CHI,W,48.0,1.5277669738713289,0.5326896368113436,0.528,1.2901356150628305,0.931960008262707,0.429,-1.1278113703103347,-1.6278573930228466,1.0,-0.7376879781916404,1.2184380944275497,0.5981012535731521,0.7517587199701936,-0.5821028205802237,1.4875818562217935,-0.31617818072756515,-1.5205762141971797,0.30360980659442305,-1.1394430422254977,1.1305432233110666,32.0,1,1,1,1,123,157,730,285,230,384,540,2111,2355,1,1744,273,636,487,606,153,1251,41,1440,2094,348,26
2,2017-18,1610612739,CLE,Cleveland Cavaliers,0021701220,2018-04-11T00:00:00,CLE vs. NYK,L,48.0,-0.47711711592028205,1.3072914531524296,0.394,-1.2512737929546978,-0.7309694235391685,0.25,0.25356563152013634,0.9085273266262689,0.643,2.0420374871775167,-0.4978164429517745,0.758207771635157,-1.5653014521427924,0.4852760604529362,0.4561046502657397,-0.7176441918841032,-0.7176441918841032,-1.1395203750102862,0.544239039581817,-0.657517165170573,-12.0,1,1231,1231,1231,123,1612,271,2195,2155,1818,2184,851,408,2164,68,1640,530,2315,1574,634,1671,440,240,626,1808,1989
3,2017-18,1610612752,NYK,New York Knicks,0021701220,2018-04-11T00:00:00,NYK @ CLE,W,48.0,0.725813337954685,-0.0869918162615271,0.506,0.4429991457236544,-0.27744321486592965,0.444,-0.7824671198527171,-1.2051266064146609,0.923,-0.45971543165472495,-0.4978164429517745,-0.6827508909228835,1.33102376299844,0.21843134019464638,0.7999303855844244,-0.7176441918841032,-0.7176441918841032,0.5441315035285411,-1.1394430422254977,0.3642316282475067,12.0,1,1,1,1,123,538,1270,491,674,1395,412,1835,2187,135,1475,1640,1807,220,1319,401,1671,440,1636,2094,901,433
4,2017-18,1610612758,SAC,Sacramento Kings,0021701230,2018-04-11T00:00:00,SAC vs. HOU,W,48.0,-0.2766287069411216,-0.861593632602613,0.475,-0.9688949698416389,-0.42861861775700955,0.269,-0.6097949946239083,-0.2187547709955602,0.65,-1.0156605247285562,1.5998279916229547,0.758207771635157,-0.2136830184102174,-0.8489475408385139,-0.575372555690314,-0.7176441918841032,0.4867538415855114,-1.3800420719444044,1.0252910629553358,-0.8278086307402525,13.0,1,1,1,1,123,1423,1948,974,1939,1530,2081,1685,1320,2140,1991,142,530,1317,399,1579,1671,1602,138,321,1945,389
5,2017-18,1610612763,MEM,Memphis Grizzlies,0021701227,2018-04-11T00:00:00,MEM @ OKC,L,48.0,0.9263017469338455,0.8425303633477773,0.484,0.7253779688367128,0.3272583966983891,0.419,0.9442541324353718,0.34488627781535414,0.917,-0.18174288511780917,-0.3071214943540725,-0.36253785479887485,-0.2136830184102174,-0.3152581003219339,0.4561046502657397,-1.1191102030406415,-0.7176441918841032,0.5441315035285411,0.7847650512685767,1.471126154450427,-14.0,1,1231,1231,1231,123,419,519,811,473,843,632,383,799,158,1207,1446,1534,1317,843,634,2022,440,1636,453,198,2073
6,2017-18,1610612750,MIN,Minnesota Timberwolves,0021701225,2018-04-11T00:00:00,MIN vs. DEN,W,53.0,-0.26906310660228455,-0.7680568094972743,0.472,-0.6438929281454773,-1.210166927042968,0.391,0.11673111718787248,0.1534610159550436,0.76,-0.6695060328146613,-0.8828043580452503,-1.1268199127174994,-0.2646874876076728,-1.8508739433177537,0.47556648434038246,-1.1948585070324411,-0.4676747887111644,-0.6085573836651577,0.0450341096659019,-0.36512993183395226,6.0,1,1,1,1,15,693,730,1017,1436,1966,901,715,685,1376,1475,1446,1666,949,69,401,2022,791,934,626,752,810
7,2017-18,1610612745,HOU,Houston Rockets,0021701230,2018-04-11T00:00:00,HOU @ SAC,L,48.0,-1.680047569795249,-0.5517529060661793,0.378,0.7253779688367128,2.594889440064583,0.283,-1.4731556207679528,-1.3460368686173894,0.667,-0.45971543165472495,-0.3071214943540725,-0.5226443728608787,-2.3376548428471216,-0.0484133800636434,-1.9506754969650526,0.4867538415855114,-0.7176441918841032,1.0251748973967778,-1.3799690539122569,-1.9347031569431719,-13.0,1,1231,1231,1231,123,2333,1680,2309,473,33,1974,2307,2251,2022,1475,1446,1666,2443,1041,2412,577,440,2009,2222,2391,2029
8,2017-18,1610612760,OKC,Oklahoma City Thunder,0021701227,2018-04-11T00:00:00,OKC vs. MEM,W,48.0,1.5277669738713289,-0.0869918162615271,0.553,2.7020297306281242,2.1413632313913444,0.465,1.116926257664181,1.4721683754371828,0.719,-0.45971543165472495,0.6463532486344417,0.27788821744914344,1.7172004583506042,-0.0484133800636434,0.11227891494705497,-0.7176441918841032,-1.1191102030406415,0.7846532004626597,0.544239039581817,2.6631664134381863,14.0,1,1,1,1,123,157,1270,121,13,60,309,304,190,1729,1475,576,902,119,1041,918,1671,169,1836,626,17,345
9,2017-18,1610612755,PHI,Philadelphia 76ers,0021701223,2018-04-11T00:00:00,PHI vs. MIL,W,48.0,2.5302090187671347,3.0114154491028216,0.495,1.2901356150628305,1.083135411153787,0.417,-0.955139245081526,-0.9233060820092035,0.733,2.0420374871775167,1.2184380944275497,2.1991664341931974,2.296465501378851,-0.5821028205802237,2.5190590621778473,0.8882198527420497,0.08528783042897324,-0.6584769811420497,-0.658391018851979,2.0671462839443078,35.0,1,1,1,1,123,21,18,603,230,294,656,1993,1973,1607,68,273,41,38,606,24,332,1211,538,1737,50,17
