,SEASON_YEAR,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK
10,2019-20,1610612751,BKN,Brooklyn Nets,0021901309,2020-08-13T00:00:00,BKN vs. POR,L,48.0,2.4695750818343765,1.198477578636907,0.552,0.4955095896209876,-0.12475917029076895,0.424,-0.7722333474111145,-0.5419785384343434,0.684,0.563256122842567,-0.09275404343584713,0.22759915309189796,0.780340049669016,-0.10822486515676918,-0.897518036138838,0.05545310480551363,-0.3485270586892647,0.5554817529050028,0.08928329344677012,1.8125133970996898,-1.0,1,1060,1060,1060,139,18,267,109,562,1103,452,1560,1418,1703,528,1080,826,429,867,1609,785,673,1421,891,95,1060
11,2019-20,1610612753,ORL,Orlando Magic,0021901312,2020-08-13T00:00:00,ORL vs. NOP,W,48.0,1.4757009711028903,-0.6392196640903063,0.571,0.7598080547242858,-0.845827371651672,0.536,0.6999042709329869,0.9752073523361985,0.733,-1.1281905124705123,-1.3808354340857163,-1.7529157427769861,0.1616174512039957,-0.5959900123239068,-0.5519486168938542,-1.1564873856788227,-0.3485270586892647,0.3223825231758861,0.3223825231758861,1.8125133970996898,6.0,1,1,1,1,139,153,1564,42,400,1661,44,479,351,1409,1776,1924,2042,831,522,1334,1766,673,1229,699,95,714
12,2019-20,1610612764,WAS,Washington Wizards,0021901308,2020-08-13T00:00:00,WAS @ BOS,W,48.0,-1.3071465389452694,-0.026653916514569106,0.386,-0.5616842707922063,-1.1342546521960337,0.385,0.04562088500227537,0.147651411915903,0.75,2.2547027581556462,0.6432924655069344,1.7510721499141166,-0.4571051472610252,0.8673054291775055,1.175898479331065,0.4594332683002923,0.8634134317950716,-0.3769151660114625,-0.3769151660114625,-1.2355713585658408,6.0,1,1,1,1,139,1890,1074,1942,1399,1817,783,930,865,1227,30,498,99,1352,1641,212,514,1606,651,1301,1901,714
13,2019-20,1610612742,DAL,Dallas Mavericks,0021901313,2020-08-13T00:00:00,DAL @ PHX,L,48.0,-0.31327242821378404,0.12648752037936642,0.438,-1.0902812009988034,-1.1342546521960337,0.308,-0.28152080796308065,-0.5419785384343434,0.842,0.281348350290387,-0.46077729790723887,-0.22944274595476755,-1.4883094780360586,-0.8398725859074757,-1.588656874628806,-0.3485270586892653,-0.3485270586892647,-0.6100143957405785,-1.542411314657043,-0.7412873441335925,-26.0,1,1060,1060,1060,139,1270,935,1369,1773,1817,1508,1193,1418,510,701,1374,1202,1968,349,1989,1112,673,493,1971,1647,2040
14,2019-20,1610612762,UTA,Utah Jazz,0021901314,2020-08-13T00:00:00,UTA vs. SAS,W,48.0,1.2769261489565928,1.964184763106578,0.465,0.7598080547242858,1.7500181532475798,0.326,-1.426516733341826,-1.7833124490647863,0.9,0.563256122842567,-0.6447889251429337,-0.22944274595476755,0.1616174512039957,-1.327637733074613,-0.2063791976488702,0.05545310480551363,1.2673935952898499,0.5554817529050028,-0.14381593628234587,0.5768033610190696,6.0,1,1,1,1,139,213,90,981,400,98,1340,1949,2057,182,528,1518,1202,831,125,1046,785,1801,1421,1099,609,714
15,2019-20,1610612738,BOS,Boston Celtics,0021901308,2020-08-13T00:00:00,BOS vs. WAS,L,48.0,-1.1083717167989728,-0.026653916514569106,0.398,-1.0902812009988034,0.1636681102535921,0.229,-0.9358041938937922,-1.2316084887845895,0.857,0.8451638953947467,0.6432924655069344,0.989335651503007,-0.4571051472610252,1.1111880027610739,0.13919022159611338,0.8634134317950712,0.45943326830029274,-0.3769151660114625,-0.3769151660114625,-1.7298553729980888,-6.0,1,1060,1060,1060,139,1811,1074,1857,1773,845,1980,1673,1865,397,363,498,350,1352,1770,772,319,1335,651,1301,2034,1339
16,2019-20,1610612756,PHX,Phoenix Suns,0021901313,2020-08-13T00:00:00,PHX vs. DAL,W,48.0,1.6744757932491867,0.12648752037936642,0.551,0.4955095896209876,0.019454469981411964,0.412,-0.28152080796308065,-0.26612655829424475,0.762,-0.8462827399183322,0.6432924655069344,0.07525185340967586,2.0177852465990567,-2.059285453825319,-0.5519486168938542,-0.3485270586892653,-0.3485270586892647,-1.542411314657043,-0.6100143957405785,1.400610051739482,26.0,1,1,1,1,139,113,935,116,562,986,550,1193,1202,1177,1604,498,952,49,18,1334,1112,673,83,1469,199,71
17,2019-20,1610612749,MIL,Milwaukee Bucks,0021901311,2020-08-13T00:00:00,MIL @ MEM,L,48.0,-0.31327242821378404,1.5047604524247749,0.398,0.23121112451768872,1.028949951886676,0.317,-0.44509165444575843,0.009725421845853871,0.652,-0.28246719481397264,0.27526921103554364,0.07525185340967586,0.5740991835140089,0.1356577084267993,0.13919022159611338,-0.752507222184044,-0.7525072221840433,0.3223825231758861,-0.6100143957405785,-0.4117646678454266,-13.0,1,1060,1060,1060,139,1270,172,1851,763,321,1429,1318,971,1847,1152,749,952,545,1078,772,1447,354,1229,1469,1389,1748
18,2019-20,1610612759,SAS,San Antonio Spurs,0021901314,2020-08-13T00:00:00,SAS @ UTA,L,48.0,-0.31327242821378404,-1.404926848559979,0.494,-0.5616842707922063,-1.9995364938291174,0.5,1.027045963898343,1.802763292756494,0.667,-0.28246719481397264,0.09125758379984777,-0.07709544627254625,-0.044623414951011436,0.1356577084267993,-1.243087455383822,1.2673935952898496,0.05545310480551416,-0.14381593628234587,0.5554817529050028,0.08251934658682152,-6.0,1,1060,1060,1060,139,1270,1934,614,1399,2073,85,320,84,1757,1152,898,1081,1009,1078,1826,180,1008,819,531,979,1339
19,2019-20,1610612747,LAL,Los Angeles Lakers,0021901310,2020-08-13T00:00:00,LAL vs. SAC,L,48.0,1.4757009711028903,1.5047604524247749,0.49,0.7598080547242858,0.1636681102535921,0.429,-1.0993750403764702,-1.0936824987145404,0.733,1.4089794404991067,-0.46077729790723887,0.37994645277411926,0.9865809158240221,0.623422855593937,-0.5519486168938542,-1.5604675491736015,-1.156487385678822,-0.6100143957405785,-1.3093120849279272,0.9063260373072338,-14.0,1,1060,1060,1060,139,153,172,623,400,845,407,1793,1788,1409,154,1374,711,319,1472,1334,1986,134,493,1879,403,1784
20,2019-20,1610612758,SAC,Sacramento Kings,0021901310,2020-08-13T00:00:00,SAC @ LAL,W,48.0,2.668349903980673,1.0453361417429732,0.568,2.3455988453440764,1.89423179351976,0.447,-1.753658426307182,-1.507460468924688,0.583,-0.28246719481397264,0.09125758379984777,-0.07709544627254625,2.6365078450640773,0.1356577084267993,1.521467898576049,-1.1564873856788227,-1.5604675491736009,-1.3093120849279272,-0.6100143957405785,2.059655404315814,14.0,1,1,1,1,139,9,344,52,22,80,320,2048,1973,2033,1152,898,1081,14,1078,124,1766,32,149,1469,59,303
21,2019-20,1610612740,NOP,New Orleans Pelicans,0021901312,2020-08-13T00:00:00,NOP @ ORL,L,48.0,1.4757009711028903,-0.179795353408503,0.552,-0.5616842707922063,0.019454469981411964,0.294,0.5363334244503092,0.5614293821260508,0.778,-0.28246719481397264,-0.6447889251429337,-0.686484645001433,-0.4571051472610252,-0.35210743874033834,-0.5519486168938542,-0.3485270586892653,-1.156487385678822,0.3223825231758861,0.3223825231758861,1.3182293826674418,-6.0,1,1060,1060,1060,139,153,1183,111,1399,986,1627,572,567,1045,1152,1518,1565,1352,689,1334,1112,134,1229,699,225,1339
22,2019-20,1610612745,HOU,Houston Rockets,0021901304,2020-08-12T00:00:00,HOU vs. IND,L,48.0,-1.7046961832378644,-0.3329367903024369,0.372,1.024106519827584,3.3363681962415668,0.281,1.027045963898343,0.6993553721961002,0.857,-1.1281905124705123,1.5633506016854128,0.6846410521385626,-0.8695868795710384,1.3550705763446431,0.13919022159611338,0.4594332683002923,0.8634134317950716,-0.14381593628234587,1.0216802123632354,-0.5765260059895104,-4.0,1,1060,1060,1060,139,2023,1320,2009,295,3,1738,320,493,397,1776,138,498,1654,1869,772,514,1606,819,294,1516,1220
23,2019-20,1610612761,TOR,Toronto Raptors,0021901305,2020-08-12T00:00:00,TOR @ PHI,W,48.0,-0.11449760606748653,0.27962895727330034,0.444,1.5527034500341812,1.3173772324310378,0.419,1.5177585033463767,2.3544672530366912,0.675,0.281348350290387,0.27526921103554364,0.37994645277411926,0.780340049669016,-0.5959900123239068,0.13919022159611338,0.8634134317950712,2.0753539222794077,0.5554817529050028,1.9540771312796994,1.1534680445233578,4.0,1,1,1,1,139,1110,826,1283,116,211,504,139,26,1756,701,749,711,429,522,772,319,2020,1421,64,292,842
24,2019-20,1610612746,LAC,LA Clippers,0021901307,2020-08-12T00:00:00,LAC @ DEN,W,48.0,1.0781513268102962,-0.48607822719637245,0.541,0.4955095896209876,0.4520953907979539,0.378,0.04562088500227537,0.009725421845853871,0.783,-1.1281905124705123,-0.09275404343584713,-0.686484645001433,0.9865809158240221,-1.5715203066581818,1.175898479331065,-1.5604675491736015,-0.7525072221840433,1.0216802123632354,-0.3769151660114625,1.0710873754513177,13.0,1,1,1,1,139,282,1446,162,562,632,848,930,971,1014,1776,1080,1565,319,67,212,1986,354,1711,1301,333,336
25,2019-20,1610612755,PHI,Philadelphia 76ers,0021901305,2020-08-12T00:00:00,PHI vs. TOR,L,48.0,-0.31327242821378404,-0.6392196640903063,0.464,1.288404984930883,0.884736311614496,0.425,1.3541876568636986,1.3889853225463462,0.788,-0.28246719481397264,0.6432924655069344,0.37994645277411926,0.5740991835140089,0.623422855593937,0.4847596408410974,2.0753539222794073,0.8634134317950716,1.9540771312796994,0.5554817529050028,0.8239453682351937,-4.0,1,1060,1060,1060,139,1270,1564,993,195,385,443,191,198,979,1152,498,711,545,1472,520,49,1606,2019,531,454,1220
26,2019-20,1610612743,DEN,Denver Nuggets,0021901307,2020-08-12T00:00:00,DEN vs. LAC,L,48.0,0.4818268603714049,-0.179795353408503,0.494,0.23121112451768872,0.1636681102535921,0.371,-0.9358041938937922,-0.5419785384343434,0.632,-0.28246719481397264,-0.276765670671543,-0.38179004563698965,1.8115443804440496,-0.5959900123239068,-1.243087455383822,-0.752507222184044,-1.5604675491736009,-0.3769151660114625,1.0216802123632354,0.0001386775147795795,-13.0,1,1060,1060,1060,139,624,1183,582,763,845,909,1673,1418,1928,1152,1232,1317,77,522,1826,1447,32,651,294,1057,1748
27,2019-20,1610612754,IND,Indiana Pacers,0021901304,2020-08-12T00:00:00,IND @ HOU,W,48.0,-0.11449760606748653,1.8110433262126457,0.4,-0.2973858056889081,-0.41318645083513,0.355,-0.11794996148040242,-0.12820056822419562,0.773,0.563256122842567,1.3793389744497169,1.4463775505496725,0.1616174512039957,0.1356577084267993,2.5581761563110006,0.8634134317950712,0.45943326830029274,1.0216802123632354,-0.14381593628234587,-0.24700332970134448,4.0,1,1,1,1,139,1110,110,1836,1158,1348,1075,1053,1101,1077,528,184,169,831,1078,17,319,1335,1711,1099,1259,842
28,2019-20,1610612748,MIA,Miami Heat,0021901306,2020-08-12T00:00:00,MIA @ OKC,L,48.0,0.2830520382251074,-0.3329367903024369,0.488,0.4955095896209876,1.173163592158857,0.333,-0.11794996148040242,-0.4040525483642939,0.85,-1.1281905124705123,-0.09275404343584713,-0.686484645001433,-0.044623414951011436,-0.5959900123239068,2.212606737066017,-1.1564873856788227,-0.3485270586892647,0.5554817529050028,-0.3769151660114625,0.3296613538029456,-1.0,1,1060,1060,1060,139,784,1320,650,562,264,1243,1053,1315,456,1776,1080,1565,1009,522,34,1766,673,1421,1301,786,1060
29,2019-20,1610612760,OKC,Oklahoma City Thunder,0021901306,2020-08-12T00:00:00,OKC vs. MIA,W,48.0,-0.31327242821378404,0.12648752037936642,0.438,1.024106519827584,1.173163592158857,0.381,0.6999042709329869,0.5614293821260508,0.815,1.127071667946927,0.27526921103554364,0.8369883518207856,-0.8695868795710384,0.3795402820103678,-0.2063791976488702,-0.3485270586892653,-1.156487385678822,-0.3769151660114625,0.5554817529050028,0.41204202287498576,1.0,1,1,1,1,139,1270,935,1369,295,264,827,479,567,726,227,749,431,1654,1282,1046,1112,134,651,531,728,1013
30,2019-20,1610612764,WAS,Washington Wizards,0021901303,2020-08-11T00:00:00,WAS vs. MIL,L,48.0,-0.31327242821378404,1.0453361417429732,0.411,-0.033087340585609505,0.1636681102535921,0.343,0.8634751174156652,0.9752073523361985,0.767,0.281348350290387,-0.276765670671543,-0.07709544627254625,-0.4571051472610252,-0.8398725859074757,-1.9342262938737897,-0.752507222184044,-1.9644477126683795,0.5554817529050028,1.2547794420923508,0.1649000156588617,-13.0,1,1060,1060,1060,139,1270,344,1733,971,845,1200,398,351,1131,701,1232,1081,1352,349,2077,1447,1,1421,207,910,1748
31,2019-20,1610612738,BOS,Boston Celtics,0021901301,2020-08-11T00:00:00,BOS @ MEM,W,48.0,0.6806016825177014,-0.3329367903024369,0.512,1.024106519827584,0.4520953907979539,0.432,0.04562088500227537,0.009725421845853871,0.783,-0.0005594222617926288,0.27526921103554364,0.22759915309189796,0.9865809158240221,0.1356577084267993,-0.2063791976488702,0.8634134317950712,-0.3485270586892647,1.4878786718214674,-1.3093120849279272,0.9063260373072338,15.0,1,1,1,1,139,496,1320,390,295,632,393,930,971,1014,918,749,826,319,1078,1046,319,673,1913,1879,403,263
32,2019-20,1610612745,HOU,Houston Rockets,0021901298,2020-08-11T00:00:00,HOU @ SAS,L,48.0,-0.9095968946526755,0.12648752037936642,0.404,0.4955095896209876,2.038445433791941,0.292,0.20919173148495315,-0.26612655829424475,0.905,-1.6920060575748719,-0.276765670671543,-1.1435265440480986,-1.282068611881052,0.8673054291775055,2.212606737066017,-0.752507222184044,0.05545310480551416,-0.3769151660114625,-0.14381593628234587,-0.49414533691746854,-18.0,1,1060,1060,1060,139,1710,935,1797,562,56,1647,817,1202,166,2016,1232,1820,1895,1641,34,1447,1008,651,1099,1467,1910
33,2019-20,1610612757,POR,Portland Trail Blazers,0021901300,2020-08-11T00:00:00,POR @ DAL,W,48.0,1.0781513268102962,1.5047604524247749,0.469,0.7598080547242858,0.5963090310701341,0.395,1.5177585033463767,0.837281362266149,0.931,0.563256122842567,0.27526921103554364,0.5322937524563414,-1.282068611881052,-1.5715203066581818,0.4847596408410974,-0.752507222184044,0.05545310480551416,2.4202755907379325,0.5554817529050028,1.8948940661717302,3.0,1,1,1,1,139,282,172,914,400,533,679,139,424,88,528,749,590,1895,67,520,1447,1008,2077,531,80,900
34,2019-20,1610612756,PHX,Phoenix Suns,0021901299,2020-08-11T00:00:00,PHX @ PHI,W,48.0,1.6744757932491867,0.12648752037936642,0.551,-0.033087340585609505,-0.845827371651672,0.429,0.3727625779676314,-0.26612655829424475,0.952,0.281348350290387,-0.276765670671543,-0.07709544627254625,0.780340049669016,-1.8154028802417503,-1.243087455383822,-0.752507222184044,-0.3485270586892647,-0.6100143957405785,-0.14381593628234587,1.565371389883566,13.0,1,1,1,1,139,113,935,116,971,1661,407,682,1202,46,701,1232,1081,429,32,1826,1447,673,493,1099,146,336
35,2019-20,1610612749,MIL,Milwaukee Bucks,0021901303,2020-08-11T00:00:00,MIL @ WAS,W,48.0,0.6806016825177014,-0.179795353408503,0.506,1.5527034500341812,0.5963090310701341,0.474,0.3727625779676314,0.6993553721961002,0.714,-0.28246719481397264,1.7473622289211077,1.294030250867451,0.1616174512039957,0.1356577084267993,-0.5519486168938542,-1.9644477126683801,-0.7525072221840433,1.2547794420923508,0.5554817529050028,1.2358487135954,13.0,1,1,1,1,139,496,1183,460,116,533,181,682,493,1527,1152,103,217,831,1078,1334,2088,354,1826,531,263,336
36,2019-20,1610612751,BKN,Brooklyn Nets,0021901297,2020-08-11T00:00:00,BKN @ ORL,W,48.0,-0.5120472503600815,0.12648752037936642,0.427,0.23121112451768872,1.3173772324310378,0.302,0.20919173148495315,0.147651411915903,0.792,-0.5643749673661527,0.8273040927426303,0.37994645277411926,0.36785831735900176,0.1356577084267993,0.4847596408410974,-0.3485270586892653,-0.7525072221840433,-0.14381593628234587,0.7885809826341188,-0.24700332970134448,12.0,1,1,1,1,139,1431,935,1533,763,211,1563,817,865,938,1393,398,711,688,1078,520,1112,354,819,409,1259,372
37,2019-20,1610612758,SAC,Sacramento Kings,0021901302,2020-08-11T00:00:00,SAC vs. NOP,W,48.0,0.4818268603714049,-0.026653916514569106,0.489,-0.2973858056889081,-1.1342546521960337,0.423,-0.44509165444575843,-0.9557565086444911,0.938,1.127071667946927,-0.6447889251429337,0.07525185340967586,0.5740991835140089,1.5989531499282117,-1.243087455383822,0.4594332683002923,0.45943326830029274,0.3223825231758861,-0.6100143957405785,0.08251934658682152,6.0,1,1,1,1,139,624,1074,646,1158,1817,467,1318,1706,70,227,1518,952,545,1952,1826,514,1335,1229,1469,979,714
38,2019-20,1610612759,SAS,San Antonio Spurs,0021901298,2020-08-11T00:00:00,SAS vs. HOU,W,48.0,1.0781513268102962,0.7390532679551036,0.495,0.23121112451768872,-0.26897281056294986,0.406,0.04562088500227537,-0.4040525483642939,0.9,-0.28246719481397264,2.851431992335282,2.2081140489607822,0.780340049669016,1.84283572351178,0.8303290600860814,0.05545310480551363,-0.7525072221840433,-0.14381593628234587,-0.3769151660114625,0.9887067063792758,18.0,1,1,1,1,139,282,513,558,763,1221,592,930,1315,182,1152,12,45,429,2013,356,785,354,819,1301,365,197
39,2019-20,1610612742,DAL,Dallas Mavericks,0021901300,2020-08-11T00:00:00,DAL vs. POR,L,48.0,0.2830520382251074,-1.0986439747721097,0.519,2.081300380240778,1.461590872703218,0.455,1.5177585033463767,1.3889853225463462,0.818,-1.4100982850226922,-0.46077729790723887,-1.1435265440480986,0.780340049669016,0.623422855593937,-1.243087455383822,0.05545310480551363,-0.7525072221840433,0.5554817529050028,2.4202755907379325,1.647752058955606,-3.0,1,1060,1060,1060,139,784,1835,322,46,167,264,139,198,691,1920,1374,1820,429,1472,1826,785,354,1421,29,132,1162
40,2019-20,1610612753,ORL,Orlando Magic,0021901297,2020-08-11T00:00:00,ORL vs. BKN,L,48.0,-1.7046961832378644,-0.7923611009842402,0.386,-1.3545796661021017,-1.5668955730125753,0.304,1.1906168103810213,0.837281362266149,0.862,0.563256122842567,0.4592808382712395,0.6846410521385626,-2.313272942656086,0.623422855593937,0.4847596408410974,-0.752507222184044,-0.3485270586892647,0.7885809826341188,-0.14381593628234587,-1.2355713585658408,-12.0,1,1060,1060,1060,139,2023,1686,1947,1889,1995,1543,253,424,386,528,618,498,2101,1472,520,1447,673,1589,1099,1901,1706
41,2019-20,1610612755,PHI,Philadelphia 76ers,0021901299,2020-08-11T00:00:00,PHI vs. PHX,L,48.0,1.0781513268102962,0.7390532679551036,0.495,0.7598080547242858,-0.12475917029076895,0.455,-1.262945886859148,-1.2316084887845895,0.714,0.281348350290387,-2.116881943028498,-1.6005684430947642,0.780340049669016,-1.327637733074613,-0.897518036138838,-0.3485270586892653,-0.7525072221840433,-0.14381593628234587,-0.6100143957405785,0.4944226919470277,-13.0,1,1060,1060,1060,139,282,513,558,400,1103,264,1874,1865,1527,701,2092,1996,429,125,1609,1112,354,819,1469,665,1748
42,2019-20,1610612763,MEM,Memphis Grizzlies,0021901301,2020-08-11T00:00:00,MEM vs. BOS,L,48.0,-1.1083717167989728,0.12648752037936642,0.393,-1.3545796661021017,-0.7016137313794918,0.241,2.0084710427944104,2.078615272896592,0.789,1.127071667946927,-0.8288005523786297,-0.07709544627254625,0.36785831735900176,-1.5715203066581818,0.13919022159611338,-0.3485270586892653,0.8634134317950716,-1.3093120849279272,1.4878786718214674,-0.3293839987733864,-15.0,1,1060,1060,1060,139,1811,935,1897,1889,1573,1939,64,49,956,227,1640,1081,688,67,772,1112,1606,149,140,1321,1817
43,2019-20,1610612740,NOP,New Orleans Pelicans,0021901302,2020-08-11T00:00:00,NOP @ SAC,L,48.0,0.2830520382251074,-0.9455025378781757,0.512,-1.3545796661021017,-1.4226819327403948,0.292,-0.44509165444575843,-0.5419785384343434,0.789,-1.4100982850226922,-1.0128121796143255,-1.6005684430947642,0.1616174512039957,1.1111880027610739,0.13919022159611338,0.4594332683002923,0.45943326830029274,-0.6100143957405785,0.3223825231758861,-0.4117646678454266,-6.0,1,1060,1060,1060,139,784,1762,377,1889,1946,1647,1318,1418,956,1920,1763,1996,831,1770,772,514,1335,493,699,1389,1339
