,SEASON_YEAR,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK
168,2018-19,1610612746,LAC,LA Clippers,0021801151,2019-03-31T00:00:00,LAC vs. MEM,W,48.0,-0.9555288814332766,-2.0233626655657817,0.48,-1.1658561695238645,-0.6685096527358678,0.259,2.734876556414567,2.0473475829715353,0.895,-1.4208539961448963,1.3814388488995026,0.3279089025061715,-0.2816595758799846,1.2851118031772077,0.48244741223712295,0.03254591689400054,0.43795216491646466,0.534385532905569,1.2494674331533915,0.21364060333557083,17.0,1,1,1,1,135,2005,2389,855,2102,1753,2130,14,73,243,2251,201,893,1394,2147,615,917,1545,1639,254,1031,274
169,2018-19,1610612744,GSW,Golden State Warriors,0021801150,2019-03-31T00:00:00,GSW vs. CHA,W,48.0,2.4279963629790933,-0.08951603781356107,0.602,2.6462718783066634,0.1694546869398869,0.636,-1.256710662248582,-1.480345587740295,0.833,-0.07377474442171265,1.008773084252431,0.7875964477139942,3.282430915460321,0.25874065283748243,-0.19969657157064433,2.0595771570063186,-0.37286033112846223,-0.41905700075819574,-2.325942068085724,2.2161810472892696,47.0,1,1,1,1,135,34,1301,13,23,972,6,2177,2287,633,1108,366,521,2,1390,1203,53,731,737,2439,53,3
170,2018-19,1610612740,NOP,New Orleans Pelicans,0021801147,2019-03-31T00:00:00,NOP vs. LAL,L,48.0,-0.5574670879729983,-0.8333032023336451,0.458,-0.8935613089645414,-0.10986675961869775,0.258,0.07381841063913437,-0.25922102864773816,0.857,-1.4208539961448963,1.008773084252431,0.021450539034290582,-1.0736796850667196,2.5680757411018647,-0.8818405553784118,-1.589079075195854,0.03254591689400134,-1.134138901006019,-0.18069636734225428,-0.7041904334765405,-28.0,1,1231,1231,1231,135,1678,1955,1272,1907,1256,2144,1059,1374,451,2251,366,1165,2083,2420,1855,2316,1133,244,1295,1857,2383
171,2018-19,1610612747,LAL,Los Angeles Lakers,0021801147,2019-03-31T00:00:00,LAL @ NOP,W,48.0,1.432841879328396,1.8443305899386597,0.475,1.0125027149507229,0.867758303336349,0.395,0.24013454475009877,-0.12354052208189865,0.864,0.1956411059229238,0.07710867263475085,0.17467972077023144,1.104375615196801,-0.7676304975022431,2.8699513555643086,0.03254591689400054,-1.5890790751958526,-0.18069636734225428,-1.134138901006019,1.6321067511361087,28.0,1,1,1,1,135,201,124,937,336,448,751,903,1235,406,868,1101,1019,308,444,11,917,42,940,2086,159,65
172,2018-19,1610612753,ORL,Orlando Magic,0021801140,2019-03-30T00:00:00,ORL @ IND,W,48.0,1.2338109825982562,0.5055136938025081,0.511,1.0125027149507229,0.867758303336349,0.395,-0.9240783940266529,-1.2089845746086154,0.857,-0.34319059476634944,-1.2272215036299998,-1.204382914853234,2.490410806273587,-1.7940016478419685,0.48244741223712295,-0.7782665791509267,-0.7782665791509256,-1.134138901006019,-0.6574176341741367,0.8811540846534717,5.0,1,1,1,1,135,279,755,440,336,448,751,1967,2157,451,1362,2150,2159,24,35,615,1731,393,244,1725,495,896
173,2018-19,1610612757,POR,Portland Trail Blazers,0021801139,2019-03-30T00:00:00,POR @ DET,L,48.0,-0.5574670879729983,1.9930880228426777,0.373,-1.9827407512018353,-1.5064739924116226,0.19,-1.256710662248582,-1.6160260943061346,0.909,2.081552058335381,1.1951059665759662,2.1666590833374597,-1.271684712363403,0.7719262280073454,-0.19969657157064433,0.03254591689400054,0.43795216491646466,-0.41905700075819574,0.05766426607368659,-1.70546065545339,-9.0,1,1231,1231,1231,135,1678,97,2350,2419,2314,2396,2177,2343,176,57,288,45,2185,1809,1203,917,1545,737,1044,2333,1788
174,2018-19,1610612752,NYK,New York Knicks,0021801141,2019-03-30T00:00:00,NYK vs. MIA,L,48.0,-1.9506833650839732,-1.7258477997577473,0.403,-0.6212664484052178,0.867758303336349,0.237,0.572766812972028,0.28350099761562064,0.84,-0.6126064451109863,-0.10922420968878438,-0.43823700617353123,-0.8756746577700356,1.5417045907621396,0.8235194041410069,0.8433584129389278,-0.7782665791509256,-1.134138901006019,0.05766426607368659,-1.5385822851239148,-8.0,1,1231,1231,1231,135,2380,2334,2122,1643,448,2259,624,868,607,1623,1276,1591,1924,2247,409,371,393,244,1044,2283,1711
175,2018-19,1610612761,TOR,Toronto Raptors,0021801142,2019-03-30T00:00:00,TOR @ CHI,W,48.0,1.0347800858681175,0.059241395090457,0.517,1.829387296628693,0.867758303336349,0.474,-0.5914461258047237,-0.6662625483452571,0.778,-1.1514381458002596,1.1951059665759662,0.3279089025061715,2.0944007516802188,-0.5110377099173117,0.8235194041410069,-0.37286033112846323,0.43795216491646466,-1.37249953442196,-1.37249953442196,1.131471640147684,23.0,1,1,1,1,135,360,1163,375,106,448,218,1662,1774,1148,2090,288,893,53,636,409,1329,1545,151,2218,360,139
176,2018-19,1610612763,MEM,Memphis Grizzlies,0021801144,2019-03-30T00:00:00,MEM @ PHX,W,48.0,0.039625602217419884,0.059241395090457,0.461,-0.8935613089645414,-0.9478310992944524,0.32,2.069612019970709,2.3187085961032152,0.75,1.2733045073014706,-1.0408886213064645,-0.1317786427016503,-0.08365454858330108,-0.7676304975022431,2.528879363660425,0.43795216491646405,0.8433584129389282,-0.6574176341741367,1.2494674331533915,0.7977148994887336,5.0,1,1,1,1,135,1130,1163,1208,1907,1990,1611,67,41,1379,239,2035,1283,1208,444,25,603,1859,534,254,554,896
177,2018-19,1610612745,HOU,Houston Rockets,0021801138,2019-03-30T00:00:00,HOU vs. SAC,W,48.0,-0.3584361912428585,-0.8333032023336451,0.47,1.5570924360693699,2.823008429246443,0.327,1.0717152153049216,0.5548620107472997,0.889,-1.1514381458002596,-0.48188997433585684,-1.051153733117294,-1.0736796850667196,-1.0242232850871742,-0.5407685634745282,-1.1836728271733903,-0.37286033112846223,-0.8957782675900775,-0.8957782675900775,0.7142757143239956,11.0,1,1,1,1,135,1496,1955,1039,166,24,1514,331,661,257,2090,1616,2076,2083,290,1543,2069,731,376,1928,617,493
178,2018-19,1610612758,SAC,Sacramento Kings,0021801138,2019-03-30T00:00:00,SAC @ HOU,L,48.0,0.2386564989475596,0.8030285596105411,0.447,1.0125027149507229,-0.38918820617728317,0.517,-1.4230267963595464,-1.073304068042776,0.6,1.5427203576461073,-0.2955570920123206,0.6343672659780525,0.7083655606034339,-0.5110377099173117,-1.5639845391861793,-0.37286033112846323,-1.183672827173389,-0.8957782675900775,-0.8957782675900775,-0.20355532248811584,-11.0,1,1231,1231,1231,135,929,515,1478,336,1510,82,2271,2083,2311,159,1450,628,535,636,2301,1329,146,376,1928,1439,1929
179,2018-19,1610612756,PHX,Phoenix Suns,0021801144,2019-03-30T00:00:00,PHX vs. MEM,L,48.0,0.4376873956776994,-1.1308180681416797,0.531,0.19561813327275246,-0.5288489294565751,0.429,-0.09249772347183002,0.012139984483941227,0.739,-0.8820222954556227,-0.2955570920123206,-0.7446953696454122,0.5103605333067499,1.5417045907621396,0.1413754203332391,0.8433584129389278,0.43795216491646466,1.2494674331533915,-0.6574176341741367,0.38051897366504694,-5.0,1,1231,1231,1231,135,760,2127,260,864,1645,449,1201,1111,1517,1881,1450,1847,696,2247,870,371,1545,2099,1725,881,1485
180,2018-19,1610612748,MIA,Miami Heat,0021801141,2019-03-30T00:00:00,MIA @ NYK,W,48.0,-0.3584361912428585,0.2079988279944735,0.433,-0.6212664484052178,0.029793963660594208,0.281,-0.7577622599156885,-0.8019430549110966,0.765,1.0038886569568342,0.4497744372818233,0.9408256294499342,0.3123555060100659,1.2851118031772077,1.1645913960448901,-0.7782665791509267,0.8433584129389282,0.05766426607368659,-1.134138901006019,-0.8710688038060149,8.0,1,1,1,1,135,1496,1047,1705,1643,1124,1975,1821,1894,1282,356,752,426,858,2147,246,1731,1859,1167,2086,1961,674
181,2018-19,1610612738,BOS,Boston Celtics,0021801137,2019-03-30T00:00:00,BOS @ BKN,L,48.0,-1.1545597781634165,-0.8333032023336451,0.422,-0.8935613089645414,-1.6461347156909147,0.4,0.07381841063913437,0.012139984483941227,0.783,-0.8820222954556227,-0.48188997433585684,-0.8979245513813531,-1.0736796850667196,0.25874065283748243,0.1413754203332391,0.8433584129389278,-1.183672827173389,1.0111067997374512,-0.8957782675900775,-1.2048255444649654,-14.0,1,1231,1231,1231,135,2135,1955,1896,1907,2355,673,1059,1111,1117,1881,1616,1966,2083,1390,870,371,146,1976,1928,2143,2044
182,2018-19,1610612755,PHI,Philadelphia 76ers,0021801143,2019-03-30T00:00:00,PHI @ MIN,W,48.0,0.6367182924078381,0.8030285596105411,0.468,1.0125027149507229,-0.10986675961869775,0.484,-0.42512999169375926,-0.25922102864773816,0.714,1.2733045073014706,1.008773084252431,1.553742356393696,1.5003856697901679,-0.25444492233238053,-0.8818405553784118,-0.37286033112846323,0.43795216491646466,-0.18069636734225428,-1.37249953442196,0.6308365291592593,9.0,1,1,1,1,135,610,515,1077,336,1256,170,1513,1374,1707,239,366,155,175,890,1855,1329,1545,940,2218,669,597
183,2018-19,1610612751,BKN,Brooklyn Nets,0021801137,2019-03-30T00:00:00,BKN vs. BOS,W,48.0,-0.5574670879729983,-0.8333032023336451,0.458,0.19561813327275246,0.867758303336349,0.316,0.7390829470829924,0.6905425173131395,0.786,-1.4208539961448963,0.07710867263475085,-0.7446953696454122,-0.4796646031766686,0.0021478652525513085,-0.19969657157064433,-1.1836728271733903,0.8433584129389282,-0.8957782675900775,1.0111067997374512,-0.03667695215864153,14.0,1,1,1,1,135,1678,1955,1272,864,448,1651,510,571,1085,2251,1101,1847,1558,1135,1203,2069,1859,376,363,1300,382
184,2018-19,1610612746,LAC,LA Clippers,0021801136,2019-03-30T00:00:00,LAC vs. CLE,W,48.0,2.4279963629790933,-0.5357883365256121,0.624,1.0125027149507229,0.1694546869398869,0.455,-1.0903945281376175,-0.9376235614769365,0.688,-0.34319059476634944,0.07710867263475085,-0.1317786427016503,1.6983906970868519,0.5153334404224136,-0.8818405553784118,0.03254591689400054,-1.9944853232183157,1.0111067997374512,-1.134138901006019,1.798985121465583,24.0,1,1,1,1,135,34,1733,3,336,972,297,2083,1994,1936,1362,1101,1283,126,1614,1855,917,1,1976,2086,107,126
185,2018-19,1610612739,CLE,Cleveland Cavaliers,0021801136,2019-03-30T00:00:00,CLE @ LAC,L,48.0,0.039625602217419884,0.5055136938025081,0.446,-2.2550356117611585,-1.2271525458530375,0.13,0.9053990811939572,0.6905425173131395,0.821,1.0038886569568342,-2.3452187975712158,-1.357612096589175,-1.271684712363403,-0.25444492233238053,1.1645913960448901,-1.9944853232183175,0.03254591689400134,-1.134138901006019,1.0111067997374512,-0.20355532248811584,-24.0,1,1231,1231,1231,135,1130,755,1499,2449,2180,2455,421,571,754,356,2438,2231,2185,890,246,2420,1133,244,363,1439,2323
186,2018-19,1610612741,CHI,Chicago Bulls,0021801142,2019-03-30T00:00:00,CHI vs. TOR,L,48.0,0.039625602217419884,1.2493008583225937,0.423,-0.6212664484052178,-0.24952748289799045,0.3,-1.256710662248582,-0.9376235614769365,0.625,1.8121362079907444,0.2634415549582871,1.247283992921816,-0.677669630473352,-0.25444492233238053,-0.19969657157064433,0.43795216491646405,-0.37286033112846223,-1.37249953442196,-1.37249953442196,-0.7876296186412787,-23.0,1,1231,1231,1231,135,1130,293,1878,1643,1381,1804,2177,1994,2236,92,921,267,1752,890,1203,603,731,151,2218,1908,2304
187,2018-19,1610612765,DET,Detroit Pistons,0021801139,2019-03-30T00:00:00,DET vs. POR,W,48.0,-0.7564979847031369,-0.38703090362159404,0.43,-1.7104458906425113,-0.9478310992944524,0.2,0.4064506788610636,0.4191815041814598,0.769,-0.8820222954556227,0.6361073196053586,0.021450539034290582,-0.8756746577700356,-1.0242232850871742,0.1413754203332391,0.43795216491646405,0.03254591689400134,0.05766426607368659,-0.41905700075819574,-0.954507988970753,9.0,1,1,1,1,135,1858,1579,1759,2367,1990,2361,752,760,1232,1881,610,1165,1924,290,870,603,1133,1167,1522,2012,597
188,2018-19,1610612754,IND,Indiana Pacers,0021801140,2019-03-30T00:00:00,IND vs. ORL,L,48.0,1.432841879328396,0.2079988279944735,0.533,-0.6212664484052178,-1.087491822573745,0.375,-1.0903945281376175,-0.8019430549110966,0.647,0.1956411059229238,-0.2955570920123206,-0.1317786427016503,0.3123555060100659,0.25874065283748243,-1.2229125472822957,-0.7782665791509267,-0.7782665791509256,-0.6574176341741367,-1.134138901006019,0.4639581588297832,-5.0,1,1231,1231,1231,135,201,1047,235,1643,2090,956,2083,1894,2154,868,1450,1283,858,1390,2133,1731,393,534,2086,801,1485
189,2018-19,1610612750,MIN,Minnesota Timberwolves,0021801143,2019-03-30T00:00:00,MIN vs. PHI,L,48.0,-0.3584361912428585,-0.38703090362159404,0.453,-0.0766767272865711,-0.8081703760151605,0.423,0.4064506788610636,0.28350099761562064,0.8,-1.690269846489533,-0.48188997433585684,-1.357612096589175,-0.2816595758799846,-1.2808160726721058,-0.5407685634745282,0.43795216491646405,-0.37286033112846223,-1.37249953442196,-0.18069636734225428,-0.1201161373233778,-9.0,1,1231,1231,1231,135,1496,1579,1350,1110,1883,500,752,868,916,2360,1616,2231,1394,176,1543,603,731,151,1295,1374,1788
190,2018-19,1610612737,ATL,Atlanta Hawks,0021801131,2019-03-29T00:00:00,ATL vs. POR,L,48.0,-0.5574670879729983,0.8030285596105411,0.404,-0.6212664484052178,0.867758303336349,0.237,-0.7577622599156885,-1.2089845746086154,0.929,-0.6126064451109863,-0.2955570920123206,-0.5914661879094721,-0.8756746577700356,-1.0242232850871742,-0.8818405553784118,0.8433584129389278,-0.37286033112846223,0.29602489948962746,-2.8026633349176064,-1.037947174135491,-20.0,1,1231,1231,1231,135,1678,515,2115,1643,448,2259,1821,2157,119,1623,1450,1720,1924,290,1855,371,731,1418,2459,2065,2236
191,2018-19,1610612744,GSW,Golden State Warriors,0021801132,2019-03-29T00:00:00,GSW @ MIN,L,53.0,0.1710611000580786,0.022753722868716686,0.469,1.3669997975656907,0.6200581526145855,0.45,0.09264665223660228,0.33214117921469494,0.714,-0.8159391623522215,-0.20063279347014235,-0.629050704184325,0.006008105286895267,-0.10436234846194882,0.8106487629370867,-0.8930041965157749,-0.8930041965157737,0.23306171330428485,0.23306171330428485,0.6087959896817805,-1.0,1,1231,1231,1231,21,360,232,1051,106,297,317,752,571,1707,1623,752,1165,696,1390,246,1731,393,1822,486,159,1231
192,2018-19,1610612750,MIN,Minnesota Timberwolves,0021801132,2019-03-29T00:00:00,MIN vs. GSW,W,53.0,-0.009193296980538158,0.6963722869623785,0.437,0.38057313289795325,0.3670877859200174,0.368,1.1470281816947923,1.0694239318743517,0.794,0.8920556624741546,0.9806473661658596,1.3137796755619404,-0.35264251019389015,0.1280235723696871,-0.42493279263924694,-0.8930041965157749,-0.8930041965157737,0.23306171330428485,0.23306171330428485,0.6843635536045625,1.0,1,1,1,1,21,478,75,1648,462,448,1032,146,167,997,239,110,45,1018,1614,1203,1731,393,1822,486,132,1176
193,2018-19,1610612754,IND,Indiana Pacers,0021801130,2019-03-29T00:00:00,IND @ BOS,L,48.0,0.2386564989475596,0.2079988279944735,0.467,0.19561813327275246,-0.6685096527358678,0.444,-0.25881385758279485,0.012139984483941227,0.696,1.0038886569568342,-1.413554385953536,-0.5914661879094721,0.5103605333067499,-0.5110377099173117,0.48244741223712295,-1.1836728271733903,0.03254591689400134,-1.134138901006019,-0.41905700075819574,0.13020141817083455,-2.0,1,1231,1231,1231,135,929,1047,1100,864,1753,344,1367,1111,1889,356,2244,1720,696,636,615,2069,1133,244,1522,1123,1286
194,2018-19,1610612757,POR,Portland Trail Blazers,0021801131,2019-03-29T00:00:00,POR @ ATL,W,48.0,0.8357491891379778,1.1005434254185755,0.469,-0.6212664484052178,0.029793963660594208,0.281,0.24013454475009877,-0.12354052208189865,0.864,-0.07377474442171265,1.9404374958701103,1.553742356393696,-1.0736796850667196,-1.2808160726721058,-1.2229125472822957,-0.37286033112846323,0.8433584129389282,-2.8026633349176064,0.29602489948962746,0.6308365291592593,20.0,1,1,1,1,135,478,356,1060,1643,1124,1975,903,1235,406,1108,75,155,2083,176,2133,1329,1859,1,823,669,197
195,2018-19,1610612762,UTA,Utah Jazz,0021801134,2019-03-29T00:00:00,UTA vs. WAS,W,48.0,1.432841879328396,-0.23827347071757757,0.552,0.7402078543913996,0.029793963660594208,0.438,0.07381841063913437,-0.6662625483452571,1.0,-0.6126064451109863,0.2634415549582871,-0.1317786427016503,0.3123555060100659,1.0285190155922765,-0.19969657157064433,0.8433584129389278,-0.7782665791509256,0.29602489948962746,-0.6574176341741367,1.4652283808066326,4.0,1,1,1,1,135,201,1438,128,462,1124,393,1059,1774,1,1623,921,1283,858,2005,1203,371,393,1418,1725,213,977
196,2018-19,1610612764,WAS,Washington Wizards,0021801134,2019-03-29T00:00:00,WAS @ UTA,L,48.0,1.432841879328396,1.3980582912266086,0.49,1.0125027149507229,0.7280975800570569,0.405,-0.7577622599156885,-0.12354052208189865,0.591,0.4650569562675606,-0.8545557389829284,-0.43823700617353123,1.5003856697901679,-0.25444492233238053,1.1645913960448901,-0.7782665791509267,0.8433584129389282,-0.6574176341741367,0.29602489948962746,1.131471640147684,-4.0,1,1231,1231,1231,135,201,232,674,336,534,661,1821,1235,2336,649,1905,1591,175,890,246,1731,1859,534,823,360,1423
197,2018-19,1610612747,LAL,Los Angeles Lakers,0021801135,2019-03-29T00:00:00,LAL vs. CHA,W,48.0,2.0299345695188142,0.35675626089849,0.56,1.829387296628693,0.867758303336349,0.474,-1.4230267963595464,-1.480345587740295,0.75,0.1956411059229238,-0.2955570920123206,-0.1317786427016503,1.8963957243835359,0.0021478652525513085,0.1413754203332391,-1.1836728271733903,-1.183672827173389,-0.8957782675900775,-1.6108601678379006,1.5486675659713707,14.0,1,1,1,1,135,65,896,89,106,448,218,2271,2287,1379,868,1450,1283,84,1135,870,2069,146,376,2311,178,382
198,2018-19,1610612743,DEN,Denver Nuggets,0021801133,2019-03-29T00:00:00,DEN @ OKC,W,48.0,1.432841879328396,-0.5357883365256121,0.565,0.7402078543913996,0.1694546869398869,0.424,-2.0882913328034047,-2.294428627135333,0.833,-0.8820222954556227,-0.48188997433585684,-0.8979245513813531,1.104375615196801,-0.25444492233238053,-0.5407685634745282,-1.589079075195854,0.03254591689400134,0.05766426607368659,-0.8957782675900775,0.38051897366504694,10.0,1,1,1,1,135,201,1733,75,462,972,487,2433,2450,633,1881,1616,1966,308,890,1543,2316,1133,1167,1928,881,533
199,2018-19,1610612738,BOS,Boston Celtics,0021801130,2019-03-29T00:00:00,BOS vs. IND,W,48.0,0.6367182924078381,-0.38703090362159404,0.512,0.46791299383207563,-0.6685096527358678,0.481,-0.7577622599156885,-0.8019430549110966,0.765,-0.8820222954556227,0.2634415549582871,-0.2850078244375904,0.5103605333067499,0.0021478652525513085,0.1413754203332391,0.03254591689400054,-1.183672827173389,-0.41905700075819574,-1.134138901006019,0.29707978850030886,2.0,1,1,1,1,135,610,1579,423,646,1753,182,1821,1894,1282,1881,921,1431,696,1135,870,917,146,737,2086,959,1103
200,2018-19,1610612766,CHA,Charlotte Hornets,0021801135,2019-03-29T00:00:00,CHA @ LAL,L,48.0,0.2386564989475596,-0.08951603781356107,0.477,1.0125027149507229,1.0074190266156415,0.385,-0.25881385758279485,-0.8019430549110966,0.941,-0.6126064451109863,-1.0408886213064645,-1.204382914853234,0.3123555060100659,-0.25444492233238053,0.1413754203332391,-1.1836728271733903,-1.183672827173389,-1.6108601678379006,-0.8957782675900775,0.38051897366504694,-14.0,1,1231,1231,1231,135,929,1301,892,336,368,853,1367,1894,82,1623,2035,2159,858,890,870,2069,146,80,1928,881,2044
201,2018-19,1610612760,OKC,Oklahoma City Thunder,0021801133,2019-03-29T00:00:00,OKC vs. DEN,L,48.0,0.4376873956776994,-0.08951603781356107,0.489,-0.8935613089645414,-0.6685096527358678,0.296,-1.0903945281376175,-0.9376235614769365,0.688,0.1956411059229238,-1.9725530329241439,-1.5108412783251157,-1.0736796850667196,-0.25444492233238053,-0.8818405553784118,0.03254591689400054,-1.5890790751958526,-0.8957782675900775,0.05766426607368659,-0.4538728779823282,-10.0,1,1231,1231,1231,135,760,1301,709,1907,1753,1839,2083,1994,1936,868,2404,2295,2083,890,1855,917,42,376,1044,1659,1865
202,2018-19,1610612746,LAC,LA Clippers,0021801127,2019-03-28T00:00:00,LAC @ MIL,L,48.0,0.2386564989475596,0.5055136938025081,0.457,1.5570924360693699,0.1694546869398869,0.515,-0.09249772347183002,-0.12354052208189865,0.773,-0.6126064451109863,0.6361073196053586,0.17467972077023144,0.3123555060100659,-0.7676304975022431,-0.19969657157064433,-0.7782665791509267,0.03254591689400134,0.05766426607368659,0.05766426607368659,0.6308365291592593,-10.0,1,1231,1231,1231,135,929,755,1298,166,972,91,1201,1235,1199,1623,610,1019,858,444,1203,1731,1133,1167,1044,669,1865
203,2018-19,1610612742,DAL,Dallas Mavericks,0021801124,2019-03-28T00:00:00,DAL @ MIA,L,48.0,-0.9555288814332766,0.5055136938025081,0.391,1.284797575510046,2.124704812849981,0.34,-1.0903945281376175,-0.8019430549110966,0.647,-0.07377474442171265,1.008773084252431,0.7875964477139942,0.3123555060100659,-0.25444492233238053,-1.2229125472822957,-1.1836728271733903,-0.37286033112846223,0.05766426607368659,0.29602489948962746,-0.954507988970753,-6.0,1,1231,1231,1231,135,2005,755,2235,225,54,1391,2083,1894,2154,1108,366,521,858,890,2133,2069,731,1167,823,2012,1566
204,2018-19,1610612749,MIL,Milwaukee Bucks,0021801127,2019-03-28T00:00:00,MIL vs. LAC,W,48.0,0.8357491891379778,-0.38703090362159404,0.523,1.284797575510046,0.7280975800570569,0.432,0.7390829470829924,0.5548620107472997,0.815,-1.9596856968341696,1.754104613546574,0.3279089025061715,0.11435047871338293,-1.0242232850871742,-0.8818405553784118,0.03254591689400054,-0.7782665791509256,0.05766426607368659,0.05766426607368659,1.4652283808066326,10.0,1,1,1,1,135,478,1579,320,225,534,436,510,661,804,2426,110,893,1018,290,1855,917,393,1167,1044,213,533
205,2018-19,1610612758,SAC,Sacramento Kings,0021801128,2019-03-28T00:00:00,SAC @ NOP,L,48.0,1.2338109825982562,0.9517859925145591,0.495,-0.34897158784589427,-1.2271525458530375,0.435,-0.5914461258047237,-0.9376235614769365,0.875,-0.6126064451109863,0.2634415549582871,-0.1317786427016503,0.7083655606034339,-0.5110377099173117,-0.5407685634745282,2.0595771570063186,0.43795216491646466,-0.41905700075819574,-1.134138901006019,0.6308365291592593,-3.0,1,1231,1231,1231,135,279,432,616,1372,2180,416,1662,1994,327,1623,921,1283,535,636,1543,53,1545,737,2086,669,1359
206,2018-19,1610612740,NOP,New Orleans Pelicans,0021801128,2019-03-28T00:00:00,NOP vs. SAC,W,48.0,1.6318727760585345,1.2493008583225937,0.505,-0.6212664484052178,-0.5288489294565751,0.321,-0.5914461258047237,-1.2089845746086154,1.0,-0.6126064451109863,0.4497744372818233,0.021450539034290582,0.5103605333067499,-0.5110377099173117,-0.5407685634745282,0.43795216491646405,2.0595771570063186,-1.134138901006019,-0.41905700075819574,0.8811540846534717,3.0,1,1,1,1,135,142,293,526,1643,1645,1582,1662,2157,1,1623,752,1165,696,636,1543,603,2350,244,1522,495,1039
207,2018-19,1610612752,NYK,New York Knicks,0021801125,2019-03-28T00:00:00,NYK vs. TOR,L,48.0,-1.9506833650839732,-0.5357883365256121,0.365,-1.4381510300831881,-0.8081703760151605,0.231,1.0717152153049216,1.2332645435764975,0.75,1.0038886569568342,1.008773084252431,1.400513174657756,-1.6676947669567705,0.7719262280073454,-1.5639845391861793,0.03254591689400054,0.43795216491646466,0.29602489948962746,1.7261886999852745,-1.5385822851239148,-25.0,1,1231,1231,1231,135,2380,1733,2382,2272,1883,2282,331,268,1379,356,366,211,2339,1809,2301,917,1545,1418,115,2283,2336
208,2018-19,1610612753,ORL,Orlando Magic,0021801122,2019-03-28T00:00:00,ORL @ DET,L,48.0,-0.7564979847031369,0.8030285596105411,0.394,-0.8935613089645414,-0.10986675961869775,0.258,-0.25881385758279485,-0.3949015352135777,0.8,1.2733045073014706,-1.2272215036299998,-0.2850078244375904,-0.677669630473352,-0.5110377099173117,-0.8818405553784118,-0.37286033112846323,1.654170908983855,-1.6108601678379006,-0.6574176341741367,-1.037947174135491,-17.0,1,1231,1231,1231,135,1858,515,2214,1907,1256,2144,1367,1526,916,239,2150,1431,1752,636,1855,1329,2239,80,1725,2065,2159
209,2018-19,1610612755,PHI,Philadelphia 76ers,0021801123,2019-03-28T00:00:00,PHI vs. BKN,W,48.0,0.8357491891379778,0.2079988279944735,0.5,0.19561813327275246,-0.9478310992944524,0.48,0.572766812972028,0.6905425173131395,0.75,-0.34319059476634944,0.2634415549582871,0.021450539034290582,0.5103605333067499,-1.0242232850871742,0.8235194041410069,-0.7782665791509267,-0.7782665791509256,0.534385532905569,0.29602489948962746,1.048032454982946,13.0,1,1,1,1,135,478,1047,535,864,1990,193,624,571,1379,1362,921,1165,696,290,409,1731,393,1639,823,398,418
210,2018-19,1610612748,MIA,Miami Heat,0021801124,2019-03-28T00:00:00,MIA vs. DAL,W,48.0,-0.3584361912428585,0.059241395090457,0.438,-1.1658561695238645,-0.24952748289799045,0.233,0.4064506788610636,0.5548620107472997,0.741,-0.07377474442171265,1.9404374958701103,1.553742356393696,-0.08365454858330108,-0.7676304975022431,-0.19969657157064433,-0.37286033112846323,-1.183672827173389,0.29602489948962746,0.05766426607368659,-0.4538728779823282,6.0,1,1,1,1,135,1496,1163,1633,2102,1381,2270,752,661,1500,1108,75,155,1208,444,1203,1329,146,1418,1044,1659,831
211,2018-19,1610612751,BKN,Brooklyn Nets,0021801123,2019-03-28T00:00:00,BKN @ PHI,L,48.0,-0.1594052945127188,0.2079988279944735,0.444,-0.0766767272865711,0.029793963660594208,0.344,0.24013454475009877,0.8262230238789787,0.655,0.1956411059229238,-0.10922420968878438,0.021450539034290582,0.11435047871338293,0.25874065283748243,-1.2229125472822957,-0.7782665791509267,-0.7782665791509256,0.29602489948962746,0.534385532905569,-0.03667695215864153,-13.0,1,1231,1231,1231,135,1319,1047,1518,1110,1124,1335,903,465,2111,868,1276,1165,1018,1390,2133,1731,393,1418,640,1300,2008
212,2018-19,1610612743,DEN,Denver Nuggets,0021801126,2019-03-28T00:00:00,DEN @ HOU,L,48.0,-1.9506833650839732,-0.6845457694296286,0.369,-1.9827407512018353,-1.087491822573745,0.167,0.24013454475009877,-0.3949015352135777,0.95,-0.8820222954556227,-0.6682228566593921,-1.051153733117294,-0.4796646031766686,0.25874065283748243,-0.19969657157064433,-0.7782665791509267,-0.7782665791509256,-0.8957782675900775,-0.41905700075819574,-2.1226565812770777,-27.0,1,1231,1231,1231,135,2380,1858,2368,2419,2090,2437,903,1526,61,1881,1769,2076,1558,1390,1203,1731,393,376,1522,2425,2365
