,DATE,SNOW,SNWD,TMAX,TMIN,WEEKDAY,HOUR0,HOUR1,HOUR2,HOUR3,HOUR4,HOUR5,HOUR6,HOUR7,HOUR8,HOUR9,HOUR10,HOUR11,HOUR12,HOUR13,HOUR14,HOUR15,HOUR16,HOUR17,HOUR18,HOUR19,HOUR20,HOUR21,HOUR22,HOUR23,Flux,PrevFlux24,PrevFlux48,SNOW24,SNOW48,SNOW7,MON,TUE,WED,THU,FRI,SAT,SUN,KMEANS30,KMEANS29,KMEANS28,KMEANS27,KMEANS26,KMEANS25,KMEANS24,KMEANS23,KMEANS22,KMEANS21,KMEANS20,KMEANS19,KMEANS18,KMEANS17,KMEANS16,KMEANS15,KMEANS14,KMEANS13,KMEANS12,KMEANS11,KMEANS10,KMEANS9,KMEANS8,KMEANS7,KMEANS6,KMEANS5,KMEANS4,KMEANS3
1188,2006-11-12,3.0,3.0,50.0,26.0,6,1,0,24,5,-37,-37,-45,-55,-47,-49,-50,-86,-80,-61,-54,44,125,187,93,16,10,3,14,19,-60,-429.0,-994.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,1.0,12,10,25,1,13,22,2,22,2,18,5,10,5,13,3,6,1,2,11,9,9,5,1,1,2,0,2,0
1189,2006-11-13,0.0,3.0,30.0,7.0,0,13,8,25,0,-37,-64,-75,44,96,55,51,19,65,25,35,26,-14,-4,147,55,-13,3,-5,12,467,-60.0,-489.0,3.0,3.0,3.0,1.0,0.5,0.0,0.0,0.0,0.0,0.5,24,26,27,23,1,9,0,13,3,16,14,12,15,7,1,2,8,10,2,8,6,2,3,5,5,4,3,1
1190,2006-11-14,7.2,9.0,31.0,18.0,1,14,12,24,17,-40,-66,-88,69,101,44,47,108,-11,6,3,45,-22,15,101,41,-3,-11,7,6,419,467.0,407.0,0.0,3.0,3.0,0.5,1.0,0.5,0.0,0.0,0.0,0.0,27,28,23,6,3,13,9,8,5,8,1,1,6,5,6,14,10,0,1,0,2,8,7,2,4,4,3,1
1191,2006-11-15,0.5,8.0,34.0,13.0,2,21,16,27,11,-40,-70,-48,25,50,2,52,122,70,59,9,27,0,-1,94,-15,-89,-16,-12,2,296,419.0,886.0,7.2,7.2,10.2,0.0,0.5,1.0,0.5,0.0,0.0,0.0,11,9,19,17,7,18,22,5,12,19,10,5,12,12,5,8,7,3,10,5,8,1,0,0,0,2,0,1
1192,2006-11-16,0.0,6.0,35.0,3.0,3,20,10,28,10,-48,-62,-78,40,39,33,1,11,6,-3,-1,-45,1,83,156,-32,-44,-32,0,10,103,296.0,715.0,0.5,7.7,10.7,0.0,0.0,0.5,1.0,0.5,0.0,0.0,8,21,2,7,24,0,1,14,4,2,2,16,10,10,15,7,12,11,7,3,3,4,4,6,0,2,0,2
1193,2006-11-17,0.0,5.0,34.0,15.0,4,9,13,26,3,-35,-60,-74,-11,-10,8,-68,28,-51,-133,-72,-2,-2,67,107,42,-19,38,16,11,-169,103.0,399.0,0.0,0.5,10.7,0.0,0.0,0.0,0.5,1.0,0.5,0.0,29,17,13,19,2,24,8,18,7,9,18,18,7,16,4,4,5,1,0,6,0,3,2,4,1,1,1,2
1194,2006-11-18,0.0,2.0,45.0,21.0,5,11,2,14,4,-22,-56,-81,-83,-101,-9,-93,-100,-62,-7,-25,-7,-10,50,130,17,-8,3,-17,9,-441,-169.0,-66.0,0.0,0.0,10.7,0.0,0.0,0.0,0.0,0.5,1.0,0.5,10,5,0,18,15,14,13,7,0,1,0,11,9,2,13,3,9,4,9,1,5,0,5,3,3,3,1,0
1195,2006-11-19,0.0,1.0,45.0,14.0,6,-6,17,13,12,-26,-53,-21,-77,-62,-78,-142,-158,-183,-124,-146,18,62,76,118,16,14,-3,28,31,-674,-441.0,-610.0,0.0,0.0,10.7,0.5,0.0,0.0,0.0,0.0,0.5,1.0,12,10,8,8,13,22,2,9,9,4,5,10,5,13,3,6,1,2,11,9,9,5,1,1,2,0,2,0
1196,2006-11-20,0.0,0.0,46.0,14.0,0,40,22,2,0,-36,-74,-51,-4,53,47,-12,-3,45,-25,33,-36,7,13,171,21,-47,-6,-23,28,165,-674.0,-1115.0,0.0,0.0,7.7,1.0,0.5,0.0,0.0,0.0,0.0,0.5,24,26,27,23,1,9,0,13,3,16,14,12,15,7,1,2,8,10,2,8,6,2,3,5,5,4,3,1
1197,2006-11-21,0.0,0.0,49.0,18.0,1,5,5,12,-3,-48,-75,-87,-5,12,24,-10,-21,28,-22,28,-4,-18,80,220,30,-8,9,16,22,190,165.0,-509.0,0.0,0.0,7.7,0.5,1.0,0.5,0.0,0.0,0.0,0.0,27,28,23,6,3,13,9,8,5,8,1,1,6,5,6,14,10,0,1,0,2,8,7,2,4,4,3,1
1198,2006-11-22,0.0,0.0,54.0,22.0,2,18,23,21,12,-39,-40,-84,-88,-17,93,-20,-18,-59,-54,2,35,81,101,140,116,88,84,31,49,475,190.0,355.0,0.0,0.0,0.5,0.0,0.5,1.0,0.5,0.0,0.0,0.0,2,19,19,17,7,19,22,11,12,19,10,5,12,1,0,9,6,12,4,5,8,1,0,0,0,2,0,1
1199,2006-11-23,0.0,0.0,56.0,22.0,3,30,3,5,1,-15,-32,-40,-83,-64,-60,-13,11,91,115,126,30,34,33,52,12,45,5,10,8,304,475.0,665.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.0,0.0,15,0,2,0,8,0,1,14,4,2,2,16,10,10,15,7,12,11,7,3,3,4,4,6,0,2,0,2
1200,2006-11-24,0.0,0.0,52.0,15.0,4,-1,9,1,-2,-41,-47,-4,-53,-21,27,-43,-17,29,56,58,96,77,85,124,-5,-19,-1,20,17,345,304.0,779.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.0,29,17,13,19,2,24,5,18,7,9,18,18,7,16,4,4,5,1,0,6,0,3,2,4,1,1,1,2
1201,2006-11-25,0.0,0.0,46.0,24.0,5,18,8,28,9,-24,-54,-32,-30,-88,-76,-141,-171,-151,-112,-52,-87,50,101,59,18,44,23,22,14,-624,345.0,649.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,10,5,0,18,15,14,13,7,0,1,0,11,9,2,13,3,9,4,9,1,5,0,5,3,3,3,1,0
1202,2006-11-26,0.0,0.0,47.0,22.0,6,4,5,14,2,-17,-62,-60,-61,-103,-199,-258,-253,-186,-52,-75,-25,76,80,51,14,7,30,33,23,-1012,-624.0,-279.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,1.0,17,23,3,8,13,4,19,9,9,4,5,10,5,4,3,6,1,2,11,9,9,5,1,1,2,0,2,0
1203,2006-11-27,0.0,0.0,42.0,16.0,0,12,4,23,-3,-45,-60,-39,63,21,19,30,-12,-27,-63,-36,-34,23,10,137,10,-24,-3,10,-3,13,-1012.0,-1636.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.5,24,26,27,23,1,9,0,13,3,16,14,12,15,7,1,2,8,10,2,8,6,2,3,5,5,4,3,1
1204,2006-11-28,5.5,5.0,42.0,17.0,1,10,25,26,1,-50,-58,-46,92,91,39,4,26,-45,-32,-29,-18,-123,-29,57,-21,-44,-33,1,-3,-159,13.0,-999.0,0.0,0.0,0.0,0.5,1.0,0.5,0.0,0.0,0.0,0.0,9,11,1,25,14,8,9,8,5,0,1,1,16,5,6,14,10,0,1,0,2,8,7,2,4,4,3,1
1205,2006-11-29,3.1,7.0,18.0,2.0,2,16,16,30,0,-44,-52,-51,112,106,28,3,2,-96,-25,-53,6,-30,45,57,-25,-83,-11,2,-2,-49,-159.0,-146.0,5.5,5.5,5.5,0.0,0.5,1.0,0.5,0.0,0.0,0.0,11,9,19,17,7,18,22,5,12,19,10,5,12,1,0,9,6,12,4,5,8,1,0,0,0,2,0,1
1206,2006-11-30,0.0,6.0,13.0,-15.0,3,11,12,18,3,-43,-46,-30,36,28,51,-18,13,4,-14,26,32,-18,-47,104,-18,-58,-26,9,26,55,-49.0,-208.0,3.1,8.6,8.6,0.0,0.0,0.5,1.0,0.5,0.0,0.0,8,21,10,7,24,23,15,1,4,2,2,16,10,10,15,7,12,11,7,3,3,4,4,6,0,2,0,2
1207,2006-12-01,5.1,11.0,17.0,-8.0,4,5,12,14,9,-28,-19,-34,31,71,65,50,6,-41,-27,-28,21,1,16,163,23,52,58,30,12,462,55.0,6.0,0.0,3.1,8.6,0.0,0.0,0.0,0.5,1.0,0.5,0.0,5,7,4,10,22,10,8,18,7,9,18,18,7,3,4,4,5,1,0,6,0,3,2,4,1,1,1,2
1208,2006-12-02,0.0,10.0,23.0,-8.0,5,15,6,25,-3,-30,-21,26,-34,76,64,58,14,-20,-51,-97,-71,-62,105,75,0,-4,-21,-38,2,14,462.0,517.0,5.1,5.1,13.7,0.0,0.0,0.0,0.0,0.5,1.0,0.5,21,24,9,15,9,7,18,6,15,10,16,15,3,14,2,13,3,8,6,10,5,0,5,3,3,3,1,0
1209,2006-12-03,0.5,9.0,18.0,-12.0,6,-3,3,20,-3,-11,-48,8,-52,-18,-42,-49,-182,-130,-151,-104,-79,45,91,53,-4,14,5,-1,23,-615,14.0,476.0,0.0,5.1,13.7,0.5,0.0,0.0,0.0,0.0,0.5,1.0,4,6,8,16,23,12,6,3,6,11,3,2,11,8,10,10,13,7,3,7,1,5,1,1,2,0,2,0
1210,2006-12-04,0.0,8.0,17.0,-10.0,0,29,22,6,8,-45,-62,-15,95,50,32,6,57,11,-20,-30,-20,34,-16,134,-7,-51,-19,9,21,229,-615.0,-601.0,0.5,0.5,14.2,1.0,0.5,0.0,0.0,0.0,0.0,0.5,26,15,16,11,12,1,14,12,10,14,15,6,1,0,14,5,2,10,2,8,6,2,3,5,5,4,3,1
1211,2006-12-05,0.0,8.0,27.0,-3.0,1,6,7,16,0,-46,-47,-33,73,30,32,42,5,31,-29,-27,-25,-38,51,62,-60,-60,15,-16,25,14,229.0,-386.0,0.0,0.5,14.2,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0,4,21,4,10,21,23,4,11,17,19,9,8,9,12,0,4,0,1,0,2,8,7,2,4,4,3,1
1212,2006-12-06,0.0,7.0,32.0,5.0,2,18,8,6,5,-49,-40,-22,38,70,-31,10,-13,1,-70,-10,-55,20,80,117,-32,-94,-42,-3,28,-60,14.0,243.0,0.0,0.0,8.7,0.0,0.5,1.0,0.5,0.0,0.0,0.0,2,19,19,17,7,19,22,11,12,19,10,5,12,1,0,9,6,12,4,5,8,1,0,0,0,2,0,1
1213,2006-12-07,0.0,7.0,38.0,7.0,3,16,8,0,-11,-56,-37,-61,83,62,-20,30,6,29,-59,-65,7,63,100,124,-21,-78,-4,-3,9,122,-60.0,-46.0,0.0,0.0,5.6,0.0,0.0,0.5,1.0,0.5,0.0,0.0,14,0,2,0,8,0,1,14,4,2,2,16,10,10,15,7,12,11,7,3,3,4,4,6,0,2,0,2
1214,2006-12-08,0.0,7.0,37.0,1.0,4,8,-2,46,0,-46,-35,-28,-9,-15,-21,53,62,-4,-5,-60,14,66,106,163,98,78,123,47,20,659,122.0,62.0,0.0,0.0,5.6,0.0,0.0,0.0,0.5,1.0,0.5,0.0,29,17,14,19,2,24,21,2,14,5,9,0,0,16,4,11,5,1,0,6,0,3,2,4,1,1,1,2
1215,2006-12-09,0.0,6.0,38.0,1.0,5,15,7,38,1,-32,-22,-10,-76,25,70,11,11,-74,25,-12,-32,2,19,14,27,13,22,30,12,84,659.0,781.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,1.0,0.5,1,27,24,20,15,14,13,7,0,1,0,11,9,2,13,3,9,4,9,1,5,0,5,3,3,3,1,0
1216,2006-12-10,0.0,6.0,37.0,5.0,6,9,12,-4,-5,-23,-34,2,-34,-26,3,-148,-202,-152,-245,-138,-60,43,40,116,6,8,24,21,24,-763,84.0,743.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,1.0,12,18,25,8,13,4,2,9,9,4,5,10,5,4,3,6,1,2,11,9,9,5,1,1,2,0,2,0
1217,2006-12-11,3.3,9.0,38.0,14.0,0,8,3,-1,-9,-38,-47,-43,64,40,66,47,32,-23,-61,-6,4,-26,-25,104,20,-80,-42,4,18,9,-763.0,-679.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.5,3,26,6,23,1,9,0,13,3,16,14,12,15,7,1,2,8,10,2,8,6,2,3,5,5,4,3,1
1218,2006-12-12,0.0,9.0,30.0,18.0,1,-1,13,32,13,-53,-50,-68,70,88,46,70,46,-21,-93,-28,-24,-59,18,89,-5,-18,-20,-1,16,60,9.0,-754.0,3.3,3.3,3.3,0.5,1.0,0.5,0.0,0.0,0.0,0.0,27,28,23,6,3,13,9,8,5,8,1,1,6,5,6,14,10,0,1,0,2,8,7,2,4,4,3,1
1219,2006-12-13,0.0,9.0,32.0,20.0,2,19,1,34,6,-41,-51,-81,26,64,41,20,78,-59,-45,-38,-36,43,7,125,-24,-62,24,-15,25,61,60.0,69.0,0.0,3.3,3.3,0.0,0.5,1.0,0.5,0.0,0.0,0.0,2,19,19,17,7,19,22,11,12,19,10,5,12,1,0,9,6,12,4,5,8,1,0,0,0,2,0,1
1220,2006-12-14,1.0,9.0,40.0,25.0,3,13,1,29,12,-42,-40,-62,51,65,51,16,43,-13,-60,-41,-61,-84,45,83,-4,-39,-29,-7,35,-38,61.0,121.0,0.0,0.0,3.3,0.0,0.0,0.5,1.0,0.5,0.0,0.0,14,3,18,9,25,16,20,19,8,2,2,16,2,10,7,7,12,11,7,3,3,4,4,6,0,2,0,2
1221,2006-12-15,0.0,7.0,40.0,23.0,4,7,9,11,2,-44,-44,-40,17,54,-34,-30,7,-14,-93,-60,-9,91,111,138,98,64,-41,-52,61,209,-38.0,23.0,1.0,1.0,4.3,0.0,0.0,0.0,0.5,1.0,0.5,0.0,29,17,13,19,2,24,5,18,7,9,18,18,7,16,4,4,5,1,0,6,0,3,2,4,1,1,1,2
1222,2006-12-16,0.0,7.0,44.0,24.0,5,10,10,24,7,-19,-48,-13,-102,-43,21,21,75,46,-13,17,31,44,128,132,35,19,-15,-9,1,359,209.0,171.0,0.0,1.0,4.3,0.0,0.0,0.0,0.0,0.5,1.0,0.5,1,27,24,20,15,14,13,7,0,1,0,11,9,2,13,3,9,4,9,1,5,0,5,3,3,3,1,0
1223,2006-12-17,2.9,9.0,24.0,15.0,6,9,4,24,4,-29,-38,-28,-37,-22,20,-79,-96,-57,-81,-53,16,27,60,111,46,8,-1,7,25,-160,359.0,568.0,0.0,0.0,4.3,0.5,0.0,0.0,0.0,0.0,0.5,1.0,12,10,25,1,13,22,2,22,2,18,5,10,5,13,3,6,1,2,11,9,9,5,1,1,2,0,2,0
1224,2006-12-18,3.6,12.0,25.0,11.0,0,7,0,4,-3,-64,-53,-29,105,147,36,15,25,-4,-24,35,-20,-78,33,100,13,-34,-26,13,29,227,-160.0,199.0,2.9,2.9,7.2,1.0,0.5,0.0,0.0,0.0,0.0,0.5,26,13,16,5,18,9,11,21,21,3,6,6,15,7,1,2,8,10,2,8,6,2,3,5,5,4,3,1
1225,2006-12-19,0.0,11.0,24.0,6.0,1,12,11,3,4,-55,-66,-47,36,98,52,10,37,-36,8,-19,-52,-12,-6,93,-8,-49,-55,-1,20,-22,227.0,67.0,3.6,6.5,7.5,0.5,1.0,0.5,0.0,0.0,0.0,0.0,27,28,23,6,3,13,9,8,5,8,1,1,6,5,6,14,10,0,1,0,2,8,7,2,4,4,3,1
1226,2006-12-20,0.0,11.0,19.0,11.0,2,-8,1,15,13,-49,-51,-10,22,51,34,-4,50,-5,-60,-16,-29,-62,-21,108,-2,-21,-14,-21,-8,-87,-22.0,205.0,0.0,3.6,7.5,0.0,0.5,1.0,0.5,0.0,0.0,0.0,11,9,19,17,7,18,22,5,12,19,10,5,12,1,0,9,6,12,4,5,8,1,0,0,0,2,0,1
1227,2006-12-21,9.1,19.0,17.0,13.0,3,9,-1,3,-14,-51,-50,-1,113,113,22,-21,-30,-2,-112,-43,-21,7,-8,66,-17,-44,-26,-42,-22,-172,-87.0,-109.0,0.0,0.0,7.5,0.0,0.0,0.5,1.0,0.5,0.0,0.0,8,21,10,7,24,23,15,1,8,15,2,3,2,15,7,7,12,11,7,3,3,4,4,6,0,2,0,2
1228,2006-12-22,0.0,18.0,28.0,-13.0,4,1,-1,38,7,-58,-42,-64,-50,-51,-59,-93,62,14,-52,-11,-52,-19,53,26,6,51,42,46,25,-181,-172.0,-259.0,9.1,9.1,15.6,0.0,0.0,0.0,0.5,1.0,0.5,0.0,5,7,4,14,22,2,8,15,18,13,17,7,14,3,8,1,11,9,0,6,4,3,2,4,1,1,1,2
1229,2006-12-23,0.4,16.0,18.0,-7.0,5,12,17,26,-5,-33,-38,-18,-60,25,8,-9,20,-19,65,97,-24,59,80,81,64,29,8,-12,-5,368,-181.0,-353.0,0.0,9.1,15.6,0.0,0.0,0.0,0.0,0.5,1.0,0.5,21,24,9,15,9,7,18,6,15,10,16,15,3,14,2,13,3,8,6,10,5,0,5,3,3,3,1,0
1230,2006-12-24,3.9,18.0,29.0,8.0,6,-3,4,21,-9,-5,-18,-23,-21,-16,1,11,-15,-29,-47,11,65,17,30,14,37,38,1,52,-14,102,368.0,187.0,0.4,0.4,16.0,0.5,0.0,0.0,0.0,0.0,0.5,1.0,4,6,8,16,23,12,6,3,6,11,3,2,5,8,10,6,1,2,11,9,9,5,1,1,2,0,2,0
1231,2006-12-25,0.0,17.0,26.0,-7.0,0,2,-5,1,-5,-8,-6,-15,-15,4,-32,-19,-41,-62,-10,3,18,30,13,89,48,62,45,31,20,148,102.0,470.0,3.9,4.3,17.0,1.0,0.5,0.0,0.0,0.0,0.0,0.5,28,15,20,11,12,1,14,12,10,14,15,13,1,0,14,5,2,10,2,8,6,2,3,5,5,4,3,1
1232,2006-12-26,0.0,15.0,22.0,-2.0,1,9,11,5,2,-45,-40,6,-32,36,-51,-39,15,9,31,33,71,191,203,174,78,51,10,19,11,758,148.0,250.0,0.0,3.9,13.4,0.5,1.0,0.5,0.0,0.0,0.0,0.0,27,28,23,6,3,13,9,8,5,8,1,1,6,5,6,14,10,0,1,0,2,8,7,2,4,4,3,1
1233,2006-12-27,0.0,15.0,35.0,15.0,2,30,7,35,3,-50,-41,-11,2,53,21,-25,87,18,10,76,59,2,127,76,40,-23,-1,25,-5,515,758.0,906.0,0.0,0.0,13.4,0.0,0.5,1.0,0.5,0.0,0.0,0.0,2,19,19,17,7,19,22,11,12,19,10,5,12,12,5,8,7,3,10,5,8,1,0,0,0,2,0,1
1234,2006-12-28,0.0,14.0,34.0,17.0,3,18,16,32,12,-33,-43,-2,-25,-4,20,43,-11,4,-13,-45,-9,-24,32,137,35,15,-9,11,-14,143,515.0,1273.0,0.0,0.0,13.4,0.0,0.0,0.5,1.0,0.5,0.0,0.0,8,21,10,7,24,23,15,1,4,2,4,16,10,10,15,12,0,5,7,3,3,4,4,6,0,2,0,2
1235,2006-12-29,0.0,13.0,36.0,18.0,4,-7,0,39,-2,-51,-14,6,-13,46,21,23,9,19,-61,-22,79,-42,46,52,4,-24,-25,4,-15,72,143.0,658.0,0.0,0.0,4.3,0.0,0.0,0.0,0.5,1.0,0.5,0.0,29,17,13,10,2,24,5,18,7,9,18,18,7,16,4,4,5,1,0,6,0,3,2,4,1,1,1,2
1236,2006-12-30,0.0,12.0,31.0,6.0,5,-5,0,6,1,-26,-47,-11,-35,-34,-66,-89,-112,-51,-39,-58,5,32,130,47,-19,-3,34,2,10,-328,72.0,215.0,0.0,0.0,4.3,0.0,0.0,0.0,0.0,0.5,1.0,0.5,10,5,0,18,15,14,13,7,0,1,0,11,9,2,13,3,9,4,9,1,5,0,5,3,3,3,1,0
1237,2006-12-31,0.0,12.0,26.0,0.0,6,7,26,5,-1,-26,-50,-4,-39,-70,-83,-130,-80,-40,-51,58,11,-52,131,62,35,-29,20,24,13,-263,-328.0,-256.0,0.0,0.0,3.9,0.5,0.0,0.0,0.0,0.0,0.5,1.0,12,10,25,1,13,22,2,22,2,18,5,10,5,13,3,6,1,2,11,9,9,5,1,1,2,0,2,0
1238,2007-01-01,0.0,12.0,26.0,0.0,0,-23,-6,-25,-1,-24,-50,-24,-68,-83,-191,-222,-217,-145,-107,-26,-43,9,118,89,48,24,12,10,-6,-951,-263.0,-591.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.5,16,1,15,22,16,20,16,0,19,7,12,12,5,11,9,6,1,2,11,9,9,5,1,1,2,0,2,0
1239,2007-01-02,0.0,12.0,29.0,-6.0,1,6,6,1,-17,-61,-81,-18,88,18,-79,-84,8,-12,-60,-3,-20,29,-25,97,22,11,2,-11,11,-172,-951.0,-1214.0,0.0,0.0,0.0,0.5,1.0,0.5,0.0,0.0,0.0,0.0,27,28,23,6,3,13,9,8,5,8,1,1,6,5,6,14,10,0,1,0,2,8,7,2,4,4,3,1
1240,2007-01-03,0.0,12.0,28.0,2.0,2,5,4,31,7,-62,-64,-39,87,11,7,-15,42,-8,-32,-21,-56,67,-4,129,22,-45,-40,-25,-8,-7,-172.0,-1123.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.0,0.0,0.0,2,19,19,17,7,19,22,11,12,19,10,5,12,1,0,9,6,12,4,5,8,1,0,0,0,2,0,1
1241,2007-01-04,0.0,12.0,35.0,10.0,3,7,-4,28,8,-43,-36,-18,127,60,15,17,36,-53,7,37,66,-15,40,151,99,39,15,13,25,621,-7.0,-179.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.0,0.0,15,0,2,0,8,0,1,14,4,2,2,16,10,10,15,7,12,11,7,3,3,4,4,6,0,2,0,2
1242,2007-01-05,5.1,17.0,37.0,18.0,4,-1,1,31,-15,-61,-46,-30,127,100,20,-42,-15,-77,-52,-99,-41,-60,-21,86,64,28,39,26,-10,-48,621.0,614.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.0,22,16,13,10,6,11,5,18,7,9,18,18,7,16,4,4,5,1,0,6,0,3,2,4,1,1,1,2
1243,2007-01-06,0.0,17.0,21.0,-8.0,5,-2,-5,28,3,-33,-45,-38,-87,47,-12,-64,-33,-34,-75,-20,-51,30,50,73,0,23,-12,6,-13,-264,-48.0,573.0,5.1,5.1,5.1,0.0,0.0,0.0,0.0,0.5,1.0,0.5,23,2,22,18,19,6,4,20,16,1,8,4,9,2,13,3,9,4,9,1,5,0,5,3,3,3,1,0
1244,2007-01-07,3.2,18.0,17.0,-1.0,6,7,10,16,2,-38,-56,-46,-15,-14,-47,-137,-142,-95,-97,-28,-34,-57,55,-12,-9,40,-7,-26,20,-710,-264.0,-312.0,0.0,5.1,5.1,0.5,0.0,0.0,0.0,0.0,0.5,1.0,7,18,8,8,11,22,2,22,2,18,5,10,5,13,3,6,1,2,11,9,9,5,1,1,2,0,2,0
1245,2007-01-08,0.0,18.0,24.0,8.0,0,0,-6,-7,-11,-55,-70,-22,80,25,37,-9,-5,-8,-49,-7,-5,-25,0,48,25,-36,-3,-4,-5,-112,-710.0,-974.0,3.2,3.2,8.3,1.0,0.5,0.0,0.0,0.0,0.0,0.5,26,26,16,5,1,1,0,13,3,16,14,12,1,0,14,2,2,10,2,8,6,2,3,5,5,4,3,1
1246,2007-01-09,0.0,18.0,36.0,-1.0,1,7,6,2,-8,-64,-78,-99,44,-1,-80,-129,-32,19,-47,-75,-38,-65,7,122,-2,-26,-18,19,48,-488,-112.0,-822.0,0.0,3.2,8.3,0.5,1.0,0.5,0.0,0.0,0.0,0.0,27,28,23,6,3,13,9,8,5,8,1,1,6,5,6,14,10,0,1,0,2,8,7,2,4,4,3,1
1247,2007-01-10,0.0,17.0,33.0,-4.0,2,9,12,-5,12,-59,-62,-39,52,26,8,12,41,-88,-34,-89,-39,11,72,86,-13,-22,-26,-6,17,-124,-488.0,-600.0,0.0,0.0,8.3,0.0,0.5,1.0,0.5,0.0,0.0,0.0,11,9,19,17,7,19,22,11,12,19,10,5,12,1,0,9,6,12,4,5,8,1,0,0,0,2,0,1
1248,2007-01-11,0.0,17.0,33.0,5.0,3,9,11,3,7,-51,-48,-8,61,77,24,-24,32,-56,-17,-35,51,51,24,39,6,-16,10,7,13,170,-124.0,-612.0,0.0,0.0,8.3,0.0,0.0,0.5,1.0,0.5,0.0,0.0,8,21,10,7,24,23,15,1,4,2,2,16,10,10,15,7,12,11,7,3,3,4,4,6,0,2,0,2
1249,2007-01-12,0.0,19.0,40.0,5.0,4,20,11,18,-1,-50,-20,-2,17,121,44,-40,8,-21,-49,-50,6,16,89,111,65,-12,17,37,48,383,170.0,46.0,0.0,0.0,8.3,0.0,0.0,0.0,0.5,1.0,0.5,0.0,5,7,4,19,22,10,8,18,7,9,18,18,7,16,4,4,5,1,0,6,0,3,2,4,1,1,1,2
1250,2007-01-13,0.0,21.0,12.0,-2.0,5,30,4,34,8,-20,-44,-12,-45,36,24,-34,31,5,-31,42,11,-28,56,91,41,-3,36,-3,-25,204,383.0,553.0,0.0,0.0,3.2,0.0,0.0,0.0,0.0,0.5,1.0,0.5,23,2,22,3,19,6,4,20,16,1,8,4,9,2,13,3,9,4,9,1,5,0,5,3,3,3,1,0
1251,2007-01-14,0.0,20.0,13.0,-7.0,6,2,1,18,4,-15,-25,-30,-11,-20,-13,-79,-65,-97,-133,-104,-53,-4,71,33,34,-23,-2,-4,1,-514,204.0,587.0,0.0,0.0,3.2,0.5,0.0,0.0,0.0,0.0,0.5,1.0,7,18,8,8,11,22,2,22,2,18,5,10,5,13,3,6,1,2,11,9,9,5,1,1,2,0,2,0
1252,2007-01-15,0.0,19.0,1.0,-26.0,0,-1,10,21,-5,-44,-77,14,64,53,-37,-136,-87,-22,-75,-62,-72,-105,-72,34,10,0,-2,16,12,-563,-514.0,-310.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.5,3,13,15,5,18,9,11,21,21,3,6,12,15,7,9,2,8,10,2,8,6,2,3,5,5,4,3,1
1253,2007-01-16,0.0,19.0,4.0,-23.0,1,6,16,21,10,-44,-58,-6,141,119,11,-10,24,24,-17,18,-149,-90,-51,12,11,-54,-32,9,1,-88,-563.0,-1077.0,0.0,0.0,0.0,0.5,1.0,0.5,0.0,0.0,0.0,0.0,9,11,1,25,14,8,3,8,20,0,11,1,16,5,6,14,10,0,1,0,2,8,7,2,4,4,3,1
1254,2007-01-17,0.0,18.0,15.0,-18.0,2,5,4,17,15,-40,-59,11,95,18,43,7,83,-27,-104,-76,-49,-24,-10,83,-55,-65,-19,8,-11,-150,-88.0,-651.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.0,0.0,0.0,11,9,5,13,20,5,7,16,1,12,13,8,13,1,0,9,6,12,4,5,8,1,0,0,0,2,0,1
1255,2007-01-18,0.0,18.0,18.0,-10.0,3,4,10,28,4,-47,-38,27,96,0,-1,36,3,-72,-65,-35,-40,-56,0,71,13,-30,-10,0,30,-72,-150.0,-238.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.0,0.0,25,3,18,9,25,16,15,1,8,15,2,3,2,15,7,7,12,11,7,3,3,4,4,6,0,2,0,2
1256,2007-01-19,0.0,18.0,21.0,-18.0,4,2,11,5,12,-50,-38,-22,78,56,12,-27,28,32,-115,-73,-7,-61,130,196,95,66,50,28,18,426,-72.0,-222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.0,29,17,13,19,2,24,5,2,14,9,9,0,7,16,4,4,5,1,0,6,0,3,2,4,1,1,1,2
