,DATE,SNOW,SNWD,TMAX,TMIN,WEEKDAY,HOUR0,HOUR1,HOUR2,HOUR3,HOUR4,HOUR5,HOUR6,HOUR7,HOUR8,HOUR9,HOUR10,HOUR11,HOUR12,HOUR13,HOUR14,HOUR15,HOUR16,HOUR17,HOUR18,HOUR19,HOUR20,HOUR21,HOUR22,HOUR23,Flux,PrevFlux24,PrevFlux48,SNOW24,SNOW48,SNOW7,MON,TUE,WED,THU,FRI,SAT,SUN,KMEANS30,KMEANS29,KMEANS28,KMEANS27,KMEANS26,KMEANS25,KMEANS24,KMEANS23,KMEANS22,KMEANS21,KMEANS20,KMEANS19,KMEANS18,KMEANS17,KMEANS16,KMEANS15,KMEANS14,KMEANS13,KMEANS12,KMEANS11,KMEANS10,KMEANS9,KMEANS8,KMEANS7,KMEANS6,KMEANS5,KMEANS4,KMEANS3
5090,2018-12-11,0.0,12.0,28.0,-6.0,1,-2,-9,-19,-23,-47,-61,-109,225,70,51,67,61,-25,-16,17,-60,9,-114,-66,-80,-8,-2,2,8,-131,-171.0,-944.0,0.0,2.1,15.8,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0,4,21,4,10,21,23,4,11,17,19,9,8,9,12,0,4,6,8,4,7,6,7,2,4,4,3,1
5091,2018-12-12,0.0,11.0,41.0,2.0,2,13,7,-12,-20,-54,-41,-158,276,111,31,19,61,4,-34,25,-34,36,-30,26,-60,-31,-28,10,13,130,-131.0,-302.0,0.0,0.0,12.6,0.0,0.5,1.0,0.5,0.0,0.0,0.0,11,9,7,2,5,18,12,5,17,6,7,14,4,12,5,8,7,3,10,5,8,1,0,0,0,2,0,1
5092,2018-12-13,4.1,15.0,25.0,3.0,3,11,-5,-22,-15,-63,-42,-79,211,184,57,38,48,-55,-34,-17,-51,-31,-20,20,-25,-55,-28,28,14,69,130.0,-1.0,0.0,0.0,9.6,0.0,0.0,0.5,1.0,0.5,0.0,0.0,8,21,10,7,24,23,15,1,8,15,4,3,2,15,7,12,0,5,7,3,3,4,4,6,0,2,0,2
5093,2018-12-14,0.0,13.0,29.0,-5.0,4,5,4,-20,-11,-66,-46,-116,184,70,19,12,81,44,17,36,44,51,30,81,74,52,42,18,30,635,69.0,199.0,4.1,4.1,10.6,0.0,0.0,0.0,0.5,1.0,0.5,0.0,5,7,4,24,22,10,8,15,18,13,17,7,14,3,8,1,11,9,0,6,0,3,2,4,1,1,1,2
5094,2018-12-15,0.0,12.0,31.0,-5.0,5,16,3,-7,-10,-36,-28,-45,-37,28,54,1,69,13,19,30,-16,68,179,81,-20,-36,-35,-45,2,248,635.0,704.0,0.0,4.1,7.7,0.0,0.0,0.0,0.0,0.5,1.0,0.5,23,2,22,3,19,6,4,20,16,1,8,4,9,2,13,3,9,4,9,1,5,0,5,3,3,3,1,0
5095,2018-12-16,0.0,11.0,37.0,3.0,6,4,3,-12,-8,-33,-38,-34,-10,-30,-73,-61,-83,-90,46,-28,-5,32,35,52,14,18,30,12,21,-238,248.0,883.0,0.0,0.0,6.2,0.5,0.0,0.0,0.0,0.0,0.5,1.0,12,10,8,1,11,22,2,22,2,18,5,10,5,13,3,6,1,2,11,9,9,5,1,1,2,0,2,0
5096,2018-12-17,0.0,11.0,41.0,4.0,0,0,-11,-4,-26,-42,-77,-104,209,98,34,11,-64,-4,-5,38,-23,43,-36,-10,-39,-53,-3,9,13,-46,-238.0,10.0,0.0,0.0,4.1,1.0,0.5,0.0,0.0,0.0,0.0,0.5,3,13,6,21,18,9,11,21,21,3,6,6,15,7,1,2,8,10,2,8,6,2,3,5,5,4,3,1
5097,2018-12-18,0.0,10.0,33.0,2.0,1,3,4,-5,-32,-39,-66,-125,202,45,25,24,51,-42,8,19,-15,33,-24,21,-59,-5,9,-15,3,20,-46.0,-284.0,0.0,0.0,4.1,0.5,1.0,0.5,0.0,0.0,0.0,0.0,27,28,23,6,3,13,9,8,5,8,1,1,6,5,6,14,10,0,1,0,2,8,7,2,4,4,3,1
5098,2018-12-19,2.6,13.0,39.0,23.0,2,1,11,-7,-34,-46,-51,-134,185,144,-37,17,18,17,10,58,-7,16,-145,28,3,-20,10,8,17,62,20.0,-26.0,0.0,0.0,4.1,0.0,0.5,1.0,0.5,0.0,0.0,0.0,20,20,5,13,20,5,7,16,1,12,13,8,13,1,0,9,6,12,4,5,8,1,0,0,0,2,0,1
5099,2018-12-20,0.5,13.0,34.0,12.0,3,11,4,-11,-19,-54,-25,-127,195,106,49,51,57,39,12,39,58,55,-18,13,-11,-39,-1,54,12,450,62.0,82.0,2.6,2.6,6.7,0.0,0.0,0.5,1.0,0.5,0.0,0.0,8,21,10,7,24,23,15,1,4,2,2,16,10,10,15,7,12,11,7,3,3,4,4,6,0,2,0,2
5100,2018-12-21,0.0,12.0,37.0,5.0,4,7,-1,-1,-16,-37,-29,-151,144,75,-32,-26,10,50,11,77,-28,25,63,130,43,86,60,63,17,540,450.0,512.0,0.5,3.1,3.1,0.0,0.0,0.0,0.5,1.0,0.5,0.0,6,25,14,24,17,24,21,2,14,5,9,0,0,16,4,11,5,1,0,6,0,3,2,4,1,1,1,2
5101,2018-12-22,3.7,16.0,30.0,6.0,5,11,24,5,13,-37,-13,-31,-12,95,31,33,31,10,88,64,122,140,150,53,1,-2,-43,32,11,776,540.0,990.0,0.0,0.5,3.1,0.0,0.0,0.0,0.0,0.5,1.0,0.5,23,2,22,3,19,6,4,20,16,1,8,4,9,2,13,3,9,4,9,1,5,0,5,3,3,3,1,0
5102,2018-12-23,0.0,0.0,27.0,-6.0,6,7,0,-6,-6,-44,2,-25,32,64,3,-83,-63,-27,1,82,84,3,59,4,-9,16,-18,-34,3,45,776.0,1316.0,3.7,3.7,6.8,0.5,0.0,0.0,0.0,0.0,0.5,1.0,12,10,8,1,13,22,2,22,2,18,5,10,5,13,3,6,1,2,11,9,9,5,1,1,2,0,2,0
5103,2018-12-24,0.0,0.0,29.0,-7.0,0,12,9,-1,-26,-49,-20,-29,71,108,-26,-99,-25,-83,-74,-55,-26,-92,-64,48,26,8,32,-17,26,-346,45.0,821.0,0.0,3.7,6.8,1.0,0.5,0.0,0.0,0.0,0.0,0.5,3,13,16,5,18,9,11,21,21,3,6,6,15,7,1,2,8,10,2,8,6,2,3,5,5,4,3,1
5104,2018-12-25,0.0,0.0,29.0,6.0,1,11,-8,-8,-8,-24,1,-1,21,8,-77,-63,-92,-62,-67,18,-6,-17,-13,25,63,16,21,43,13,-206,-346.0,-301.0,0.0,0.0,6.8,0.5,1.0,0.5,0.0,0.0,0.0,0.0,27,28,23,6,3,13,9,8,5,8,1,1,6,5,6,14,10,0,1,0,2,8,7,2,4,4,3,1
5105,2018-12-26,0.0,0.0,37.0,10.0,2,11,4,-3,-23,-52,-51,-78,69,43,-60,-82,-13,121,39,102,100,108,58,142,29,34,52,8,36,594,-206.0,-552.0,0.0,0.0,6.8,0.0,0.5,1.0,0.5,0.0,0.0,0.0,2,19,19,17,7,19,22,11,12,19,10,5,12,1,0,9,6,12,4,5,8,1,0,0,0,2,0,1
5106,2018-12-27,0.0,0.0,29.0,14.0,3,11,2,1,-19,-37,-47,-41,101,138,-33,-22,81,29,-3,17,86,95,8,78,39,-22,13,9,22,506,594.0,388.0,0.0,0.0,4.2,0.0,0.0,0.5,1.0,0.5,0.0,0.0,15,0,2,0,8,0,1,14,4,2,2,16,10,10,15,7,12,11,7,3,3,4,4,6,0,2,0,2
5107,2018-12-28,6.5,19.0,25.0,-2.0,4,12,1,-2,-5,-46,-39,-67,98,95,-4,-76,44,47,94,132,187,71,-7,69,54,29,28,24,14,753,506.0,1100.0,0.0,0.0,3.7,0.0,0.0,0.0,0.5,1.0,0.5,0.0,6,25,14,24,17,17,21,2,14,5,9,0,0,3,4,11,5,1,0,6,0,3,2,4,1,1,1,2
5108,2018-12-29,0.0,18.0,15.0,-4.0,5,5,11,1,-20,-29,-38,-56,-15,22,-62,-172,-39,12,118,74,76,134,80,87,61,12,-22,27,15,282,753.0,1259.0,6.5,6.5,10.2,0.0,0.0,0.0,0.0,0.5,1.0,0.5,23,2,22,3,9,6,4,20,16,10,8,4,3,14,2,13,3,8,6,10,5,0,5,3,3,3,1,0
5109,2018-12-30,0.0,18.0,19.0,-4.0,6,31,7,-5,-19,-28,-47,-55,-73,-30,-106,-163,-129,-43,39,83,60,74,63,43,1,21,-15,-2,-18,-311,282.0,1035.0,0.0,6.5,6.5,0.5,0.0,0.0,0.0,0.0,0.5,1.0,7,10,8,1,11,22,2,22,2,18,5,10,5,13,3,6,1,2,11,9,9,5,1,1,2,0,2,0
5110,2018-12-31,3.0,21.0,25.0,13.0,0,19,6,7,-23,-54,-36,-75,109,87,-4,-8,-88,-18,14,-88,43,36,74,-20,3,5,20,-4,0,5,-311.0,-29.0,0.0,0.0,6.5,1.0,0.5,0.0,0.0,0.0,0.0,0.5,24,26,27,5,1,9,0,13,3,16,14,12,15,7,1,2,8,10,2,8,6,2,3,5,5,4,3,1
5111,2019-01-01,0.5,19.0,16.0,-10.0,1,-7,-7,-13,-17,-35,-39,-91,-43,-66,-224,-209,-219,-117,10,-18,83,42,76,36,5,-33,-6,6,-17,-903,5.0,-306.0,3.0,3.0,9.5,0.5,1.0,0.5,0.0,0.0,0.0,0.0,16,28,23,22,3,20,16,0,19,7,12,1,6,11,9,14,10,0,1,0,2,8,7,2,4,4,3,1
5112,2019-01-03,0.0,19.0,15.0,-22.0,3,-3,-2,-13,-21,-55,-61,-68,93,102,22,7,71,4,34,1,-17,-37,-98,38,4,-36,-31,-3,2,-67,-903.0,-898.0,0.5,3.5,10.0,0.0,0.0,0.5,1.0,0.5,0.0,0.0,8,21,10,7,24,23,15,1,13,20,4,17,17,15,11,12,0,5,7,3,3,4,4,6,0,2,0,2
5113,2019-01-04,0.0,18.0,25.0,-13.0,4,4,5,-13,-14,-49,-62,-126,88,107,-11,-64,-6,18,66,-24,78,15,-2,76,43,57,57,-6,18,255,-67.0,-970.0,0.0,0.5,10.0,0.0,0.0,0.0,0.5,1.0,0.5,0.0,5,7,4,24,22,10,8,2,14,13,9,0,0,3,8,1,5,9,0,6,0,3,2,4,1,1,1,2
5114,2019-01-05,0.0,17.0,37.0,-3.0,5,19,-2,-18,-14,-44,-53,-117,-44,18,-56,-122,-107,91,78,170,112,156,199,85,-27,3,-13,-19,12,307,255.0,188.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,23,2,22,3,19,6,4,20,16,1,8,4,9,2,13,3,9,4,9,1,5,0,5,3,3,3,1,0
5115,2019-01-06,0.0,17.0,32.0,-1.0,6,-8,3,-15,-17,-47,-22,-77,-24,-61,-122,-128,-44,-93,9,-61,-90,-25,-22,-7,42,41,-13,10,-1,-772,307.0,562.0,0.0,0.0,3.5,0.5,0.0,0.0,0.0,0.0,0.5,1.0,7,18,8,8,11,22,2,22,2,18,5,10,5,13,3,6,1,2,11,9,9,5,1,1,2,0,2,0
5116,2019-01-07,2.1,19.0,35.0,18.0,0,0,0,-14,-23,-69,-53,-144,158,139,0,38,33,11,-43,-111,-30,-93,-115,43,-11,-19,2,-17,-11,-329,-772.0,-465.0,0.0,0.0,3.5,1.0,0.5,0.0,0.0,0.0,0.0,0.5,3,13,6,21,18,9,11,21,21,3,6,6,15,7,1,2,8,10,2,8,6,2,3,5,5,4,3,1
5117,2019-01-08,3.6,21.0,35.0,17.0,1,-11,9,-8,-30,-46,-46,-119,248,146,58,36,-37,-52,32,-3,-28,-32,-46,-59,-85,-57,-15,-33,22,-156,-329.0,-1101.0,2.1,2.1,5.6,0.5,1.0,0.5,0.0,0.0,0.0,0.0,9,4,21,25,14,8,3,4,20,0,11,9,16,9,12,0,4,0,1,0,2,8,7,2,4,4,3,1
5118,2019-01-09,0.0,19.0,39.0,9.0,2,10,1,-16,-22,-67,-33,-79,173,97,-42,26,100,-12,-15,13,-17,-39,-34,-21,-43,-36,-50,-15,0,-121,-156.0,-485.0,3.6,5.7,6.2,0.0,0.5,1.0,0.5,0.0,0.0,0.0,11,9,5,2,5,18,7,5,1,12,13,8,13,12,5,8,7,3,10,5,8,1,0,0,0,2,0,1
5119,2019-01-10,0.0,19.0,37.0,5.0,3,11,-3,-14,-18,-61,-96,-127,79,-62,-150,-168,-147,-77,19,56,-7,-3,-103,76,-3,26,-2,34,13,-727,-121.0,-277.0,0.0,3.6,5.7,0.0,0.0,0.5,1.0,0.5,0.0,0.0,15,0,2,0,8,0,1,14,4,2,2,16,10,10,15,7,12,11,7,3,3,4,4,6,0,2,0,2
5120,2019-01-11,0.0,19.0,32.0,4.0,4,19,12,-14,-7,-68,-61,-93,124,28,44,3,27,53,73,76,65,69,-8,159,86,88,94,56,52,877,-727.0,-848.0,0.0,0.0,5.7,0.0,0.0,0.0,0.5,1.0,0.5,0.0,6,25,14,24,17,17,21,2,14,5,9,0,0,3,4,11,5,1,0,6,0,3,2,4,1,1,1,2
5121,2019-01-12,0.7,20.0,29.0,19.0,5,18,5,-1,-11,-42,-60,-68,-18,25,-1,-68,-14,-20,9,105,81,-5,95,53,-8,5,15,-13,-1,81,877.0,150.0,0.0,0.0,5.7,0.0,0.0,0.0,0.0,0.5,1.0,0.5,23,2,22,3,19,6,4,20,16,1,8,4,9,2,13,3,9,4,9,1,5,0,5,3,3,3,1,0
5122,2019-01-13,0.0,19.0,26.0,4.0,6,13,-4,-4,-13,-54,-31,-31,2,-38,-162,-162,-237,-171,-158,-98,-66,-24,16,-2,3,1,-17,17,30,-1190,81.0,958.0,0.7,0.7,6.4,0.5,0.0,0.0,0.0,0.0,0.5,1.0,17,23,3,26,4,4,19,9,9,4,3,2,11,4,10,10,13,7,3,7,1,5,1,1,2,0,2,0
5123,2019-01-14,0.0,19.0,20.0,-14.0,0,6,-4,-1,-27,-61,-78,-94,206,159,-49,-20,30,-44,-18,-16,-21,-59,39,-52,-37,-34,13,5,0,-157,-1190.0,-1109.0,0.0,0.7,6.4,1.0,0.5,0.0,0.0,0.0,0.0,0.5,26,13,16,5,18,9,11,21,21,3,6,6,15,7,1,2,8,10,2,8,6,2,3,5,5,4,3,1
5124,2019-01-15,0.0,19.0,23.0,-15.0,1,2,-1,7,-11,-64,-59,-118,246,64,-8,48,40,-4,-16,-3,-54,-65,-55,-28,-70,-27,-1,-9,16,-170,-157.0,-1347.0,0.0,0.0,4.3,0.5,1.0,0.5,0.0,0.0,0.0,0.0,9,4,21,25,14,8,3,8,20,0,11,1,16,5,6,14,10,0,1,0,2,8,7,2,4,4,3,1
5125,2019-01-16,7.0,24.0,31.0,-1.0,2,16,2,-3,-19,-59,-74,-104,191,111,-18,-13,52,-12,3,-6,-22,-28,-48,41,-13,3,6,5,16,27,-170.0,-327.0,0.0,0.0,0.7,0.0,0.5,1.0,0.5,0.0,0.0,0.0,11,9,5,13,20,18,7,16,1,12,13,8,13,1,0,9,6,12,4,5,8,1,0,0,0,2,0,1
5126,2019-01-17,12.0,33.0,33.0,21.0,3,4,6,-23,-21,-50,-56,-55,225,130,56,1,31,43,28,46,68,-146,5,62,26,62,-30,40,93,545,27.0,-143.0,7.0,7.0,7.7,0.0,0.0,0.5,1.0,0.5,0.0,0.0,8,21,10,7,24,23,15,1,13,20,4,17,17,6,11,12,0,5,5,3,3,4,4,6,0,2,0,2
5127,2019-01-18,4.0,34.0,32.0,17.0,4,14,19,-15,-7,-46,-40,-43,226,220,82,24,54,28,-43,14,4,-32,46,106,150,121,127,128,138,1275,545.0,572.0,12.0,19.0,19.7,0.0,0.0,0.0,0.5,1.0,0.5,0.0,18,8,12,14,0,2,17,15,18,13,17,7,14,3,8,1,11,9,5,2,4,7,2,4,1,1,1,2
5128,2019-01-19,0.0,32.0,29.0,19.0,5,53,42,6,-15,-35,-17,-56,26,108,91,20,42,8,11,73,14,85,113,17,3,-32,-16,-25,-1,515,1275.0,1820.0,4.0,16.0,23.7,0.0,0.0,0.0,0.0,0.5,1.0,0.5,21,24,9,15,9,7,18,6,15,10,16,15,3,14,2,13,3,8,6,10,4,0,5,3,3,3,1,0
5129,2019-01-20,0.0,30.0,27.0,11.0,6,26,6,-6,-23,-35,-19,-66,27,-17,-51,-165,-148,-127,-27,-10,-14,-63,25,-48,11,-20,0,-8,26,-726,515.0,1790.0,0.0,4.0,23.0,0.5,0.0,0.0,0.0,0.0,0.5,1.0,4,6,17,16,23,12,6,3,6,11,3,2,11,8,10,10,13,7,3,7,1,5,1,1,2,0,2,0
5130,2019-01-21,0.0,29.0,37.0,11.0,0,10,-10,-10,-37,-70,-79,-155,62,19,-202,-224,-193,-34,-75,-43,-107,-135,-118,-26,-17,-8,4,-20,13,-1455,-726.0,-211.0,0.0,0.0,23.0,1.0,0.5,0.0,0.0,0.0,0.0,0.5,16,1,15,22,16,20,16,0,19,7,12,13,1,11,9,5,2,7,3,7,1,6,3,5,5,4,3,1
5131,2019-01-22,1.9,29.0,40.0,9.0,1,7,4,-7,-23,-50,-62,-136,209,90,28,-18,33,-19,-30,-10,-49,-39,-81,-46,-35,-62,-5,-14,6,-309,-1455.0,-2181.0,0.0,0.0,23.0,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0,22,11,4,10,21,23,4,11,17,19,9,8,9,12,0,4,6,8,4,7,6,6,2,4,4,3,1
5132,2019-01-23,0.0,29.0,24.0,1.0,2,8,4,-4,-24,-63,-46,-108,246,60,17,2,69,15,18,69,-31,50,-149,25,-3,-8,12,41,9,209,-309.0,-1764.0,1.9,1.9,24.9,0.0,0.5,1.0,0.5,0.0,0.0,0.0,13,12,7,2,5,15,12,17,17,6,7,14,4,12,5,8,7,3,10,2,7,7,6,0,0,2,0,1
5133,2019-01-24,7.3,36.0,17.0,2.0,3,22,9,9,-19,-65,-47,-74,201,247,84,11,-28,-39,-46,41,62,4,-10,90,14,-2,15,40,52,571,209.0,-100.0,0.0,1.9,17.9,0.0,0.0,0.5,1.0,0.5,0.0,0.0,19,14,26,7,24,3,10,10,13,20,4,17,17,6,11,12,0,5,5,2,4,7,4,6,0,2,0,2
5134,2019-01-25,3.1,38.0,30.0,17.0,4,-7,6,11,-9,-68,-67,-134,241,169,20,31,3,0,13,34,82,80,91,242,132,163,112,123,82,1350,571.0,780.0,7.3,7.3,13.2,0.0,0.0,0.0,0.5,1.0,0.5,0.0,5,8,12,14,22,2,17,15,18,13,17,7,14,3,8,1,11,9,0,6,4,3,2,4,1,1,1,2
5135,2019-01-26,3.0,36.0,30.0,19.0,5,55,1,-5,-15,-48,-29,-91,26,117,89,-24,-78,3,-15,59,-91,-16,99,65,-5,-13,-30,-3,23,74,1350.0,1921.0,3.1,10.4,12.3,0.0,0.0,0.0,0.0,0.5,1.0,0.5,21,24,9,15,9,7,18,6,15,10,16,15,3,14,2,13,3,8,6,10,5,0,5,3,3,3,1,0
5136,2019-01-27,0.5,33.0,31.0,18.0,6,9,-3,-12,-20,-50,-49,-65,9,-111,-261,-291,-259,-173,-230,-148,-10,-72,-97,8,-5,7,-10,-2,-8,-1843,74.0,1424.0,3.0,6.1,15.3,0.5,0.0,0.0,0.0,0.0,0.5,1.0,17,23,17,26,4,4,19,3,6,11,3,2,11,4,10,10,13,7,3,7,1,5,1,1,2,0,2,0
5137,2019-01-28,0.0,33.0,39.0,20.0,0,15,2,-7,-29,-49,-114,-113,224,21,-101,-120,-48,-77,-26,-8,-13,-41,-60,-43,-70,-25,-13,13,9,-673,-1843.0,-1769.0,0.5,3.5,15.8,1.0,0.5,0.0,0.0,0.0,0.0,0.5,28,15,20,11,12,1,14,12,10,14,15,13,1,0,14,5,2,10,2,8,6,2,3,5,5,4,3,1
5138,2019-01-29,0.0,31.0,27.0,-7.0,1,12,-1,-13,-24,-52,-77,-116,245,18,-15,8,18,25,-34,-2,46,13,-71,0,-70,-41,-8,5,1,-133,-673.0,-2516.0,0.0,0.5,15.8,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0,4,21,4,10,21,23,4,11,17,19,9,8,9,12,0,4,6,8,4,7,6,7,2,4,4,3,1
5139,2019-01-30,0.0,30.0,25.0,-11.0,2,8,-11,-7,-18,-51,-86,-86,219,78,30,7,56,-13,-5,36,16,-33,-16,-35,-47,-19,11,34,5,73,-133.0,-806.0,0.0,0.0,13.9,0.0,0.5,1.0,0.5,0.0,0.0,0.0,11,9,7,2,5,18,12,5,17,6,7,14,4,12,5,8,7,3,10,5,8,1,0,0,0,2,0,1
5140,2019-01-31,0.0,29.0,25.0,-12.0,3,13,-6,-13,-24,-53,-66,-102,247,67,48,34,50,-14,26,30,-14,100,58,93,7,22,70,33,14,620,73.0,-60.0,0.0,0.0,13.9,0.0,0.0,0.5,1.0,0.5,0.0,0.0,8,21,10,7,24,23,15,1,13,20,4,17,17,6,11,12,0,5,5,2,3,7,4,6,0,2,0,2
5141,2019-02-01,0.0,29.0,33.0,-7.0,4,20,6,-12,-4,-60,-52,-95,228,123,78,9,54,79,35,89,15,25,170,190,189,170,130,56,18,1461,620.0,693.0,0.0,0.0,6.6,0.0,0.0,0.0,0.5,1.0,0.5,0.0,6,25,14,24,17,17,21,2,14,5,9,0,0,3,8,11,5,9,0,6,0,3,2,4,1,1,1,2
5142,2019-02-02,0.0,28.0,36.0,-3.0,5,21,3,-7,-15,-33,-21,-79,16,15,102,20,14,86,73,8,31,104,65,76,-11,-26,7,-25,13,437,1461.0,2081.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.5,1.0,0.5,23,2,22,3,19,6,4,20,16,1,8,4,9,2,13,3,9,4,9,1,5,0,5,3,3,3,1,0
5143,2019-02-03,0.0,27.0,43.0,0.0,6,0,0,-4,-10,-51,-25,-43,-9,-64,-203,-282,-251,-219,-74,-92,-148,-65,-25,-10,-16,-12,28,9,21,-1545,437.0,1898.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,1.0,17,23,3,26,4,4,19,9,9,4,3,2,11,4,10,10,13,7,3,7,1,5,1,1,2,0,2,0
5144,2019-02-04,0.0,27.0,44.0,23.0,0,21,-8,-14,-25,-87,-94,-92,177,13,-64,-108,-103,-63,-26,-10,-30,-78,-135,-34,-54,-28,-9,4,16,-831,-1545.0,-1108.0,0.0,0.0,-0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.5,3,13,6,5,18,9,11,21,21,3,6,6,15,7,1,2,8,10,2,8,6,2,3,5,5,4,3,1
5145,2019-02-05,2.1,29.0,43.0,24.0,1,0,2,-8,-16,-59,-29,-118,260,73,78,40,32,-51,57,162,139,107,53,93,67,-32,11,-9,30,882,-831.0,-2376.0,0.0,0.0,-0.0,0.5,1.0,0.5,0.0,0.0,0.0,0.0,27,28,23,6,3,13,9,8,5,8,1,1,6,5,6,14,10,0,1,0,2,8,7,2,4,4,3,1
5146,2019-02-06,4.5,30.0,41.0,26.0,2,3,15,-2,-25,-55,-63,-73,284,125,43,33,47,28,19,45,-22,-26,-29,-17,14,-61,7,35,25,350,882.0,51.0,2.1,2.1,2.1,0.0,0.5,1.0,0.5,0.0,0.0,0.0,11,9,5,13,20,18,7,5,1,12,13,8,13,1,0,9,6,12,4,5,8,1,0,0,0,2,0,1
5147,2019-02-07,2.6,28.0,31.0,1.0,3,7,12,-6,-12,-61,-56,-90,243,142,43,45,95,24,82,44,13,93,5,148,55,43,55,63,28,1015,350.0,1232.0,4.5,6.6,6.6,0.0,0.0,0.5,1.0,0.5,0.0,0.0,8,21,10,7,24,23,15,1,13,20,4,17,17,10,11,12,0,5,7,3,3,4,4,6,0,2,0,2
5148,2019-02-08,0.0,27.0,16.0,-18.0,4,22,9,-19,-2,-54,-57,-121,142,133,30,-25,98,66,122,4,148,156,225,199,219,242,265,162,30,1994,1015.0,1365.0,2.6,7.1,9.2,0.0,0.0,0.0,0.5,1.0,0.5,0.0,6,25,14,24,17,17,21,2,14,5,9,0,0,3,8,11,11,9,0,6,0,3,2,4,1,1,1,2
5149,2019-02-09,0.0,27.0,23.0,-18.0,5,25,3,-9,-32,-42,-12,-63,19,32,162,49,75,1,-20,2,54,-16,197,248,99,-249,-99,-45,-31,348,1994.0,3009.0,0.0,2.6,9.2,0.0,0.0,0.0,0.0,0.5,1.0,0.5,23,2,22,3,19,6,4,20,16,10,8,4,3,14,2,13,3,8,6,10,5,0,5,3,3,3,1,0
5150,2019-02-10,0.0,27.0,30.0,-3.0,6,22,3,-14,-21,-64,-33,-75,-59,-143,-285,-448,-342,-387,-301,-214,-206,-144,-77,-40,23,-6,-14,-3,6,-2822,348.0,2342.0,0.0,0.0,9.2,0.5,0.0,0.0,0.0,0.0,0.5,1.0,17,23,3,26,4,4,19,9,9,4,3,2,11,4,10,10,13,7,3,7,1,5,1,1,2,0,2,0
5151,2019-02-11,2.3,29.0,40.0,3.0,0,19,-6,-12,-22,-76,-99,-118,157,19,-81,-31,-19,-80,-62,-49,-47,-39,-106,-64,-71,-55,0,-12,12,-842,-2822.0,-2474.0,0.0,0.0,9.2,1.0,0.5,0.0,0.0,0.0,0.0,0.5,26,15,16,5,16,1,14,12,10,3,15,6,1,0,14,5,2,10,2,8,6,2,3,5,5,4,3,1
5152,2019-02-12,0.5,28.0,21.0,-9.0,1,-4,3,-8,-21,-53,-56,-114,221,97,3,50,10,-6,-62,-4,-65,-21,-44,-23,-66,-83,-26,-11,-1,-284,-842.0,-3664.0,2.3,2.3,11.5,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0,4,21,4,10,21,3,4,20,17,11,9,8,9,12,0,4,6,8,4,7,6,7,2,4,4,3,1
5153,2019-02-13,0.0,27.0,25.0,-9.0,2,6,5,-5,-18,-63,-54,-75,208,58,-2,-8,48,-10,-61,-20,20,-59,-32,76,-29,-5,44,-5,38,57,-284.0,-1126.0,0.5,2.8,9.9,0.0,0.5,1.0,0.5,0.0,0.0,0.0,11,9,7,2,5,18,12,5,17,6,7,14,4,12,5,8,7,3,10,5,8,1,0,0,0,2,0,1
5154,2019-02-14,10.1,36.0,34.0,18.0,3,26,3,-3,-18,-51,-62,-104,246,193,72,-34,43,34,37,40,53,-27,-58,65,-8,36,46,39,43,611,57.0,-227.0,0.0,0.5,5.4,0.0,0.0,0.5,1.0,0.5,0.0,0.0,8,21,10,7,24,23,15,1,8,15,4,3,17,15,7,12,0,5,7,3,3,4,4,6,0,2,0,2
5155,2019-02-15,1.2,27.0,39.0,28.0,4,25,15,-6,-3,-52,-57,-98,176,118,-20,24,61,3,-5,67,162,62,95,182,118,152,113,37,61,1230,611.0,668.0,10.1,10.1,12.9,0.0,0.0,0.0,0.5,1.0,0.5,0.0,5,8,12,14,22,2,17,15,18,13,17,7,14,3,8,1,11,9,0,6,4,3,2,4,1,1,1,2
5156,2019-02-16,6.1,33.0,44.0,21.0,5,16,9,-13,-9,-34,-13,-62,-14,36,-16,-25,-18,47,68,103,86,50,72,54,28,3,1,19,8,396,1230.0,1841.0,1.2,11.3,14.1,0.0,0.0,0.0,0.0,0.5,1.0,0.5,21,24,9,15,9,7,18,6,15,10,16,15,3,14,2,13,3,8,6,10,5,0,5,3,3,3,1,0
5157,2019-02-17,2.0,33.0,25.0,2.0,6,-1,5,-23,-17,-29,-1,-54,31,-18,-100,-141,-140,-149,-149,-86,5,81,20,39,30,-26,-12,-13,21,-727,396.0,1626.0,6.1,7.3,20.2,0.5,0.0,0.0,0.0,0.0,0.5,1.0,4,6,17,16,23,12,6,3,6,11,3,2,11,8,10,10,13,7,3,7,1,5,1,1,2,0,2,0
