COUNTSTATIONID,COUNTDATE,COUNTDIR,HOUR0,HOUR1,HOUR2,HOUR3,HOUR4,HOUR5,HOUR6,HOUR7,HOUR8,HOUR9,HOUR10,HOUR11,HOUR12,HOUR13,HOUR14,HOUR15,HOUR16,HOUR17,HOUR18,HOUR19,HOUR20,HOUR21,HOUR22,HOUR23,FormattedDate
000231,20150103,P,30,15,14,21,31,78,128,202,310,480,466,351,366,317,309,312,287,248,159,120,93,84,74,40,01/03/2015
000231,20150103,S,25,13,20,10,14,39,80,171,258,264,260,269,265,289,286,285,241,210,128,130,62,68,39,17,01/03/2015
000231,20150104,P,22,17,5,16,26,28,105,147,253,357,404,344,341,313,297,315,323,231,157,104,82,71,40,19,01/04/2015
000231,20150104,S,21,16,13,13,11,34,73,115,178,183,242,208,266,255,327,297,272,205,158,143,92,64,39,17,01/04/2015
000231,20150105,P,15,10,6,7,20,51,82,161,227,243,254,282,290,278,310,349,448,426,217,135,108,70,47,33,01/05/2015
000231,20150105,S,11,13,10,14,27,56,169,434,317,313,284,341,337,333,336,338,335,255,170,109,72,73,57,28,01/05/2015
000231,20150106,P,11,16,7,7,18,25,90,137,185,225,232,254,238,279,292,374,403,388,228,136,115,78,61,35,01/06/2015
000231,20150106,S,22,17,10,18,19,61,179,457,362,280,249,282,281,278,261,254,246,193,134,96,58,48,37,17,01/06/2015
000231,20150107,P,10,15,6,13,15,32,68,162,190,192,270,235,260,255,279,342,419,388,282,163,103,73,68,37,01/07/2015
000231,20150107,S,13,4,11,13,21,53,184,449,324,287,299,259,303,242,251,290,245,180,138,85,65,57,39,15,01/07/2015
000231,20150108,P,27,14,5,12,12,33,83,140,240,227,248,270,267,269,334,341,411,374,243,172,128,97,70,33,01/08/2015
000231,20150108,S,11,14,9,13,22,62,177,451,360,318,252,276,267,275,279,295,272,198,156,116,89,68,40,19,01/08/2015
000231,20150109,P,23,11,10,10,15,31,79,159,221,254,270,258,317,298,337,365,459,397,252,137,98,95,71,39,01/09/2015
000231,20150109,S,18,18,7,11,23,52,164,447,279,252,250,295,275,268,305,335,296,249,203,188,155,136,59,29,01/09/2015
000231,20150110,P,33,17,18,14,28,92,144,211,340,495,585,394,312,288,304,265,250,201,156,132,97,92,50,46,01/10/2015
000231,20150110,S,15,15,9,7,16,39,71,154,241,250,258,276,254,350,287,258,244,202,144,116,82,58,45,23,01/10/2015
000231,20150111,P,18,13,9,5,11,28,51,129,207,267,315,230,245,258,246,196,209,173,141,86,61,43,51,15,01/11/2015
000231,20150111,S,12,18,9,9,9,33,58,112,130,174,200,199,191,224,212,188,218,150,106,83,82,83,58,27,01/11/2015
000231,20150112,P,12,5,8,14,22,42,82,153,201,194,217,218,261,262,237,324,347,375,200,123,101,65,65,21,01/12/2015
000231,20150112,S,18,6,11,13,25,68,154,429,298,275,233,270,202,248,275,227,222,151,101,78,45,45,38,14,01/12/2015
000231,20150117,P,26,14,8,15,21,34,52,117,187,252,264,281,243,246,288,339,345,223,181,144,108,100,79,38,01/17/2015
000231,20150117,S,41,22,17,10,10,38,78,167,256,312,307,303,304,362,375,379,292,281,178,115,100,82,57,30,01/17/2015
000231,20150118,P,19,12,8,8,13,18,54,103,184,325,378,358,316,284,301,322,338,241,189,135,103,75,49,36,01/18/2015
000231,20150118,S,12,13,4,8,9,21,50,119,210,191,236,250,303,258,274,292,247,206,157,147,67,66,41,18,01/18/2015
000231,20150119,P,9,10,7,18,30,57,89,256,348,432,530,421,382,351,375,394,425,352,238,115,79,60,43,27,01/19/2015
000231,20150119,S,17,9,10,6,12,65,155,340,292,291,249,272,270,216,224,215,234,185,93,63,78,55,19,21,01/19/2015
000231,20150120,P,10,7,5,10,23,47,87,200,234,257,230,251,255,251,264,382,361,374,189,149,121,60,54,25,01/20/2015
000231,20150120,S,18,10,8,5,20,62,150,453,333,254,253,215,228,212,246,233,250,181,112,78,64,39,47,20,01/20/2015
000231,20150121,P,13,10,5,10,14,35,75,157,209,215,227,224,251,225,251,334,393,350,231,140,90,55,46,21,01/21/2015
000231,20150121,S,16,4,5,7,14,53,178,418,325,270,239,221,241,222,251,217,249,191,104,60,55,45,35,14,01/21/2015
000231,20150125,P,18,8,7,5,17,29,69,92,195,337,363,386,346,332,292,326,315,255,165,124,78,55,51,28,01/25/2015
000231,20150125,S,13,11,2,5,11,21,54,101,149,172,225,210,241,247,296,305,311,235,157,151,94,70,35,32,01/25/2015
000231,20150126,P,7,3,8,13,24,47,92,190,228,260,229,279,273,239,277,348,410,373,222,118,91,66,45,32,01/26/2015
000231,20150126,S,15,12,5,7,22,74,168,429,301,251,245,245,250,245,237,250,248,152,118,77,67,53,22,32,01/26/2015
000231,20150127,P,10,6,3,6,14,36,104,150,195,219,245,229,279,270,258,321,372,348,241,116,123,71,53,24,01/27/2015
