,Away,Date,Home,MLA,MLH,OU,Spread
131,PHI,2015/11/13,OKC,960,-1360.0,207.0,11.5
132,POR,2015/11/13,MEM,245,-295.0,199.0,5.5
133,CHA,2015/11/13,CHI,235,-285.0,199.0,6.5
134,LAL,2015/11/13,DAL,280,-340.0,210.0,7.5
135,HOU,2015/11/13,DEN,-270,220.0,208.5,4.5
136,BKN,2015/11/13,SAC,225,-275.0,204.5,5.0
137,DET,2015/11/14,LAC,120,-140.0,200.0,4.0
138,ORL,2015/11/14,WAS,195,-230.0,204.0,5.5
139,DAL,2015/11/14,HOU,280,-350.0,212.0,5.0
140,CLE,2015/11/14,MIL,-235,200.0,197.0,4.5
141,PHI,2015/11/14,SAS,1855,-3105.0,198.0,18.5
142,DEN,2015/11/14,PHX,265,-325.0,209.5,8.0
143,BKN,2015/11/14,GSW,1660,-2710.0,209.0,17.5
144,NOP,2015/11/15,NYK,105,-125.0,205.0,2.5
145,MEM,2015/11/15,MIN,-185,160.0,196.0,2.0
146,POR,2015/11/15,CHA,165,-190.0,205.0,4.0
147,UTA,2015/11/15,ATL,135,-155.0,193.0,5.5
148,BOS,2015/11/15,OKC,190,-225.0,209.0,6.5
149,TOR,2015/11/15,SAC,-125,105.0,209.5,2.0
150,DET,2015/11/15,LAL,-195,170.0,200.0,3.0
151,DAL,2015/11/16,PHI,-405,325.0,201.5,7.5
152,IND,2015/11/16,CHI,230,-280.0,195.0,5.0
153,BOS,2015/11/16,HOU,175,-205.0,209.5,6.5
154,OKC,2015/11/16,MEM,120,-140.0,200.0,1.0
155,POR,2015/11/16,SAS,735,-1035.0,204.0,12.5
156,LAL,2015/11/16,PHX,610,-810.0,209.0,10.0
157,MIL,2015/11/17,WAS,140,-160.0,203.0,3.0
158,ATL,2015/11/17,BKN,-190,165.0,198.5,4.5
159,MIN,2015/11/17,MIA,330,-410.0,195.5,9.5
160,CLE,2015/11/17,DET,-190,165.0,192.0,5.0
161,CHA,2015/11/17,NYK,-110,-110.0,199.5,1.0
162,DEN,2015/11/17,NOP,205,-245.0,208.0,6.0
163,TOR,2015/11/17,GSW,410,-535.0,208.5,9.0
164,IND,2015/11/18,PHI,-265,215.0,191.5,7.5
165,MIN,2015/11/18,ORL,175,-205.0,202.0,3.0
166,BKN,2015/11/18,CHA,235,-285.0,196.5,7.0
167,DAL,2015/11/18,BOS,175,-205.0,204.0,5.0
168,NOP,2015/11/18,OKC,740,-1040.0,216.0,8.5
169,POR,2015/11/18,HOU,240,-290.0,212.0,6.5
170,SAC,2015/11/18,ATL,125,-145.0,210.0,4.5
171,DEN,2015/11/18,SAS,925,-1325.0,195.5,13.5
172,TOR,2015/11/18,UTA,160,-180.0,189.0,2.5
173,CHI,2015/11/18,PHX,135,-155.0,200.0,2.0
174,SAC,2015/11/19,MIA,435,-560.0,198.0,8.0
175,MIL,2015/11/19,CLE,530,-680.0,195.5,10.0
176,GSW,2015/11/19,LAC,-220,185.0,214.5,5.5
177,PHI,2015/11/20,CHA,550,-725.0,195.0,10.0
178,BKN,2015/11/20,BOS,355,-445.0,202.0,9.0
179,DET,2015/11/20,MIN,-135,115.0,201.5,1.0
180,NYK,2015/11/20,OKC,220,-270.0,207.0,7.5
181,SAS,2015/11/20,NOP,-325,265.0,200.0,9.0
182,HOU,2015/11/20,MEM,125,-145.0,202.0,4.5
183,UTA,2015/11/20,DAL,105,-125.0,192.0,2.5
184,PHX,2015/11/20,DEN,-150,130.0,205.0,1.5
185,LAC,2015/11/20,POR,-180,155.0,212.0,3.5
186,CHI,2015/11/20,GSW,381,-481.0,206.5,8.5
187,TOR,2015/11/20,LAL,-285,235.0,203.5,6.0
188,SAC,2015/11/21,ORL,130,-150.0,206.0,2.5
189,MIL,2015/11/21,IND,175,-205.0,194.5,4.5
190,ATL,2015/11/21,CLE,195,-230.0,199.0,5.0
191,PHI,2015/11/21,MIA,865,-1215.0,191.0,14.0
192,WAS,2015/11/21,DET,-105,-115.0,202.0,3.0
193,NYK,2015/11/21,HOU,165,-190.0,204.5,6.5
194,MEM,2015/11/21,SAS,290,-360.0,192.0,8.0
195,TOR,2015/11/22,LAC,230,-280.0,206.5,6.0
196,PHX,2015/11/22,NOP,-105,-115.0,211.0,1.5
197,BOS,2015/11/22,BKN,-215,185.0,205.5,4.0
198,DAL,2015/11/22,OKC,135,-155.0,211.5,5.5
199,GSW,2015/11/22,DEN,-1050,750.0,213.5,10.5
200,POR,2015/11/22,LAL,-150,130.0,203.0,1.5
201,ORL,2015/11/23,CLE,350,-420.0,197.0,9.5
202,SAC,2015/11/23,CHA,145,-165.0,210.0,5.0
203,NYK,2015/11/23,MIA,185,-215.0,191.5,5.5
204,PHI,2015/11/23,MIN,270,-330.0,200.5,7.5
205,DET,2015/11/23,MIL,-145,125.0,192.0,0.0
206,PHX,2015/11/23,SAS,425,-550.0,197.0,8.5
207,OKC,2015/11/23,UTA,110,-130.0,197.0,3.0
208,IND,2015/11/24,WAS,135,-155.0,205.0,3.5
209,BOS,2015/11/24,ATL,125,-145.0,203.0,4.0
210,DAL,2015/11/24,MEM,120,-140.0,197.0,3.0
211,LAC,2015/11/24,DEN,-300,250.0,208.5,7.0
212,CHI,2015/11/24,POR,-140,120.0,201.5,1.5
213,LAL,2015/11/24,GSW,2000,-9900.0,214.5,17.5
214,NYK,2015/11/25,ORL,105,-125.0,195.5,2.0
215,WAS,2015/11/25,CHA,145,-165.0,210.0,2.0
216,PHI,2015/11/25,BOS,650,-1000.0,199.0,11.5
217,MIA,2015/11/25,DET,105,-125.0,186.5,1.0
218,CLE,2015/11/25,TOR,-150,130.0,198.5,1.0
219,MEM,2015/11/25,HOU,160,-180.0,199.5,3.0
220,SAC,2015/11/25,MIL,170,-190.0,208.0,4.5
221,BKN,2015/11/25,OKC,750,-1200.0,211.5,12.5
222,ATL,2015/11/25,MIN,-155,135.0,204.5,2.0
223,DAL,2015/11/25,SAS,450,-600.0,195.0,9.0
224,NOP,2015/11/25,PHX,160,-180.0,211.0,4.0
225,UTA,2015/11/25,LAC,180,-210.0,195.5,4.5
226,MIL,2015/11/27,ORL,145,-165.0,196.5,4.0
227,CLE,2015/11/27,CHA,-180,160.0,203.5,3.5
228,MIA,2015/11/27,NYK,-125,105.0,188.0,1.5
229,WAS,2015/11/27,BOS,130,-150.0,209.0,4.0
230,PHI,2015/11/27,HOU,550,-800.0,198.0,10.0
231,ATL,2015/11/27,MEM,135,-155.0,196.0,3.0
232,DET,2015/11/27,OKC,310,-370.0,205.5,9.0
233,CHI,2015/11/27,IND,155,-175.0,197.5,2.5
234,SAS,2015/11/27,DEN,-340,280.0,194.5,9.5
235,GSW,2015/11/27,PHX,-430,360.0,215.0,8.5
236,MIN,2015/11/27,SAC,130,-150.0,214.0,3.0
237,NOP,2015/11/27,LAC,240,-280.0,212.5,5.5
238,TOR,2015/11/28,WAS,-165,145.0,207.5,1.0
239,BKN,2015/11/28,CLE,425,-550.0,203.0,11.0
240,ATL,2015/11/28,SAS,270,-330.0,193.5,7.5
241,DEN,2015/11/28,DAL,360,-430.0,206.0,9.0
242,NOP,2015/11/28,UTA,200,-240.0,197.5,6.5
243,LAL,2015/11/28,POR,350,-420.0,203.0,9.0
244,SAC,2015/11/28,GSW,1500,-5000.0,221.0,15.0
245,MIL,2015/11/29,CHA,240,-280.0,203.0,5.5
246,MIN,2015/11/29,LAC,475,-650.0,207.0,8.5
247,PHX,2015/11/29,TOR,145,-165.0,205.0,6.0
248,DET,2015/11/29,BKN,-200,175.0,194.0,3.0
249,PHI,2015/11/29,MEM,900,-1600.0,194.0,11.0
250,BOS,2015/11/29,ORL,-135,115.0,200.5,1.0
251,HOU,2015/11/29,NYK,-180,160.0,200.0,0.0
252,IND,2015/11/29,LAL,-650,475.0,201.5,7.5
253,BOS,2015/11/30,MIA,155,-175.0,192.0,3.5
254,HOU,2015/11/30,DET,160,-180.0,197.5,2.5
255,SAS,2015/11/30,CHI,-190,170.0,190.5,3.5
256,DEN,2015/11/30,MIL,150,-170.0,203.0,3.0
257,OKC,2015/11/30,ATL,-155,135.0,210.0,1.0
258,GSW,2015/11/30,UTA,-360,300.0,201.0,7.5
259,DAL,2015/11/30,SAC,115,-135.0,213.0,3.0
260,POR,2015/11/30,LAC,270,-330.0,206.5,8.0
261,WAS,2015/12/01,CLE,425,-550.0,202.5,8.5
262,LAL,2015/12/01,PHI,110,-130.0,197.5,0.0
263,PHX,2015/12/01,BKN,-180,160.0,207.0,3.0
264,MEM,2015/12/01,NOP,100,-120.0,202.5,1.0
265,ORL,2015/12/01,MIN,100,-120.0,200.0,1.0
266,DAL,2015/12/01,POR,105,-125.0,203.0,0.0
267,LAL,2015/12/02,WAS,475,-650.0,206.0,9.0
268,GSW,2015/12/02,CHA,-500,400.0,213.5,10.0
269,PHX,2015/12/02,DET,150,-170.0,203.0,3.5
270,PHI,2015/12/02,NYK,350,-420.0,191.5,8.5
271,DEN,2015/12/02,CHI,425,-550.0,199.0,9.0
272,NOP,2015/12/02,HOU,145,-165.0,212.5,3.0
273,TOR,2015/12/02,ATL,150,-170.0,197.0,3.0
274,MIL,2015/12/02,SAS,700,-1100.0,190.5,12.5
275,IND,2015/12/02,LAC,-135,115.0,202.5,2.5
276,OKC,2015/12/03,MIA,-180,160.0,200.5,2.5
277,DEN,2015/12/03,TOR,500,-700.0,196.5,10.0
278,ORL,2015/12/03,UTA,155,-175.0,189.5,5.5
279,SAS,2015/12/03,MEM,-160,140.0,186.5,2.0
280,IND,2015/12/03,POR,-140,120.0,201.5,2.0
281,BKN,2015/12/04,NYK,145,-165.0,192.0,4.0
282,PHX,2015/12/04,WAS,-145,125.0,210.5,2.5
283,MIL,2015/12/04,DET,230,-270.0,194.0,6.5
284,LAL,2015/12/04,ATL,600,-900.0,205.0,11.5
285,HOU,2015/12/04,DAL,190,-220.0,207.0,6.5
286,CLE,2015/12/04,NOP,-200,175.0,206.0,4.5
287,DEN,2015/12/05,PHI,-155,135.0,194.0,3.0
288,GSW,2015/12/05,TOR,-350,290.0,209.0,6.5
289,CLE,2015/12/05,MIA,180,-210.0,189.5,0.0
290,POR,2015/12/05,MIN,105,-125.0,204.0,1.5
291,SAC,2015/12/05,HOU,135,-155.0,219.0,4.0
292,CHA,2015/12/05,CHI,200,-240.0,195.5,6.5
293,NYK,2015/12/05,MIL,-140,120.0,192.0,1.5
294,BOS,2015/12/05,SAS,390,-480.0,189.5,8.5
295,IND,2015/12/05,UTA,-130,110.0,196.0,1.0
296,ORL,2015/12/05,LAC,115,-135.0,198.0,2.0
297,PHX,2015/12/06,MEM,200,-240.0,205.5,5.0
298,LAL,2015/12/06,DET,425,-550.0,198.0,9.5
299,GSW,2015/12/06,BKN,-900,600.0,209.0,11.5
300,DAL,2015/12/06,WAS,-135,115.0,206.0,1.0
301,SAC,2015/12/06,OKC,650,-1000.0,221.5,10.0
302,DET,2015/12/07,CHA,115,-135.0,196.0,3.0
303,SAS,2015/12/07,PHI,-650,475.0,188.0,13.5
304,DAL,2015/12/07,NYK,-110,-110.0,196.0,2.0
305,LAL,2015/12/07,TOR,625,-950.0,201.0,12.0
306,WAS,2015/12/07,MIA,320,-380.0,195.5,7.5
307,BOS,2015/12/07,NOP,-125,105.0,216.0,1.0
308,PHX,2015/12/07,CHI,265,-320.0,204.5,6.0
309,POR,2015/12/07,MIL,-130,110.0,199.5,1.5
310,LAC,2015/12/07,MIN,-180,160.0,201.5,1.0
311,GSW,2015/12/08,IND,-250,210.0,213.0,6.0
312,POR,2015/12/08,CLE,425,-550.0,200.0,9.5
313,HOU,2015/12/08,BKN,-215,185.0,206.5,4.0
314,OKC,2015/12/08,MEM,-130,110.0,204.5,2.5
315,ORL,2015/12/08,DEN,-170,150.0,199.0,1.5
316,UTA,2015/12/08,SAC,130,-150.0,205.5,2.0
317,MIA,2015/12/09,CHA,-120,100.0,193.5,0.0
318,CHI,2015/12/09,BOS,145,-165.0,199.0,4.0
319,HOU,2015/12/09,WAS,165,-185.0,214.5,2.0
320,SAS,2015/12/09,TOR,-260,220.0,188.0,4.0
321,MEM,2015/12/09,DET,160,-180.0,192.0,2.5
322,LAL,2015/12/09,MIN,270,-330.0,203.0,7.0
323,LAC,2015/12/09,MIL,-220,190.0,202.0,5.0
324,ORL,2015/12/09,PHX,175,-200.0,206.5,4.0
325,NYK,2015/12/09,UTA,125,-145.0,192.5,3.0
326,ATL,2015/12/09,DAL,-130,110.0,205.0,1.0
327,PHI,2015/12/10,BKN,230,-270.0,194.0,7.0
328,ATL,2015/12/10,OKC,290,-350.0,210.5,7.5
329,LAC,2015/12/10,CHI,-125,105.0,201.0,1.5
330,NYK,2015/12/10,SAC,210,-250.0,208.0,4.5
331,DET,2015/12/11,PHI,-450,375.0,193.0,7.5
332,MIA,2015/12/11,IND,175,-200.0,195.5,4.0
333,CLE,2015/12/11,ORL,-160,140.0,197.0,3.5
334,GSW,2015/12/11,BOS,-230,195.0,216.5,6.0
335,MIL,2015/12/11,TOR,280,-340.0,194.0,8.5
336,WAS,2015/12/11,NOP,145,-165.0,216.0,2.5
337,CHA,2015/12/11,MEM,115,-135.0,194.0,3.5
338,OKC,2015/12/11,UTA,-165,145.0,204.0,4.0
339,MIN,2015/12/11,DEN,-110,-110.0,202.0,1.5
340,LAL,2015/12/11,SAS,1400,-4000.0,194.0,16.0
341,POR,2015/12/11,PHX,160,-180.0,209.0,4.5
342,LAC,2015/12/12,BKN,-280,240.0,203.0,5.0
343,BOS,2015/12/12,CHA,135,-155.0,202.5,1.0
344,IND,2015/12/12,DET,100,-120.0,201.0,1.0
345,LAL,2015/12/12,HOU,650,-1000.0,209.5,11.5
346,SAS,2015/12/12,ATL,-150,130.0,193.0,3.0
347,NOP,2015/12/12,CHI,270,-330.0,204.5,6.5
348,GSW,2015/12/12,MIL,-550,425.0,209.0,10.0
349,WAS,2015/12/12,DAL,230,-270.0,207.5,6.0
350,NYK,2015/12/12,POR,145,-165.0,198.5,3.5
351,MIN,2015/12/13,PHX,190,-220.0,210.0,5.0
352,MEM,2015/12/13,MIA,125,-145.0,188.5,4.0
353,PHI,2015/12/13,TOR,700,-1100.0,192.0,13.0
354,UTA,2015/12/13,OKC,400,-500.0,201.0,9.5
355,TOR,2015/12/14,IND,175,-200.0,200.5,4.5
356,LAC,2015/12/14,DET,-130,110.0,205.0,0.0
357,ORL,2015/12/14,BKN,-165,145.0,197.0,2.0
358,PHI,2015/12/14,CHI,1000,-2000.0,192.5,13.5
359,MIA,2015/12/14,ATL,220,-260.0,191.0,4.0
360,WAS,2015/12/14,MEM,135,-155.0,199.5,6.0
361,PHX,2015/12/14,DAL,160,-180.0,209.0,4.5
362,UTA,2015/12/14,SAS,800,-1400.0,187.0,12.5
363,HOU,2015/12/14,DEN,-190,170.0,209.0,4.0
364,NOP,2015/12/14,POR,140,-160.0,208.0,3.5
365,CLE,2015/12/15,BOS,-120,100.0,201.0,1.5
366,DEN,2015/12/15,MIN,220,-260.0,204.0,5.0
367,HOU,2015/12/15,SAC,125,-145.0,220.0,1.0
368,MIL,2015/12/15,LAL,-180,160.0,196.5,2.0
369,DAL,2015/12/16,IND,160,-180.0,205.0,4.5
370,CHA,2015/12/16,ORL,-110,-110.0,197.0,2.0
371,MIN,2015/12/16,NYK,170,-190.0,200.0,3.5
372,MIA,2015/12/16,BKN,-220,190.0,190.5,4.0
373,BOS,2015/12/16,DET,120,-140.0,202.0,2.5
374,PHI,2015/12/16,ATL,1100,-2500.0,198.5,13.5
375,POR,2015/12/16,OKC,500,-700.0,209.5,10.5
376,MEM,2015/12/16,CHI,160,-180.0,195.0,4.0
377,WAS,2015/12/16,SAS,900,-1600.0,198.0,10.0
378,NOP,2015/12/16,UTA,135,-155.0,203.0,3.0
379,MIL,2015/12/16,LAC,600,-900.0,201.5,10.0
380,PHX,2015/12/16,GSW,750,-1200.0,220.0,13.0
381,TOR,2015/12/17,CHA,-150,130.0,195.0,1.5
382,OKC,2015/12/17,CLE,110,-130.0,206.5,4.0
383,HOU,2015/12/17,LAL,-240,200.0,213.0,6.5
384,POR,2015/12/18,ORL,170,-190.0,199.0,6.0
385,BKN,2015/12/18,IND,500,-700.0,203.0,11.5
386,NYK,2015/12/18,PHI,-250,210.0,198.0,5.5
387,ATL,2015/12/18,BOS,145,-165.0,204.0,4.5
388,TOR,2015/12/18,MIA,170,-190.0,189.5,3.0
389,DET,2015/12/18,CHI,170,-190.0,193.0,4.5
390,SAC,2015/12/18,MIN,-135,115.0,214.5,1.5
391,LAC,2015/12/18,SAS,280,-340.0,195.5,8.0
392,MEM,2015/12/18,DAL,115,-135.0,198.0,3.0
393,DEN,2015/12/18,UTA,190,-220.0,195.5,5.5
394,NOP,2015/12/18,PHX,135,-155.0,214.0,4.0
395,MIL,2015/12/18,GSW,2000,-9900.0,208.0,18.0
396,LAL,2015/12/19,OKC,1700,-5000.0,210.5,15.5
397,CHA,2015/12/19,WAS,-130,110.0,206.0,1.0
398,CHI,2015/12/19,NYK,115,-135.0,195.0,2.5
399,IND,2015/12/19,MEM,-115,-105.0,202.5,1.0
400,LAC,2015/12/19,HOU,-140,120.0,213.0,1.0
401,MIN,2015/12/20,BKN,-130,110.0,204.5,1.5
402,POR,2015/12/20,MIA,170,-200.0,194.0,5.0
403,PHI,2015/12/20,CLE,1700,-5000.0,197.5,17.0
404,MIL,2015/12/20,PHX,280,-345.0,205.0,6.0
405,ATL,2015/12/20,ORL,-120,100.0,200.0,1.5
406,SAC,2015/12/20,TOR,200,-240.0,207.0,4.5
407,NOP,2015/12/20,DEN,-105,-115.0,207.0,1.0
408,SAC,2015/12/21,WAS,120,-140.0,216.5,1.5
409,MIN,2015/12/21,BOS,300,-360.0,205.5,7.5
410,ORL,2015/12/21,NYK,120,-140.0,196.0,1.5
411,BKN,2015/12/21,CHI,550,-800.0,197.0,9.5
412,POR,2015/12/21,ATL,525,-750.0,205.0,7.0
413,CHA,2015/12/21,HOU,135,-155.0,209.0,2.5
414,IND,2015/12/21,SAS,400,-500.0,197.5,8.5
415,PHX,2015/12/21,UTA,165,-185.0,200.5,3.5
416,OKC,2015/12/21,LAC,-125,105.0,208.5,1.0
417,MEM,2015/12/22,PHI,-700,500.0,195.0,10.5
418,DAL,2015/12/22,TOR,170,-190.0,196.0,3.5
419,DET,2015/12/22,MIA,125,-145.0,193.0,3.5
420,LAL,2015/12/22,DEN,190,-220.0,203.5,4.5
421,NYK,2015/12/23,CLE,850,-1500.0,197.0,11.0
422,BOS,2015/12/23,CHA,100,-120.0,202.0,2.5
423,HOU,2015/12/23,ORL,-105,-115.0,208.0,2.0
424,MEM,2015/12/23,WAS,-110,-110.0,202.5,1.5
425,SAC,2015/12/23,IND,250,-300.0,215.5,6.0
426,DAL,2015/12/23,BKN,-155,135.0,199.5,3.5
427,SAS,2015/12/23,MIN,-700,500.0,198.0,9.5
428,POR,2015/12/23,NOP,280,-340.0,203.0,9.0
429,PHI,2015/12/23,MIL,550,-800.0,194.5,10.0
430,DET,2015/12/23,ATL,250,-300.0,202.0,5.5
431,DEN,2015/12/23,PHX,375,-450.0,207.5,8.5
432,UTA,2015/12/23,GSW,1100,-2500.0,209.0,14.5
433,OKC,2015/12/23,LAL,-2500,1100.0,207.0,12.0
434,NOP,2015/12/25,MIA,155,-175.0,200.0,5.5
435,CHI,2015/12/25,OKC,400,-500.0,203.5,8.5
