,Away,Date,Home,MLA,MLH,OU,Spread
210,IND,2017/11/15,MEM,130,-150.0,209.0,4.5
211,DET,2017/11/15,MIL,160,-190.0,208.0,3.0
212,ORL,2017/11/15,POR,180,-220.0,212.0,5.5
213,PHI,2017/11/15,LAL,-170,145.0,219.5,2.5
214,GSW,2017/11/16,BOS,-310,250.0,217.5,6.0
215,HOU,2017/11/16,PHX,-1000,650.0,228.5,11.0
216,DET,2017/11/17,IND,100,-120.0,211.5,1.5
217,MIA,2017/11/17,WAS,160,-190.0,208.5,4.5
218,NYK,2017/11/17,TOR,270,-340.0,218.5,7.5
219,LAC,2017/11/17,CLE,210,-260.0,224.0,6.5
220,UTA,2017/11/17,BKN,115,-135.0,211.5,1.5
221,OKC,2017/11/17,SAS,-125,105.0,198.5,0.0
222,CHA,2017/11/17,CHI,-280,230.0,196.5,7.0
223,MIN,2017/11/17,DAL,-250,200.0,211.0,7.5
224,POR,2017/11/17,SAC,-290,235.0,197.5,7.5
225,NOP,2017/11/17,DEN,170,-200.0,216.0,3.5
226,PHX,2017/11/17,LAL,255,-320.0,225.5,6.0
227,LAC,2017/11/18,CHA,170,-195.0,212.0,4.0
228,UTA,2017/11/18,ORL,220,-260.0,211.5,6.0
229,GSW,2017/11/18,PHI,-400,330.0,232.5,8.5
230,BOS,2017/11/18,ATL,-260,220.0,205.0,7.0
231,HOU,2017/11/18,MEM,-285,240.0,212.0,6.0
232,MIL,2017/11/18,DAL,-250,210.0,205.0,7.5
233,SAC,2017/11/18,POR,600,-800.0,199.0,11.5
234,IND,2017/11/19,MIA,190,-240.0,207.0,3.0
235,WAS,2017/11/19,TOR,210,-260.0,214.0,5.5
236,GSW,2017/11/19,BKN,-800,550.0,234.0,12.5
237,DET,2017/11/19,MIN,200,-250.0,208.5,5.0
238,CHI,2017/11/19,PHX,125,-145.0,213.5,2.5
239,DEN,2017/11/19,LAL,-200,170.0,220.0,5.0
240,UTA,2017/11/20,PHI,220,-270.0,213.0,7.0
241,CLE,2017/11/20,DET,-135,115.0,215.5,1.5
242,MIN,2017/11/20,CHA,120,-140.0,214.0,1.5
243,IND,2017/11/20,ORL,140,-160.0,222.5,3.0
244,LAC,2017/11/20,NYK,-130,110.0,211.0,1.5
245,POR,2017/11/20,MEM,-120,100.0,193.0,1.0
246,WAS,2017/11/20,MIL,140,-160.0,208.5,4.0
247,OKC,2017/11/20,NOP,-150,130.0,214.5,2.5
248,ATL,2017/11/20,SAS,350,-450.0,204.5,9.0
249,BOS,2017/11/20,DAL,-300,240.0,196.5,8.0
250,DEN,2017/11/20,SAC,-240,190.0,208.0,7.5
251,CHI,2017/11/21,LAL,185,-230.0,209.0,5.5
252,WAS,2017/11/22,CHA,130,-150.0,210.5,1.5
253,BKN,2017/11/22,CLE,600,-900.0,229.0,11.0
254,POR,2017/11/22,PHI,155,-185.0,211.0,3.0
255,LAC,2017/11/22,ATL,-150,130.0,210.5,2.5
256,TOR,2017/11/22,NYK,-180,150.0,213.0,3.0
257,BOS,2017/11/22,MIA,-125,105.0,195.0,2.5
258,ORL,2017/11/22,MIN,230,-280.0,216.5,7.0
259,GSW,2017/11/22,OKC,-240,190.0,225.0,4.0
260,DEN,2017/11/22,HOU,350,-450.0,227.5,9.5
261,DAL,2017/11/22,MEM,200,-250.0,196.0,5.5
262,SAS,2017/11/22,NOP,-105,-115.0,208.0,2.0
263,CHI,2017/11/22,UTA,300,-400.0,196.5,8.0
264,MIL,2017/11/22,PHX,-130,110.0,221.0,6.0
265,LAL,2017/11/22,SAC,-105,-115.0,209.0,1.0
266,POR,2017/11/24,BKN,-180,155.0,210.0,3.5
267,NYK,2017/11/24,ATL,-105,-115.0,209.5,2.0
268,ORL,2017/11/24,BOS,230,-280.0,208.0,8.5
269,DET,2017/11/24,OKC,314,-396.0,204.0,8.0
270,MIA,2017/11/24,MIN,135,-155.0,207.5,4.0
271,TOR,2017/11/24,IND,-125,105.0,216.5,0.0
272,CHA,2017/11/24,CLE,192,-230.0,220.5,5.5
273,MEM,2017/11/24,DEN,207,-250.0,208.5,6.0
274,NOP,2017/11/24,PHX,-280,230.0,230.0,6.0
275,CHI,2017/11/24,GSW,1098,-2200.0,215.0,19.5
276,ORL,2017/11/25,PHI,180,-220.0,220.0,4.0
277,SAS,2017/11/25,CHA,105,-125.0,202.0,1.0
278,POR,2017/11/25,WAS,145,-170.0,201.5,3.5
279,TOR,2017/11/25,ATL,-260,210.0,211.5,7.5
280,BOS,2017/11/25,IND,-160,140.0,207.0,2.0
281,NYK,2017/11/25,HOU,750,-1400.0,219.0,13.5
282,NOP,2017/11/25,GSW,500,-700.0,229.5,13.0
283,OKC,2017/11/25,DAL,-270,220.0,200.0,6.0
284,MIL,2017/11/25,UTA,-115,-105.0,199.5,1.5
285,LAC,2017/11/25,SAC,-190,160.0,205.0,5.0
286,MIA,2017/11/26,CHI,-310,250.0,195.0,7.0
287,PHX,2017/11/26,MIN,550,-800.0,227.0,11.5
288,BKN,2017/11/26,MEM,190,-240.0,212.0,5.5
289,ORL,2017/11/27,IND,160,-185.0,218.5,3.5
290,CLE,2017/11/27,PHI,110,-130.0,225.0,0.0
291,POR,2017/11/27,NYK,-125,105.0,202.0,1.0
292,DET,2017/11/27,BOS,199,-240.0,198.5,6.5
293,BKN,2017/11/27,HOU,1453,-4000.0,228.5,16.0
294,DAL,2017/11/27,SAS,344,-440.0,194.5,8.5
295,SAC,2017/11/27,GSW,711,-1100.0,211.0,16.0
296,LAL,2017/11/27,LAC,163,-190.0,215.0,4.5
297,MIA,2017/11/28,CLE,155,-185.0,210.0,3.5
298,WAS,2017/11/28,MIN,180,-220.0,212.5,5.5
299,PHX,2017/11/28,CHI,-110,-110.0,213.5,0.0
300,DEN,2017/11/28,UTA,-115,-105.0,207.5,1.0
301,MIL,2017/11/28,SAC,-270,220.0,198.5,7.0
302,WAS,2017/11/29,PHI,250,-310.0,213.0,5.0
303,PHX,2017/11/29,DET,550,-800.0,218.0,12.0
304,OKC,2017/11/29,ORL,-260,210.0,211.0,5.5
305,CHA,2017/11/29,TOR,270,-340.0,204.5,8.0
306,MIA,2017/11/29,NYK,100,-120.0,201.0,0.0
307,IND,2017/11/29,HOU,500,-700.0,224.5,12.0
308,MIN,2017/11/29,NOP,190,-240.0,218.0,3.5
309,MEM,2017/11/29,SAS,350,-450.0,195.0,7.0
310,BKN,2017/11/29,DAL,190,-240.0,213.0,4.5
311,GSW,2017/11/29,LAL,-1200,750.0,225.0,10.0
312,PHI,2017/11/30,BOS,288,-360.0,210.0,9.0
313,CLE,2017/11/30,ATL,-330,267.0,215.5,7.5
314,CHI,2017/11/30,DEN,462,-625.0,208.5,12.0
315,MIL,2017/11/30,POR,151,-175.0,200.5,2.0
316,UTA,2017/11/30,LAC,-120,100.0,200.0,1.0
317,DET,2017/12/01,WAS,-110,-110.0,206.0,1.0
318,GSW,2017/12/01,ORL,-675,475.0,230.0,11.0
319,IND,2017/12/01,TOR,240,-300.0,215.5,6.0
320,MIN,2017/12/01,OKC,190,-240.0,211.0,4.5
321,SAS,2017/12/01,MEM,-155,135.0,193.5,3.5
322,SAC,2017/12/01,CHI,-115,-105.0,193.0,1.0
323,CHA,2017/12/01,MIA,115,-135.0,201.0,2.5
324,NOP,2017/12/01,UTA,-155,135.0,207.5,2.5
325,PHX,2017/12/02,BOS,600,-900.0,215.0,13.0
326,LAC,2017/12/02,DAL,160,-190.0,207.0,5.0
327,ATL,2017/12/02,BKN,175,-210.0,220.0,4.0
328,DET,2017/12/02,PHI,150,-180.0,214.5,4.0
329,MEM,2017/12/02,CLE,550,-800.0,208.0,11.5
330,SAC,2017/12/02,MIL,750,-1200.0,198.0,11.0
331,LAL,2017/12/02,DEN,145,-170.0,223.5,6.0
332,NOP,2017/12/02,POR,250,-310.0,209.0,3.0
333,ORL,2017/12/03,NYK,-140,120.0,212.5,2.0
334,GSW,2017/12/03,MIA,-650,450.0,218.5,10.5
335,LAC,2017/12/03,MIN,600,-900.0,213.5,11.0
336,SAS,2017/12/03,OKC,300,-400.0,199.5,4.5
337,HOU,2017/12/03,LAL,-900,600.0,225.0,11.0
338,NYK,2017/12/04,IND,500,-700.0,210.0,9.5
339,ORL,2017/12/04,CHA,240,-300.0,221.0,7.0
340,PHX,2017/12/04,PHI,450,-650.0,227.5,10.5
341,MIL,2017/12/04,BOS,175,-210.0,204.0,6.5
342,BKN,2017/12/04,ATL,-105,-115.0,217.5,2.5
343,CLE,2017/12/04,CHI,-500,375.0,211.5,10.0
344,MIN,2017/12/04,MEM,-145,125.0,203.5,3.0
345,GSW,2017/12/04,NOP,-450,350.0,227.0,10.0
346,DEN,2017/12/04,DAL,110,-130.0,210.0,2.5
347,DET,2017/12/04,SAS,145,-170.0,198.0,3.0
348,WAS,2017/12/04,UTA,145,-170.0,200.0,1.5
349,PHX,2017/12/05,TOR,1000,-2000.0,224.5,13.0
350,UTA,2017/12/05,OKC,300,-400.0,198.0,7.0
351,WAS,2017/12/05,POR,210,-260.0,203.0,5.5
352,ATL,2017/12/06,ORL,220,-270.0,216.5,6.0
353,CHI,2017/12/06,IND,425,-600.0,210.0,9.5
354,SAC,2017/12/06,CLE,750,-1200.0,210.5,13.0
355,MEM,2017/12/06,NYK,105,-125.0,197.0,2.5
356,DAL,2017/12/06,BOS,275,-350.0,204.5,8.5
357,DEN,2017/12/06,NOP,180,-220.0,218.5,4.0
358,GSW,2017/12/06,CHA,-165,142.0,219.5,5.5
359,DET,2017/12/06,MIL,155,-185.0,203.5,2.5
360,MIA,2017/12/06,SAS,300,-400.0,197.5,7.0
361,MIN,2017/12/06,LAC,-220,180.0,215.0,6.0
362,LAL,2017/12/07,PHI,320,-420.0,221.0,8.0
363,WAS,2017/12/07,PHX,-270,220.0,215.5,7.5
364,OKC,2017/12/07,BKN,-280,230.0,215.0,7.5
365,HOU,2017/12/07,UTA,-250,200.0,208.0,5.0
366,CHI,2017/12/08,CHA,416,-550.0,202.0,11.0
367,CLE,2017/12/08,IND,-170,148.0,220.5,2.0
368,DEN,2017/12/08,ORL,105,-125.0,218.0,1.0
369,GSW,2017/12/08,DET,-240,199.0,212.0,5.5
370,SAC,2017/12/08,NOP,394,-515.0,211.0,8.0
371,DAL,2017/12/08,MIL,230,-280.0,202.0,5.0
372,TOR,2017/12/08,MEM,-200,170.0,201.0,5.0
373,BOS,2017/12/08,SAS,115,-135.0,197.0,1.0
374,WAS,2017/12/09,LAC,-130,110.0,206.0,3.0
375,MIA,2017/12/09,BKN,-135,115.0,212.5,2.0
376,LAL,2017/12/09,CHA,140,-160.0,213.5,6.5
377,ORL,2017/12/09,ATL,190,-240.0,211.5,1.0
378,PHI,2017/12/09,CLE,190,-240.0,218.0,5.0
379,NYK,2017/12/09,CHI,-170,145.0,199.0,4.0
380,UTA,2017/12/09,MIL,-105,-115.0,199.0,3.0
381,SAS,2017/12/09,PHX,-230,185.0,205.0,9.5
382,OKC,2017/12/09,MEM,-220,180.0,196.5,5.0
383,HOU,2017/12/09,POR,-420,320.0,211.0,8.0
384,TOR,2017/12/10,SAC,-425,325.0,206.0,7.5
385,BOS,2017/12/10,DET,-120,100.0,201.0,1.0
386,DEN,2017/12/10,IND,175,-210.0,219.0,6.5
387,DAL,2017/12/10,MIN,275,-350.0,207.0,8.0
388,PHI,2017/12/10,NOP,225,-275.0,223.5,4.5
389,ATL,2017/12/10,NYK,180,-220.0,205.0,6.0
390,BOS,2017/12/11,CHI,-240,190.0,200.5,8.0
391,MIA,2017/12/11,MEM,105,-125.0,195.0,1.5
392,NOP,2017/12/11,HOU,800,-1400.0,226.5,12.0
393,CHA,2017/12/11,OKC,275,-350.0,206.0,6.0
394,POR,2017/12/11,GSW,300,-400.0,213.0,11.5
395,TOR,2017/12/11,LAC,-250,200.0,216.0,6.0
396,ATL,2017/12/12,CLE,639,-950.0,219.5,11.0
397,DEN,2017/12/12,DET,226,-275.0,208.5,7.0
398,LAL,2017/12/12,NYK,125,-145.0,211.0,2.5
399,WAS,2017/12/12,BKN,-155,135.0,213.0,2.5
400,PHI,2017/12/12,MIN,166,-195.0,216.5,6.5
401,SAS,2017/12/12,DAL,-255,211.0,198.0,5.5
402,PHX,2017/12/12,SAC,171,-201.0,209.0,4.0
403,LAC,2017/12/13,ORL,-120,100.0,212.5,2.0
404,MEM,2017/12/13,WAS,263,-325.0,199.5,7.0
405,OKC,2017/12/13,IND,-115,-105.0,213.0,1.5
406,DEN,2017/12/13,BOS,199,-240.0,209.0,8.0
407,POR,2017/12/13,MIA,115,-135.0,201.0,2.5
408,UTA,2017/12/13,CHI,-215,180.0,197.0,3.5
409,MIL,2017/12/13,NOP,110,-130.0,218.5,2.0
410,TOR,2017/12/13,PHX,-850,588.0,216.5,10.5
411,CHA,2017/12/13,HOU,619,-910.0,220.0,12.5
412,DET,2017/12/14,ATL,-180,150.0,207.0,4.0
413,NYK,2017/12/14,BKN,105,-125.0,214.0,0.0
414,LAL,2017/12/14,CLE,450,-650.0,219.0,10.0
415,SAC,2017/12/14,MIN,500,-700.0,204.0,10.0
416,DAL,2017/12/14,GSW,450,-650.0,212.5,12.0
417,DET,2017/12/15,IND,185,-230.0,209.0,4.5
418,MIA,2017/12/15,CHA,175,-210.0,204.5,5.5
419,LAC,2017/12/15,WAS,425,-600.0,208.5,9.5
420,POR,2017/12/15,ORL,-185,155.0,210.0,3.0
421,OKC,2017/12/15,PHI,105,-125.0,212.0,2.0
422,UTA,2017/12/15,BOS,170,-200.0,198.0,5.5
423,BKN,2017/12/15,TOR,700,-1100.0,218.0,11.0
424,CHI,2017/12/15,MIL,300,-400.0,204.0,8.0
425,ATL,2017/12/15,MEM,220,-270.0,200.0,6.0
426,NOP,2017/12/15,DEN,100,-120.0,227.0,0.0
427,SAS,2017/12/15,HOU,295,-390.0,213.5,8.0
428,POR,2017/12/16,CHA,145,-170.0,204.5,3.0
429,UTA,2017/12/16,CLE,400,-550.0,210.0,8.5
430,OKC,2017/12/16,NYK,-190,160.0,203.5,2.5
431,LAC,2017/12/16,MIA,220,-270.0,205.5,6.0
432,PHX,2017/12/16,MIN,600,-900.0,219.5,11.5
433,MIL,2017/12/16,HOU,450,-650.0,219.5,11.5
434,DAL,2017/12/16,SAS,200,-250.0,197.0,9.5
435,BOS,2017/12/16,MEM,-240,190.0,194.5,5.0
436,SAC,2017/12/17,TOR,600,-900.0,206.0,12.5
