,SEASON_YEAR,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,WPCT,SEASON_YEAR-,TEAM_ID-,TEAM_ABBREVIATION-,TEAM_NAME-,GAME_ID-,GAME_DATE-,MATCHUP-,WL-,MIN-,FGM-,FGA-,FG_PCT-,FG3M-,FG3A-,FG3_PCT-,FTM-,FTA-,FT_PCT-,OREB-,DREB-,REB-,AST-,TOV-,STL-,BLK-,BLKA-,PF-,PFD-,PTS-,PLUS_MINUS-,WPCT-
0,2015-16,1610612737,ATL,Atlanta Hawks,21501188,2016-04-09T00:00:00,ATL vs. BOS,W,48.0,0.9583333333333334,1.8333333333333333,0.523,0.3541666666666667,0.6875,0.515,0.1875,0.22916666666666666,0.818,0.10416666666666667,0.8125,0.9166666666666666,0.6458333333333334,0.375,0.20833333333333331,0.20833333333333331,0.125,0.4583333333333333,0.4375,2.458333333333333,11.0,0.6,2015-16,1610612738,BOS,Boston Celtics,21501188,2016-04-09T00:00:00,BOS @ ATL,L,48.0,0.8333333333333334,1.875,0.444,0.22916666666666666,0.5833333333333334,0.39299999999999996,0.3333333333333333,0.5,0.667,0.20833333333333331,0.625,0.8333333333333334,0.5416666666666666,0.3125,0.20833333333333331,0.125,0.20833333333333331,0.4375,0.4583333333333333,2.2291666666666665,-11.0,0.5875
1,2015-16,1610612737,ATL,Atlanta Hawks,21501173,2016-04-07T00:00:00,ATL vs. TOR,W,48.0,0.6875,1.5833333333333333,0.434,0.25,0.6666666666666666,0.375,0.3541666666666667,0.4375,0.81,0.10416666666666667,0.75,0.8541666666666666,0.4791666666666667,0.2708333333333333,0.08333333333333333,0.25,0.08333333333333333,0.3958333333333333,0.3333333333333333,1.9791666666666667,8.0,0.5949367088607594,2015-16,1610612761,TOR,Toronto Raptors,21501173,2016-04-07T00:00:00,TOR @ ATL,L,48.0,0.6666666666666666,1.75,0.381,0.16666666666666666,0.4375,0.381,0.3125,0.4166666666666667,0.75,0.16666666666666666,0.7916666666666666,0.9583333333333334,0.3333333333333333,0.25,0.20833333333333331,0.08333333333333333,0.25,0.3333333333333333,0.3958333333333333,1.8125,-8.0,0.6666666666666666
2,2015-16,1610612737,ATL,Atlanta Hawks,21501157,2016-04-05T00:00:00,ATL vs. PHX,W,48.0,0.8125,1.9791666666666667,0.41100000000000003,0.22916666666666666,0.7083333333333334,0.324,0.2916666666666667,0.3958333333333333,0.737,0.2708333333333333,0.7708333333333334,1.0416666666666667,0.5416666666666666,0.3541666666666667,0.3333333333333333,0.0625,0.08333333333333333,0.4375,0.3958333333333333,2.145833333333333,13.0,0.5897435897435898,2015-16,1610612756,PHX,Phoenix Suns,21501157,2016-04-05T00:00:00,PHX @ ATL,L,48.0,0.625,1.6875,0.37,0.25,0.6458333333333334,0.387,0.375,0.625,0.6,0.22916666666666666,0.8333333333333334,1.0625,0.3958333333333333,0.5,0.2708333333333333,0.08333333333333333,0.0625,0.3958333333333333,0.4375,1.875,-13.0,0.2564102564102564
3,2015-16,1610612737,ATL,Atlanta Hawks,21501131,2016-04-01T00:00:00,ATL vs. CLE,L,53.0,0.7169811320754716,1.7924528301886793,0.4,0.16981132075471694,0.5660377358490566,0.3,0.4339622641509434,0.490566037735849,0.885,0.09433962264150944,0.8113207547169812,0.9056603773584906,0.4716981132075472,0.3018867924528302,0.09433962264150944,0.1509433962264151,0.11320754716981132,0.5094339622641509,0.4339622641509434,2.037735849056604,-2.0,0.5844155844155844,2015-16,1610612739,CLE,Cleveland Cavaliers,21501131,2016-04-01T00:00:00,CLE @ ATL,W,53.0,0.7358490566037735,1.849056603773585,0.39799999999999996,0.22641509433962265,0.7169811320754716,0.316,0.37735849056603776,0.5849056603773585,0.645,0.2075471698113208,0.8679245283018868,1.0754716981132075,0.5094339622641509,0.22641509433962265,0.16981132075471694,0.11320754716981132,0.1509433962264151,0.4339622641509434,0.5094339622641509,2.0754716981132075,2.0,0.7105263157894737
4,2015-16,1610612737,ATL,Atlanta Hawks,21501076,2016-03-25T00:00:00,ATL vs. MIL,W,48.0,0.8541666666666666,2.020833333333333,0.423,0.10416666666666667,0.6666666666666666,0.156,0.2916666666666667,0.3541666666666667,0.8240000000000001,0.3541666666666667,0.5833333333333334,0.9375,0.5416666666666666,0.22916666666666666,0.20833333333333331,0.125,0.1875,0.4375,0.3333333333333333,2.1041666666666665,11.0,0.589041095890411,2015-16,1610612749,MIL,Milwaukee Bucks,21501076,2016-03-25T00:00:00,MIL @ ATL,L,48.0,0.7291666666666666,1.75,0.41700000000000004,0.0625,0.2708333333333333,0.231,0.3541666666666667,0.5416666666666666,0.654,0.3333333333333333,0.6875,1.0208333333333333,0.3333333333333333,0.3333333333333333,0.08333333333333333,0.1875,0.125,0.3333333333333333,0.4375,1.875,-11.0,0.410958904109589
5,2015-16,1610612737,ATL,Atlanta Hawks,21501048,2016-03-21T00:00:00,ATL vs. WAS,L,48.0,0.7916666666666666,1.625,0.48700000000000004,0.2708333333333333,0.6875,0.39399999999999996,0.2708333333333333,0.3541666666666667,0.765,0.04166666666666666,0.6458333333333334,0.6875,0.4791666666666667,0.2916666666666667,0.10416666666666667,0.125,0.0625,0.3125,0.3541666666666667,2.125,-15.0,0.5774647887323944,2015-16,1610612764,WAS,Washington Wizards,21501048,2016-03-21T00:00:00,WAS @ ATL,W,48.0,0.9583333333333334,1.8958333333333333,0.505,0.2708333333333333,0.5208333333333334,0.52,0.25,0.4166666666666667,0.6,0.1875,0.7291666666666666,0.9166666666666666,0.5625,0.1875,0.20833333333333331,0.0625,0.125,0.3541666666666667,0.3125,2.4375,15.0,0.5
6,2015-16,1610612737,ATL,Atlanta Hawks,21501029,2016-03-19T00:00:00,ATL vs. HOU,W,48.0,0.9166666666666666,1.8333333333333333,0.5,0.2916666666666667,0.7916666666666666,0.368,0.14583333333333334,0.25,0.583,0.1875,0.6458333333333334,0.8333333333333334,0.6666666666666666,0.3333333333333333,0.25,0.125,0.0625,0.4166666666666667,0.3541666666666667,2.270833333333333,12.0,0.5857142857142857,2015-16,1610612745,HOU,Houston Rockets,21501029,2016-03-19T00:00:00,HOU @ ATL,L,48.0,0.6875,1.75,0.39299999999999996,0.10416666666666667,0.4791666666666667,0.217,0.5416666666666666,0.6458333333333334,0.8390000000000001,0.3125,0.75,1.0625,0.3125,0.3541666666666667,0.22916666666666666,0.0625,0.125,0.3541666666666667,0.4166666666666667,2.020833333333333,-12.0,0.5
7,2015-16,1610612737,ATL,Atlanta Hawks,21501015,2016-03-17T00:00:00,ATL vs. DEN,W,48.0,0.8333333333333334,1.6666666666666667,0.5,0.25,0.5416666666666666,0.462,0.5,0.5833333333333334,0.857,0.14583333333333334,0.6875,0.8333333333333334,0.6666666666666666,0.25,0.10416666666666667,0.16666666666666666,0.08333333333333333,0.3333333333333333,0.4583333333333333,2.4166666666666665,18.0,0.5797101449275363,2015-16,1610612743,DEN,Denver Nuggets,21501015,2016-03-17T00:00:00,DEN @ ATL,L,48.0,0.8125,1.8125,0.44799999999999995,0.125,0.4583333333333333,0.273,0.2916666666666667,0.3541666666666667,0.8240000000000001,0.1875,0.625,0.8125,0.4583333333333333,0.2916666666666667,0.125,0.08333333333333333,0.16666666666666666,0.4583333333333333,0.3333333333333333,2.0416666666666665,-18.0,0.4057971014492754
8,2015-16,1610612737,ATL,Atlanta Hawks,21500984,2016-03-13T00:00:00,ATL vs. IND,W,48.0,0.8333333333333334,1.7708333333333333,0.47100000000000003,0.3125,0.625,0.5,0.1875,0.20833333333333331,0.9,0.1875,0.8541666666666666,1.0416666666666667,0.5625,0.3541666666666667,0.22916666666666666,0.125,0.10416666666666667,0.2708333333333333,0.2916666666666667,2.1666666666666665,29.0,0.5671641791044776,2015-16,1610612754,IND,Indiana Pacers,21500984,2016-03-13T00:00:00,IND @ ATL,L,48.0,0.6875,1.8125,0.379,0.10416666666666667,0.5,0.20800000000000002,0.08333333333333333,0.14583333333333334,0.5710000000000001,0.14583333333333334,0.6458333333333334,0.7916666666666666,0.5,0.3541666666666667,0.1875,0.10416666666666667,0.125,0.2916666666666667,0.2708333333333333,1.5625,-29.0,0.5303030303030303
9,2015-16,1610612737,ATL,Atlanta Hawks,21500974,2016-03-12T00:00:00,ATL vs. MEM,W,48.0,0.75,1.75,0.429,0.22916666666666666,0.7083333333333334,0.324,0.25,0.3541666666666667,0.706,0.16666666666666666,0.8125,0.9791666666666666,0.5625,0.22916666666666666,0.1875,0.25,0.10416666666666667,0.2916666666666667,0.2916666666666667,1.9791666666666667,12.0,0.5606060606060606,2015-16,1610612763,MEM,Memphis Grizzlies,21500974,2016-03-12T00:00:00,MEM @ ATL,L,48.0,0.6875,1.9791666666666667,0.34700000000000003,0.125,0.4791666666666667,0.261,0.22916666666666666,0.2916666666666667,0.7859999999999999,0.4166666666666667,0.7916666666666666,1.2083333333333333,0.3125,0.3333333333333333,0.20833333333333331,0.10416666666666667,0.25,0.2916666666666667,0.2916666666666667,1.7291666666666667,-12.0,0.5909090909090909
