,Away,Date,Home,MLA,MLH,OU,Spread
61,DAL,2016/11/02,UTA,140,-160.0,188.0,4.5
62,POR,2016/11/02,PHX,-150,130.0,215.5,3.5
63,OKC,2016/11/02,LAC,240,-300.0,205.0,6.0
64,SAC,2016/11/03,ORL,-120,100.0,202.0,2.0
65,BOS,2016/11/03,CLE,450,-700.0,210.0,7.0
66,DEN,2016/11/03,MIN,145,-165.0,209.0,3.5
67,IND,2016/11/03,MIL,-145,125.0,210.0,2.5
68,OKC,2016/11/03,GSW,525,-850.0,226.5,10.0
69,ATL,2016/11/04,WAS,100,-120.0,207.0,2.0
70,CHA,2016/11/04,BKN,-275,225.0,206.0,5.5
71,MIA,2016/11/04,TOR,240,-300.0,199.0,7.5
72,NYK,2016/11/04,CHI,255,-320.0,208.0,6.5
73,PHX,2016/11/04,NOP,125,-145.0,211.0,4.0
74,LAC,2016/11/04,MEM,-235,195.0,196.5,4.0
75,POR,2016/11/04,DAL,-135,115.0,208.0,1.5
76,SAS,2016/11/04,UTA,-165,145.0,186.0,5.0
77,GSW,2016/11/04,LAL,-900,600.0,226.5,10.5
78,MIN,2016/11/05,OKC,170,-200.0,207.0,5.0
79,DEN,2016/11/05,DET,170,-200.0,203.0,3.5
80,CLE,2016/11/05,PHI,-1000,700.0,204.5,13.0
81,WAS,2016/11/05,ORL,220,-270.0,205.0,1.5
82,CHI,2016/11/05,IND,145,-165.0,215.0,2.5
83,HOU,2016/11/05,ATL,135,-155.0,217.0,3.0
84,SAC,2016/11/05,MIL,145,-165.0,203.0,2.5
85,LAC,2016/11/05,SAS,170,-200.0,195.5,5.5
86,UTA,2016/11/06,NYK,-140,120.0,194.0,1.5
87,POR,2016/11/06,MEM,-110,-110.0,203.5,1.5
88,SAC,2016/11/06,TOR,270,-330.0,201.0,10.0
89,MIL,2016/11/06,DAL,135,-155.0,198.0,2.0
90,DEN,2016/11/06,BOS,270,-330.0,212.0,7.0
91,PHX,2016/11/06,LAL,155,-175.0,216.0,3.0
92,IND,2016/11/07,CHA,120,-140.0,206.0,3.0
93,HOU,2016/11/07,WAS,-105,-115.0,219.0,1.5
94,UTA,2016/11/07,PHI,-200,170.0,193.5,8.0
95,MIA,2016/11/07,OKC,190,-230.0,203.0,6.5
96,ORL,2016/11/07,CHI,240,-300.0,205.0,7.0
97,DET,2016/11/07,LAC,305,-375.0,196.0,8.5
98,NOP,2016/11/07,GSW,1700,-5000.0,224.0,16.0
99,ATL,2016/11/08,CLE,300,-360.0,205.0,8.5
100,MIN,2016/11/08,BKN,-185,165.0,204.0,3.5
101,DEN,2016/11/08,MEM,145,-165.0,201.0,2.0
102,PHX,2016/11/08,POR,330,-400.0,215.5,8.5
103,NOP,2016/11/08,SAC,240,-280.0,203.0,5.5
104,DAL,2016/11/08,LAL,165,-185.0,205.5,4.5
105,MIN,2016/11/09,ORL,120,-140.0,200.0,0.0
106,BKN,2016/11/09,NYK,300,-360.0,211.0,7.5
107,BOS,2016/11/09,WAS,105,-125.0,214.0,1.5
108,UTA,2016/11/09,CHA,130,-150.0,192.0,2.0
109,PHI,2016/11/09,IND,650,-1000.0,209.0,11.5
110,CHI,2016/11/09,ATL,140,-160.0,203.0,3.5
111,TOR,2016/11/09,OKC,135,-155.0,199.5,3.5
112,DET,2016/11/09,PHX,-180,160.0,203.0,2.5
113,HOU,2016/11/09,SAS,350,-420.0,212.5,7.0
114,POR,2016/11/09,LAC,500,-700.0,207.0,8.5
115,DAL,2016/11/09,GSW,1900,-9000.0,209.5,16.5
116,NOP,2016/11/10,MIL,175,-205.0,205.5,5.5
117,CHI,2016/11/10,MIA,-103,-117.0,198.0,0.0
118,GSW,2016/11/10,DEN,-270,220.0,221.5,6.5
119,LAL,2016/11/10,SAC,185,-215.0,210.0,4.5
120,IND,2016/11/11,PHI,-210,175.0,213.0,5.0
121,UTA,2016/11/11,ORL,-200,170.0,192.0,4.0
122,CLE,2016/11/11,WAS,-350,275.0,208.5,6.5
123,TOR,2016/11/11,CHA,-115,-105.0,198.0,3.0
124,NYK,2016/11/11,BOS,160,-180.0,217.0,6.0
125,LAC,2016/11/11,OKC,-200,170.0,202.5,4.5
126,DET,2016/11/11,SAS,375,-550.0,195.0,9.0
127,SAC,2016/11/11,POR,270,-340.0,211.0,5.5
128,BOS,2016/11/12,IND,-125,105.0,221.0,2.5
129,LAL,2016/11/12,NOP,-115,-105.0,213.0,1.5
130,NYK,2016/11/12,TOR,260,-320.0,207.0,8.0
131,PHI,2016/11/12,ATL,1200,-2500.0,205.0,13.5
132,SAS,2016/11/12,HOU,-130,110.0,209.5,2.0
133,LAC,2016/11/12,MIN,-220,180.0,204.0,6.0
134,WAS,2016/11/12,CHI,425,-650.0,203.5,9.0
135,UTA,2016/11/12,MIA,-120,100.0,187.5,2.5
136,MEM,2016/11/12,MIL,125,-145.0,200.0,3.0
137,BKN,2016/11/12,PHX,170,-200.0,217.5,5.0
138,DET,2016/11/12,DEN,175,-210.0,202.5,3.5
139,CHA,2016/11/13,CLE,260,-320.0,209.0,8.0
140,LAL,2016/11/13,MIN,-110,-110.0,215.0,4.5
141,ORL,2016/11/13,OKC,375,-550.0,204.0,9.0
142,PHX,2016/11/13,GSW,1500,-5000.0,230.0,16.0
143,DEN,2016/11/13,POR,265,-330.0,217.0,4.0
144,ORL,2016/11/14,IND,290,-350.0,207.0,6.0
145,OKC,2016/11/14,DET,-120,100.0,200.0,2.0
146,DAL,2016/11/14,NYK,155,-175.0,204.0,4.5
147,BOS,2016/11/14,NOP,-165,145.0,211.5,5.5
148,PHI,2016/11/14,HOU,650,-1000.0,215.0,11.5
149,MIA,2016/11/14,SAS,550,-800.0,191.0,11.0
150,MEM,2016/11/14,UTA,220,-260.0,187.0,6.0
151,BKN,2016/11/14,LAC,1500,-5000.0,211.0,15.0
152,TOR,2016/11/15,CLE,210,-250.0,207.0,6.0
153,ATL,2016/11/15,MIA,-265,225.0,198.0,5.5
154,CHA,2016/11/15,MIN,-120,100.0,206.0,1.5
155,CHI,2016/11/15,POR,170,-190.0,212.0,2.5
156,BKN,2016/11/15,LAL,245,-290.0,219.0,7.0
157,CLE,2016/11/16,IND,130,-150.0,213.0,5.0
158,NOP,2016/11/16,ORL,270,-330.0,201.0,5.0
159,WAS,2016/11/16,PHI,-290,245.0,208.0,5.0
160,MIL,2016/11/16,ATL,190,-220.0,207.0,8.5
161,DAL,2016/11/16,BOS,210,-250.0,204.5,8.0
162,DET,2016/11/16,NYK,105,-125.0,203.0,3.5
163,GSW,2016/11/16,TOR,-240,200.0,219.0,3.0
164,HOU,2016/11/16,OKC,120,-140.0,218.5,1.5
165,PHX,2016/11/16,DEN,165,-185.0,218.5,5.0
166,SAS,2016/11/16,SAC,-230,195.0,194.0,6.5
167,MEM,2016/11/16,LAC,750,-1200.0,202.5,11.5
168,NYK,2016/11/17,WAS,175,-200.0,205.5,3.0
169,MIL,2016/11/17,MIA,150,-170.0,198.0,3.5
170,POR,2016/11/17,HOU,190,-220.0,220.0,5.0
171,PHI,2016/11/17,MIN,600,-900.0,214.0,10.0
172,CHI,2016/11/17,UTA,135,-155.0,1955.5,3.5
173,PHX,2016/11/18,IND,155,-175.0,219.0,8.0
174,ATL,2016/11/18,CHA,110,-130.0,206.0,3.0
175,DET,2016/11/18,CLE,350,-420.0,205.0,10.0
176,BKN,2016/11/18,OKC,400,-500.0,218.0,9.0
177,GSW,2016/11/18,BOS,-400,330.0,225.0,7.0
178,POR,2016/11/18,NOP,-110,-110.0,214.5,2.0
179,MEM,2016/11/18,DAL,-175,155.0,191.5,1.5
180,TOR,2016/11/18,DEN,-160,140.0,216.0,4.0
181,LAC,2016/11/18,SAC,-370,310.0,204.5,7.0
182,SAS,2016/11/18,LAL,-360,300.0,208.0,5.5
183,UTA,2016/11/19,HOU,240,-280.0,200.0,3.5
184,BOS,2016/11/19,DET,110,-130.0,201.0,2.5
185,DAL,2016/11/19,ORL,300,-360.0,184.0,5.5
186,MIA,2016/11/19,WAS,175,-200.0,198.5,4.5
187,CHA,2016/11/19,NOP,-135,115.0,206.0,5.0
188,PHX,2016/11/19,PHI,-135,115.0,215.0,2.0
189,MIN,2016/11/19,MEM,-115,-105.0,204.5,0.0
190,GSW,2016/11/19,MIL,-420,350.0,223.0,9.5
191,CHI,2016/11/19,LAC,320,-380.0,205.5,7.5
192,ATL,2016/11/20,NYK,-185,165.0,210.0,2.5
193,POR,2016/11/20,BKN,-180,160.0,221.0,4.0
194,IND,2016/11/20,OKC,400,-500.0,211.5,9.0
195,UTA,2016/11/20,DEN,155,-175.0,198.0,2.0
196,TOR,2016/11/20,SAC,-165,145.0,208.0,4.5
197,CHI,2016/11/20,LAL,125,-145.0,211.5,3.5
198,PHX,2016/11/21,WAS,270,-330.0,219.0,7.5
199,GSW,2016/11/21,IND,-2000,1000.0,222.5,11.5
200,MIA,2016/11/21,PHI,-175,155.0,198.0,4.0
201,MEM,2016/11/21,CHA,180,-210.0,196.5,6.0
202,HOU,2016/11/21,DET,-140,120.0,204.0,1.0
203,ORL,2016/11/21,MIL,240,-280.0,200.0,5.5
204,BOS,2016/11/21,MIN,-130,110.0,210.0,1.0
205,DAL,2016/11/21,SAS,1000,-2000.0,180.0,17.0
206,TOR,2016/11/21,LAC,375,-450.0,210.5,7.0
207,NOP,2016/11/22,ATL,305,-375.0,208.0,8.0
208,POR,2016/11/22,NYK,-105,-115.0,215.5,2.0
209,CHI,2016/11/22,DEN,-120,100.0,207.5,1.0
210,OKC,2016/11/22,LAL,-160,140.0,220.0,1.5
211,PHX,2016/11/23,ORL,150,-170.0,206.5,4.5
212,POR,2016/11/23,CLE,650,-1000.0,218.5,11.0
213,ATL,2016/11/23,IND,-120,100.0,208.0,2.5
214,SAS,2016/11/23,CHA,-230,195.0,198.5,3.0
215,MEM,2016/11/23,PHI,-220,190.0,197.5,5.0
216,MIA,2016/11/23,DET,170,-190.0,190.0,4.5
217,BOS,2016/11/23,BKN,-320,265.0,213.0,7.0
218,TOR,2016/11/23,HOU,155,-175.0,219.0,3.0
219,LAC,2016/11/23,DAL,-600,450.0,191.5,9.0
220,DEN,2016/11/23,UTA,300,-360.0,196.5,4.5
221,MIN,2016/11/23,NOP,-145,125.0,210.0,0.0
222,OKC,2016/11/23,SAC,105,-125.0,208.0,1.0
223,LAL,2016/11/23,GSW,2000,-9900.0,231.0,16.0
224,SAS,2016/11/25,BOS,-165,145.0,203.5,2.5
225,WAS,2016/11/25,ORL,-130,110.0,201.0,1.0
226,CHA,2016/11/25,NYK,-125,105.0,209.5,0.0
227,DAL,2016/11/25,CLE,800,-1400.0,203.0,16.0
228,LAC,2016/11/25,DET,-260,220.0,199.0,6.5
229,CHI,2016/11/25,PHI,-500,400.0,203.5,8.0
230,ATL,2016/11/25,UTA,140,-160.0,194.0,2.5
231,TOR,2016/11/25,MIL,-155,135.0,211.0,3.0
232,MIA,2016/11/25,MEM,180,-210.0,185.5,6.5
233,BKN,2016/11/25,IND,190,-220.0,214.0,8.0
234,MIN,2016/11/25,PHX,-130,110.0,216.0,1.5
235,OKC,2016/11/25,DEN,-150,130.0,213.5,1.5
236,NOP,2016/11/25,POR,145,-165.0,219.0,4.5
237,HOU,2016/11/25,SAC,-165,145.0,216.0,3.0
238,GSW,2016/11/25,LAL,-1800,950.0,233.0,12.0
239,NYK,2016/11/26,CHA,200,-240.0,209.0,6.0
240,SAS,2016/11/26,WAS,-260,220.0,203.0,5.0
241,DET,2016/11/26,OKC,160,-180.0,203.0,5.0
242,MEM,2016/11/26,MIA,-120,100.0,184.0,0.0
243,MIN,2016/11/26,GSW,800,-1400.0,223.0,14.0
244,CLE,2016/11/27,PHI,-900,600.0,209.5,12.5
245,DEN,2016/11/27,PHX,120,-140.0,215.5,1.0
246,SAC,2016/11/27,BKN,-205,175.0,218.0,3.0
247,MIL,2016/11/27,ORL,115,-135.0,194.0,1.0
248,LAC,2016/11/27,IND,-800,575.0,207.5,10.5
249,NOP,2016/11/27,DAL,-205,175.0,200.5,2.5
250,HOU,2016/11/27,POR,-115,-105.0,225.0,1.5
251,ATL,2016/11/27,LAL,-245,205.0,212.0,4.0
252,SAC,2016/11/28,WAS,175,-205.0,210.0,4.5
253,PHI,2016/11/28,TOR,1000,-2000.0,213.5,14.5
254,OKC,2016/11/28,NYK,-115,-105.0,214.5,0.0
255,BOS,2016/11/28,MIA,-180,160.0,196.0,3.5
256,UTA,2016/11/28,MIN,-150,130.0,196.0,0.0
257,CHA,2016/11/28,MEM,-130,110.0,196.0,2.5
258,ATL,2016/11/28,GSW,950,-1650.0,218.0,13.0
259,DET,2016/11/29,CHA,145,-165.0,196.0,4.0
260,LAC,2016/11/29,BKN,-750,525.0,219.0,12.0
261,CLE,2016/11/29,MIL,-330,270.0,211.0,7.5
262,LAL,2016/11/29,NOP,200,-240.0,217.0,5.0
263,ORL,2016/11/29,SAS,800,-1400.0,197.0,14.5
264,HOU,2016/11/29,UTA,-120,100.0,204.0,1.0
265,MEM,2016/11/30,TOR,850,-1450.0,195.5,10.0
266,DET,2016/11/30,BOS,215,-265.0,197.5,7.0
267,WAS,2016/11/30,OKC,170,-200.0,212.0,5.5
268,NYK,2016/11/30,MIN,155,-175.0,211.5,3.5
269,LAL,2016/11/30,CHI,465,-615.0,212.0,10.0
270,SAS,2016/11/30,DAL,-425,345.0,192.0,10.0
271,MIA,2016/11/30,DEN,220,-270.0,205.0,4.5
272,ATL,2016/11/30,PHX,-165,145.0,209.5,6.5
273,IND,2016/11/30,POR,250,-315.0,215.0,7.5
274,DAL,2016/12/01,CHA,650,-1000.0,194.0,9.5
275,MIL,2016/12/01,BKN,-210,180.0,216.5,3.5
276,LAC,2016/12/01,CLE,150,-170.0,215.5,4.0
277,ORL,2016/12/01,MEM,-170,150.0,181.5,2.0
278,MIA,2016/12/01,UTA,230,-270.0,189.0,9.0
279,HOU,2016/12/01,GSW,525,-750.0,230.0,9.5
280,ORL,2016/12/02,PHI,-110,-110.0,196.0,1.0
281,LAL,2016/12/02,TOR,400,-500.0,216.0,10.5
282,SAC,2016/12/02,BOS,210,-250.0,208.0,7.0
283,MIN,2016/12/02,NYK,-145,125.0,210.0,3.5
284,DET,2016/12/02,ATL,105,-125.0,194.0,3.5
285,CLE,2016/12/02,CHI,-120,100.0,210.0,1.5
286,LAC,2016/12/02,NOP,-180,160.0,207.0,4.5
287,WAS,2016/12/02,SAS,375,-450.0,203.0,9.0
288,HOU,2016/12/02,DEN,140,-160.0,222.0,1.5
289,BKN,2016/12/03,MIL,425,-550.0,217.0,9.5
290,MIN,2016/12/03,CHA,210,-250.0,206.5,5.5
291,ATL,2016/12/03,TOR,330,-400.0,207.0,8.5
292,BOS,2016/12/03,PHI,-550,425.0,205.0,8.5
293,LAL,2016/12/03,MEM,125,-145.0,203.0,0.0
294,CHI,2016/12/03,DAL,-165,145.0,189.0,5.5
295,DEN,2016/12/03,UTA,260,-310.0,197.5,5.5
296,MIA,2016/12/03,POR,205,-245.0,214.5,6.5
297,PHX,2016/12/03,GSW,1600,-6000.0,228.5,16.5
298,ORL,2016/12/04,DET,260,-325.0,192.0,7.0
299,NOP,2016/12/04,OKC,210,-260.0,213.0,6.0
300,SAC,2016/12/04,NYK,-105,-115.0,210.0,3.0
301,IND,2016/12/04,LAC,550,-750.0,204.0,12.0
302,DEN,2016/12/05,PHI,-165,145.0,211.0,4.0
303,OKC,2016/12/05,ATL,155,-175.0,209.5,0.0
304,CLE,2016/12/05,TOR,105,-125.0,216.0,2.0
305,WAS,2016/12/05,BKN,-275,235.0,217.0,4.5
306,MEM,2016/12/05,NOP,155,-175.0,200.0,6.5
307,POR,2016/12/05,CHI,155,-175.0,216.5,6.5
308,SAS,2016/12/05,MIL,-240,200.0,203.5,5.0
309,BOS,2016/12/05,HOU,190,-220.0,219.5,4.5
310,CHA,2016/12/05,DAL,-165,145.0,190.0,4.0
311,UTA,2016/12/05,LAL,-180,160.0,197.5,2.5
312,IND,2016/12/05,GSW,1100,-2100.0,221.0,13.5
313,ORL,2016/12/06,WAS,130,-150.0,195.0,4.5
314,CHI,2016/12/06,DET,195,-230.0,198.0,4.0
315,NYK,2016/12/06,MIA,100,-120.0,202.5,2.0
316,PHI,2016/12/06,MEM,250,-300.0,195.0,8.5
317,SAS,2016/12/06,MIN,-180,160.0,206.0,4.0
318,PHX,2016/12/06,UTA,250,-300.0,204.0,9.0
319,DET,2016/12/07,CHA,190,-220.0,204.0,4.0
320,BOS,2016/12/07,ORL,-115,-105.0,200.5,3.0
321,DEN,2016/12/07,BKN,-185,165.0,221.0,4.5
322,MIA,2016/12/07,ATL,375,-450.0,198.0,6.5
323,LAL,2016/12/07,HOU,1000,-2000.0,222.0,11.5
324,CLE,2016/12/07,NYK,-380,320.0,217.0,7.0
325,POR,2016/12/07,MIL,105,-125.0,218.0,2.0
326,SAC,2016/12/07,DAL,-150,130.0,190.0,2.0
327,IND,2016/12/07,PHX,-170,150.0,217.0,3.0
328,GSW,2016/12/07,LAC,-165,145.0,223.0,3.5
329,DEN,2016/12/08,WAS,195,-230.0,218.0,5.0
330,MIN,2016/12/08,TOR,400,-500.0,215.5,8.0
331,POR,2016/12/08,MEM,-130,110.0,205.5,3.0
332,PHI,2016/12/08,NOP,205,-245.0,205.0,9.5
333,GSW,2016/12/08,UTA,-800,550.0,214.0,5.0
334,SAS,2016/12/08,CHI,-160,140.0,199.0,3.0
335,ORL,2016/12/09,CHA,240,-280.0,199.5,7.0
336,MIA,2016/12/09,CLE,600,-900.0,210.5,13.0
337,TOR,2016/12/09,BOS,120,-140.0,208.5,3.0
338,ATL,2016/12/09,MIL,135,-155.0,205.5,2.0
339,DET,2016/12/09,MIN,-155,135.0,204.0,1.0
340,HOU,2016/12/09,OKC,-120,100.0,224.0,1.0
341,IND,2016/12/09,DAL,-165,145.0,198.5,4.5
342,NYK,2016/12/09,SAC,190,-220.0,211.0,4.0
343,PHX,2016/12/09,LAL,105,-125.0,217.0,3.0
344,DEN,2016/12/10,ORL,-125,105.0,203.5,1.0
345,MIL,2016/12/10,WAS,160,-180.0,208.0,4.5
346,POR,2016/12/10,IND,-115,-105.0,216.0,1.0
347,CHA,2016/12/10,CLE,285,-350.0,212.0,7.5
348,DAL,2016/12/10,HOU,700,-1000.0,207.0,13.0
349,MIA,2016/12/10,CHI,380,-475.0,198.0,9.5
350,GSW,2016/12/10,MEM,-1300,800.0,209.0,10.5
351,BKN,2016/12/10,SAS,1050,-2650.0,212.0,14.5
352,SAC,2016/12/10,UTA,210,-260.0,198.5,7.0
353,NOP,2016/12/10,LAC,1000,-2000.0,203.5,13.0
354,PHI,2016/12/11,DET,700,-1000.0,199.5,12.5
355,BOS,2016/12/11,OKC,135,-155.0,209.0,4.5
356,GSW,2016/12/11,MIN,-520,400.0,223.0,9.5
357,NOP,2016/12/11,PHX,105,-125.0,208.0,4.5
358,NYK,2016/12/11,LAL,-140,120.0,217.5,2.0
359,CHA,2016/12/12,IND,-110,-110.0,210.5,0.0
360,MIL,2016/12/12,TOR,300,-360.0,211.5,8.5
361,WAS,2016/12/12,MIA,-115,-105.0,205.0,1.0
362,BKN,2016/12/12,HOU,750,-1200.0,227.5,15.0
363,DEN,2016/12/12,DAL,-155,135.0,203.5,1.0
364,LAL,2016/12/12,SAC,330,-400.0,214.0,7.0
365,POR,2016/12/12,LAC,425,-550.0,218.5,9.0
366,MEM,2016/12/13,CLE,900,-1600.0,203.0,12.5
367,ORL,2016/12/13,ATL,320,-380.0,197.5,6.5
368,MIN,2016/12/13,CHI,190,-220.0,208.0,7.0
369,GSW,2016/12/13,NOP,-800,550.0,224.5,10.0
370,NYK,2016/12/13,PHX,-135,115.0,221.0,3.5
371,OKC,2016/12/13,POR,125,-145.0,219.5,1.0
372,IND,2016/12/14,MIA,-115,-105.0,206.0,1.0
373,TOR,2016/12/14,PHI,-380,320.0,208.0,9.0
374,LAC,2016/12/14,ORL,-420,350.0,206.0,8.5
375,CHA,2016/12/14,WAS,-130,110.0,210.0,0.0
376,LAL,2016/12/14,BKN,-115,-105.0,226.0,0.0
377,CLE,2016/12/14,MEM,260,-310.0,203.0,7.5
378,SAC,2016/12/14,HOU,800,-1400.0,216.0,9.5
379,DET,2016/12/14,DAL,-220,190.0,192.0,4.0
380,OKC,2016/12/14,UTA,280,-340.0,199.0,4.0
381,BOS,2016/12/14,SAS,220,-260.0,201.5,7.5
382,IND,2016/12/15,NOP,139,-159.0,211.0,3.5
383,CHI,2016/12/15,MIL,-118,-102.0,206.5,2.5
384,SAS,2016/12/15,PHX,-355,290.0,210.0,8.5
385,POR,2016/12/15,DEN,125,-145.0,224.0,1.0
386,NYK,2016/12/15,GSW,1700,-5500.0,226.5,15.0
387,BKN,2016/12/16,ORL,240,-280.0,219.5,6.5
388,DET,2016/12/16,WAS,-120,100.0,202.0,0.0
389,ATL,2016/12/16,TOR,245,-290.0,213.0,7.5
390,CHA,2016/12/16,BOS,210,-250.0,206.0,7.5
391,MIL,2016/12/16,CHI,190,-220.0,206.5,4.5
392,SAC,2016/12/16,MEM,180,-210.0,194.5,4.0
393,NOP,2016/12/16,HOU,600,-900.0,220.0,10.0
394,LAL,2016/12/16,PHI,100,-120.0,207.5,1.0
395,LAC,2016/12/16,MIA,-400,330.0,206.5,6.5
396,DAL,2016/12/16,UTA,550,-800.0,188.0,11.0
397,PHX,2016/12/17,OKC,240,-280.0,214.5,8.0
398,IND,2016/12/17,DET,170,-190.0,200.0,4.0
399,LAL,2016/12/17,CLE,1400,-4000.0,218.5,17.0
400,CHA,2016/12/17,ATL,120,-140.0,206.5,2.0
401,HOU,2016/12/17,MIN,-140,120.0,221.0,4.5
402,NYK,2016/12/17,DEN,150,-170.0,217.5,2.0
403,POR,2016/12/17,GSW,900,-1600.0,232.0,14.0
404,LAC,2016/12/18,WAS,-215,185.0,216.0,5.0
405,BKN,2016/12/18,PHI,100,-120.0,217.5,3.5
406,BOS,2016/12/18,MIA,-170,150.0,203.0,4.5
407,TOR,2016/12/18,ORL,-230,190.0,218.5,6.0
408,UTA,2016/12/18,MEM,-115,-105.0,185.0,1.5
409,SAC,2016/12/18,DAL,-115,-105.0,195.5,1.0
410,NOP,2016/12/18,SAS,600,-900.0,200.0,12.0
411,WAS,2016/12/19,IND,175,-205.0,211.5,6.0
412,ATL,2016/12/19,OKC,135,-155.0,211.0,3.5
413,DET,2016/12/19,CHI,115,-135.0,195.0,4.0
414,PHX,2016/12/19,MIN,210,-260.0,216.0,5.5
415,DAL,2016/12/19,DEN,300,-365.0,205.5,9.0
416,NOP,2016/12/20,PHI,-155,135.0,207.0,1.0
417,LAL,2016/12/20,CHA,375,-450.0,213.5,9.5
418,BKN,2016/12/20,TOR,1100,-2500.0,225.0,16.0
419,ORL,2016/12/20,MIA,145,-165.0,197.5,2.5
420,IND,2016/12/20,NYK,170,-190.0,210.5,5.0
421,BOS,2016/12/20,MEM,-130,110.0,192.0,2.0
422,CLE,2016/12/20,MIL,-160,140.0,213.5,3.5
423,SAS,2016/12/20,HOU,-110,-110.0,212.5,2.0
424,POR,2016/12/20,SAC,-115,-105.0,215.0,3.0
425,DEN,2016/12/20,LAC,300,-360.0,214.0,8.5
426,UTA,2016/12/20,GSW,750,-1200.0,211.0,10.5
427,MIL,2016/12/21,CLE,255,-320.0,210.5,8.0
428,MEM,2016/12/21,DET,215,-265.0,185.0,5.5
429,MIN,2016/12/21,ATL,155,-175.0,212.0,5.0
430,WAS,2016/12/21,CHI,160,-180.0,208.0,5.0
431,OKC,2016/12/21,NOP,-125,105.0,210.0,1.0
432,HOU,2016/12/21,PHX,-245,205.0,223.0,7.0
433,SAC,2016/12/21,UTA,295,-360.0,192.5,7.0
434,DAL,2016/12/21,POR,205,-245.0,209.0,6.0
435,ORL,2016/12/22,NYK,160,-180.0,210.5,5.5
