,SEASON_YEAR,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,WPCT,SEASON_YEAR-,TEAM_ID-,TEAM_ABBREVIATION-,TEAM_NAME-,GAME_ID-,GAME_DATE-,MATCHUP-,WL-,MIN-,FGM-,FGA-,FG_PCT-,FG3M-,FG3A-,FG3_PCT-,FTM-,FTA-,FT_PCT-,OREB-,DREB-,REB-,AST-,TOV-,STL-,BLK-,BLKA-,PF-,PFD-,PTS-,PLUS_MINUS-,WPCT-,Away,Date,Home,MLA,MLH,OU,Spread
0,2020-21,1610612747,LAL,Los Angeles Lakers,22000002,2020-12-22,LAL vs. LAC,L,48.0,0.8912473794549262,1.8390111809923126,0.4843333333333334,0.23181840870520118,0.6530647898572426,0.353968253968254,0.36017520215633425,0.4932115403813516,0.728968253968254,0.2204003194569232,0.7381014774882698,0.9585017969451934,0.5373677248677249,0.31376659678546465,0.17830937406409103,0.1418526005790157,0.07761804931616254,0.42822202256164515,0.44496231406608777,2.270833333333333,-7.0,0.7949631034375021,2020-21,1610612746,LAC,LA Clippers,22000002,2020-12-22T00:00:00,LAC @ LAL,W,48.0,0.8095487670959373,1.8217842168313865,0.4444603174603174,0.23400843565937912,0.6846049216332236,0.34009523809523806,0.3673567435359888,0.474455924927623,0.7766984126984126,0.20304856743535987,0.6750212139363085,0.8780697813716681,0.4824111510432264,0.32496630727762804,0.16953678746131579,0.07761804931616254,0.1418526005790157,0.44496231406608777,0.42822202256164515,2.4166666666666665,7.0,0.49528258417971566,LAC,2020-12-22,LAL,115,-135.0,223.0,-2.5
1,2020-21,1610612751,BKN,Brooklyn Nets,22000001,2020-12-22,BKN vs. GSW,W,48.0,0.8224560239779876,1.8516853380503147,0.44485937500000017,0.26497395833333337,0.778879225628931,0.34328125000000004,0.36889494889937113,0.49617359473270445,0.7453593749999998,0.223055473663522,0.7737691627358491,0.9968246363993709,0.4955716882861635,0.31931136988993714,0.13324243317610068,0.09360873624213839,0.1098233588836478,0.424380896226415,0.42891976218553474,2.6041666666666665,26.0,0.4547693869256323,2020-21,1610612744,GSW,Golden State Warriors,22000001,2020-12-22T00:00:00,GSW @ BKN,L,48.0,0.8483441430817611,1.9179257566823897,0.44284375,0.249269113600629,0.7117236635220128,0.34915625000000006,0.3462006191037735,0.4541322720125785,0.7522499999999999,0.22110234866352196,0.7239276238207546,0.9450299724842769,0.46198162342767296,0.2598884630503145,0.15966489779874207,0.1098233588836478,0.09360873624213839,0.42891976218553474,0.424380896226415,2.0625,-26.0,0.49294556468523576,GSW,2020-12-22,BKN,265,-320.0,228.0,-5.5
0,2020-21,1610612744,GSW,Golden State Warriors,22000001,2020-12-22,GSW @ BKN,L,48.0,0.797774552491534,1.820996613449444,0.43903076923076934,0.21546323173681664,0.6458393807450413,0.3317538461538463,0.3859579100145138,0.4805152394775036,0.8001846153846154,0.20540638606676345,0.679934687953556,0.8853410740203194,0.5287191582002905,0.3086115142718915,0.16976294146105464,0.09486574746008711,0.10167513304305759,0.41462264150943384,0.41599540396710205,2.0625,-26.0,0.2076868730508244,2020-21,1610612751,BKN,Brooklyn Nets,22000001,2020-12-22T00:00:00,BKN vs. GSW,W,48.0,0.8723028543783262,1.8311260280599906,0.4782307692307693,0.2797351233671988,0.7193880019351716,0.3892923076923077,0.3534349298500241,0.45165699080793414,0.7806153846153847,0.20977261731978702,0.7497097242380261,0.9594823415578131,0.5403906627963231,0.32319182389937107,0.1707063376874698,0.10167513304305759,0.09486574746008711,0.41599540396710205,0.41462264150943384,2.6041666666666665,26.0,0.5213268362186945,GSW,2020-12-22,BKN,265,-320.0,228.0,5.5
1,2020-21,1610612746,LAC,LA Clippers,22000002,2020-12-22,LAC @ LAL,W,48.0,0.8634081120554111,1.8591344068531777,0.46528125000000015,0.25211577952179576,0.6877344512443072,0.3655,0.430890465734114,0.5439815285458687,0.7929999999999998,0.2269744310480372,0.7673345667967905,0.9943089978448276,0.4948799829890479,0.306338401038278,0.14784448872261982,0.10267799657070054,0.10181537695185425,0.4570172718770332,0.4730133275048797,2.4166666666666665,7.0,0.6976699593950514,2020-21,1610612747,LAL,Los Angeles Lakers,22000002,2020-12-22T00:00:00,LAL vs. LAC,L,48.0,0.8165278173118631,1.8712337430194108,0.4372500000000002,0.2486212487800911,0.7302542069914335,0.3407343750000001,0.39204653274777707,0.5145776997261982,0.7588125000000001,0.22529133796898715,0.7178098653356108,0.9431012033045978,0.48885223514422027,0.2941782812161136,0.1628940559938191,0.10181537695185425,0.10267799657070054,0.4730133275048797,0.4570172718770332,2.270833333333333,-7.0,0.4848576494298124,LAC,2020-12-22,LAL,115,-135.0,223.0,2.5
13,2020-21,1610612763,MEM,Memphis Grizzlies,22000017,2020-12-23,MEM vs. SAS,L,48.0,0.8891932752781815,1.8920778906627962,0.47172307692307686,0.22714078374455726,0.6461175616835994,0.3487999999999998,0.33689525882922106,0.4428338171262699,0.7595076923076923,0.2173863086598936,0.7542089985486212,0.9715953072085147,0.5621432027092403,0.31758587324625054,0.16639453313981623,0.11604378326076441,0.111066763425254,0.43309748427672945,0.41055273343009185,2.4791666666666665,-12.0,0.3823318626847634,2020-21,1610612759,SAS,San Antonio Spurs,22000017,2020-12-23T00:00:00,SAS @ MEM,W,48.0,0.8489900822447991,1.8870101596516695,0.4509538461538461,0.2658925979680696,0.7316521528785679,0.36458461538461545,0.40101596516690846,0.510099177552008,0.783630769230769,0.2176161103047896,0.7173197871311077,0.9349358974358974,0.5167815674891149,0.30301161103047897,0.16456216739235605,0.111066763425254,0.11604378326076441,0.41055273343009185,0.43309748427672945,2.7291666666666665,12.0,0.5129508317377002,SAS,2020-12-23,MEM,110,-130.0,231.5,-3.0
11,2020-21,1610612739,CLE,Cleveland Cavaliers,22000010,2020-12-23,CLE vs. CHA,W,48.0,0.8324685534591193,1.8175193517174646,0.45983076923076915,0.231047411707789,0.6582910014513788,0.3478153846153846,0.31210087082728594,0.41124213836477996,0.7574000000000002,0.22403846153846152,0.6906204644412193,0.914658925979681,0.4768081761006289,0.34152152878567954,0.1422714078374456,0.0669932268988873,0.13102322206095793,0.37768505079825837,0.4056664247701984,2.520833333333333,7.0,0.2880125257633525,2020-21,1610612766,CHA,Charlotte Hornets,22000010,2020-12-23T00:00:00,CHA @ CLE,L,48.0,0.9067065795839376,1.847986211901306,0.4914615384615385,0.25627116594097726,0.6829281567489112,0.37315384615384617,0.30327769714562175,0.3954704886308662,0.7588923076923075,0.20143323657474604,0.6851536042573779,0.8865868408321237,0.540771649733914,0.268577648766328,0.19493226898887275,0.13102322206095793,0.0669932268988873,0.4056664247701984,0.37768505079825837,2.375,-7.0,0.5148346655515016,CHA,2020-12-23,CLE,-140,120.0,215.0,1.0
12,2020-21,1610612761,TOR,Toronto Raptors,22000014,2020-12-23,TOR vs. NOP,L,48.0,0.8400771422955975,1.832344487028302,0.45948437499999994,0.2849228577044024,0.7662760416666666,0.3745625,0.37442266116352196,0.46773044418239,0.7999062499999998,0.19960568985849053,0.7359534689465408,0.9355591588050314,0.5252063679245284,0.29900009827044033,0.1831515330188679,0.10225039308176101,0.10943027712264156,0.4451835200471699,0.4124963148584905,2.0625,-14.0,0.7080778354421222,2020-21,1610612740,NOP,New Orleans Pelicans,22000014,2020-12-23T00:00:00,NOP @ TOR,W,48.0,0.7851132566823897,1.8310424036949684,0.429796875,0.2684502751572328,0.7967828714622643,0.33684374999999994,0.3661986536949686,0.47649493907232704,0.7669531249999999,0.23082498034591198,0.7268081761006291,0.9576331564465409,0.5297513757861637,0.3485284001572328,0.14616499606918243,0.10943027712264156,0.10225039308176101,0.4124963148584905,0.4451835200471699,2.3541666666666665,14.0,0.463884358963775,NOP,2020-12-23,TOR,150,-170.0,230.0,-5.0
2,2020-21,1610612757,POR,Portland Trail Blazers,22000020,2020-12-23,POR vs. UTA,L,48.0,0.8695087669144272,1.8872331808652558,0.4623787878787878,0.2609050409757957,0.7009005145797599,0.3699242424242426,0.35996760053363813,0.4509243377167906,0.794090909090909,0.20939346293119881,0.7344673146559939,0.9438607775871927,0.41957904516866795,0.26996974461597106,0.12616137793024584,0.12913927005908135,0.1040951972555746,0.44448613493424804,0.40946612349914246,2.083333333333333,-20.0,0.4157054437622637,2020-21,1610612762,UTA,Utah Jazz,22000020,2020-12-23T00:00:00,UTA @ POR,W,48.0,0.8634815132456646,1.912956213074138,0.4524242424242424,0.2759195730893844,0.7319241947779686,0.3731969696969696,0.3909436344577854,0.5055448351438916,0.7760757575757575,0.24531875357347052,0.7410484562607206,0.9863672098341907,0.5139484467314653,0.26440704211930627,0.1421407470935773,0.1040951972555746,0.12913927005908135,0.40946612349914246,0.44448613493424804,2.5,20.0,0.5121092857046157,UTA,2020-12-23,POR,-130,110.0,229.0,1.5
3,2020-21,1610612738,BOS,Boston Celtics,22000003,2020-12-23,BOS vs. MIL,W,48.0,0.8510883027678376,1.851653357799285,0.46034375000000005,0.2562249240945565,0.7063007871801128,0.36435937499999993,0.3775946361282803,0.471436976455758,0.8028749999999998,0.22055593112936453,0.7296883048010192,0.9502442359303838,0.47148907673227075,0.281894476184667,0.17071269789633486,0.11576977946757758,0.11461785506126655,0.44159135423443946,0.42533119679841674,2.5416666666666665,1.0,0.718632037438156,2020-21,1610612749,MIL,Milwaukee Bucks,22000003,2020-12-23T00:00:00,MIL @ BOS,L,48.0,0.7921436171654738,1.7928325691959455,0.4423437499999999,0.24341270365701592,0.7115588911027977,0.34239062500000006,0.37976526919323345,0.49896752500813274,0.7568437499999999,0.21095634928703103,0.7032929492653437,0.9142492985523749,0.45917710366514847,0.31659537823953576,0.14406721867545,0.11461785506126655,0.11576977946757758,0.42533119679841674,0.44159135423443946,2.520833333333333,-1.0,0.487774387336376,MIL,2020-12-23,BOS,-190,170.0,226.0,2.5
10,2020-21,1610612741,CHI,Chicago Bulls,22000015,2020-12-23,CHI vs. ATL,L,48.0,0.8210812772133527,1.8388727624576684,0.4478923076923078,0.25325955491049823,0.7282051282051283,0.34796923076923075,0.3208333333333333,0.42492743105950664,0.7518923076923076,0.21725326560232222,0.6510522496371555,0.8683055152394773,0.48182752781809374,0.32060353168843736,0.20812772133526847,0.08463352685050796,0.12274431543299469,0.45198959845186243,0.3976354620222545,2.1666666666666665,-20.0,0.337307743805682,2020-21,1610612737,ATL,Atlanta Hawks,22000015,2020-12-23T00:00:00,ATL @ CHI,W,48.0,0.8196903725205611,1.7113388969521046,0.4800153846153846,0.23172472181906142,0.6560595065312049,0.3531692307692308,0.4088594581519109,0.5390239477503629,0.7610461538461539,0.2104196903725206,0.7336236090953069,0.9440432994678276,0.5277818093855828,0.37887639090469283,0.1691158684083212,0.12274431543299469,0.08463352685050796,0.3976354620222545,0.45198959845186243,2.583333333333333,20.0,0.47767927415399614,ATL,2020-12-23,CHI,-130,110.0,227.0,1.5
