,Away,Date,Home,MLA,MLH,OU,Spread
52,ORL,2014-11-04,CHI,460,-600.0,188.5,13.0
53,CHA,2014-11-04,NOP,155,-180.0,191.5,3.0
54,CLE,2014-11-04,POR,-140,120.0,200.5,1.5
55,PHX,2014-11-04,LAL,-250,210.0,215.0,6.0
56,ORL,2014-11-05,PHI,-145,125.0,195.0,1.0
57,MIA,2014-11-05,CHA,105,-125.0,192.5,2.5
58,TOR,2014-11-05,BOS,110,-130.0,204.0,0.0
59,MIN,2014-11-05,BKN,180,-210.0,205.0,5.0
60,NYK,2014-11-05,DET,155,-180.0,190.0,4.0
61,IND,2014-11-05,WAS,405,-525.0,193.5,8.5
62,CHI,2014-11-05,MIL,-210,180.0,193.5,7.0
63,ATL,2014-11-05,SAS,315,-385.0,203.0,8.5
64,MEM,2014-11-05,PHX,100,-120.0,195.0,1.0
65,CLE,2014-11-05,UTA,-230,195.0,202.0,6.0
66,DEN,2014-11-05,SAC,135,-160.0,202.5,2.0
67,LAC,2014-11-05,GSW,178,-208.0,208.5,3.5
68,SAS,2014-11-06,HOU,245,-295.0,201.5,3.0
69,DAL,2014-11-06,POR,110,-130.0,206.5,3.0
70,ATL,2014-11-07,CHA,105,-125.0,191.0,3.0
71,MIN,2014-11-07,ORL,-180,155.0,200.5,4.0
72,CHI,2014-11-07,PHI,-600,460.0,190.5,11.5
73,IND,2014-11-07,BOS,195,-230.0,194.0,5.5
74,NYK,2014-11-07,BKN,210,-250.0,192.5,5.5
75,MIL,2014-11-07,DET,176,-205.0,193.5,5.5
76,WAS,2014-11-07,TOR,145,-170.0,197.0,4.5
77,MEM,2014-11-07,OKC,-315,260.0,185.5,7.5
78,SAC,2014-11-07,PHX,175,-205.0,205.5,4.0
79,DAL,2014-11-07,UTA,-150,130.0,207.0,3.5
80,CLE,2014-11-07,DEN,-276,231.0,206.0,5.0
81,POR,2014-11-08,LAC,161,-190.0,207.0,3.5
82,WAS,2014-11-08,IND,-165,140.0,185.5,3.5
83,NYK,2014-11-08,ATL,240,-290.0,192.0,6.0
84,MIN,2014-11-08,MIA,294,-359.0,203.0,6.5
85,BOS,2014-11-08,CHI,380,-475.0,193.0,10.0
86,GSW,2014-11-08,HOU,-160,135.0,207.0,4.0
87,MEM,2014-11-08,MIL,-200,170.0,184.5,6.0
88,NOP,2014-11-08,SAS,265,-325.0,195.0,7.5
89,ORL,2014-11-09,BKN,354,-448.0,197.0,9.0
90,UTA,2014-11-09,DET,150,-175.0,196.0,4.5
91,SAC,2014-11-09,OKC,-130,110.0,194.0,3.5
92,PHI,2014-11-09,TOR,900,-1600.0,202.0,14.5
93,MIA,2014-11-09,DAL,300,-365.0,207.5,6.5
94,GSW,2014-11-09,PHX,125,-145.0,210.0,1.0
95,DEN,2014-11-09,POR,355,-450.0,208.0,8.5
96,CHA,2014-11-09,LAL,-135,115.0,205.0,4.0
97,NOP,2014-11-10,CLE,210,-250.0,201.5,7.0
98,UTA,2014-11-10,IND,135,-160.0,191.0,2.0
99,ATL,2014-11-10,NYK,-130,110.0,195.0,1.0
100,DET,2014-11-10,CHI,430,-550.0,191.5,9.0
101,SAS,2014-11-10,LAC,115,-135.0,203.5,2.5
102,ORL,2014-11-11,TOR,525,-700.0,201.5,11.0
103,LAL,2014-11-11,MEM,490,-640.0,196.5,11.5
104,OKC,2014-11-11,MIL,110,-130.0,187.5,4.5
105,SAC,2014-11-11,DAL,305,-375.0,206.0,7.5
106,CHA,2014-11-11,POR,240,-290.0,197.5,8.0
107,SAS,2014-11-11,GSW,280,-340.0,201.0,5.5
108,DET,2014-11-12,WAS,230,-275.0,189.0,7.5
109,UTA,2014-11-12,ATL,264,-324.0,198.0,8.0
110,OKC,2014-11-12,BOS,270,-330.0,198.0,6.0
111,IND,2014-11-12,MIA,325,-400.0,190.5,8.0
112,ORL,2014-11-12,NYK,220,-265.0,192.5,7.5
113,LAL,2014-11-12,NOP,525,-700.0,208.0,10.5
114,POR,2014-11-12,DEN,130,-150.0,207.0,1.0
115,BKN,2014-11-12,PHX,160,-185.0,207.0,4.5
116,CHI,2014-11-13,TOR,120,-140.0,194.5,2.0
117,SAC,2014-11-13,MEM,195,-235.0,192.0,6.5
118,PHI,2014-11-13,DAL,1000,-1700.0,207.5,15.0
119,BKN,2014-11-13,GSW,455,-605.0,205.0,8.5
120,MIL,2014-11-14,ORL,125,-145.0,192.5,2.0
121,DEN,2014-11-14,IND,120,-140.0,194.5,2.5
122,MIA,2014-11-14,ATL,174,-204.0,196.0,3.0
123,UTA,2014-11-14,NYK,145,-170.0,193.5,3.0
124,CLE,2014-11-14,BOS,-249,209.0,211.0,5.0
125,MIN,2014-11-14,NOP,305,-375.0,204.0,6.5
126,PHI,2014-11-14,HOU,1400,-4000.0,204.5,16.5
127,DET,2014-11-14,OKC,135,-160.0,190.5,2.5
128,CHA,2014-11-14,PHX,220,-265.0,201.0,5.5
129,SAS,2014-11-14,LAL,-400,325.0,208.5,7.5
130,ORL,2014-11-15,WAS,378,-473.0,195.0,9.5
131,UTA,2014-11-15,TOR,528,-730.0,198.5,10.0
132,ATL,2014-11-15,CLE,250,-300.0,205.5,7.5
133,IND,2014-11-15,CHI,355,-440.0,187.0,9.5
134,DET,2014-11-15,MEM,380,-480.0,188.0,9.5
135,MIN,2014-11-15,DAL,576,-801.0,208.5,10.5
136,SAS,2014-11-15,SAC,-120,100.0,197.5,2.5
137,BKN,2014-11-15,POR,115,-135.0,208.0,6.0
138,CHA,2014-11-15,GSW,525,-700.0,202.0,10.0
139,PHX,2014-11-15,LAC,251,-301.0,210.5,6.5
140,DEN,2014-11-16,NYK,110,-130.0,202.0,1.0
141,MIL,2014-11-16,MIA,180,-210.0,189.5,4.5
142,HOU,2014-11-16,OKC,-209,179.0,193.5,5.0
143,GSW,2014-11-16,LAL,-410,330.0,211.0,7.5
144,DEN,2014-11-17,CLE,650,-900.0,217.5,11.5
145,DAL,2014-11-17,CHA,-175,155.0,198.5,1.5
146,ORL,2014-11-17,DET,170,-195.0,190.5,4.5
147,MIA,2014-11-17,BKN,290,-360.0,196.0,5.5
148,PHX,2014-11-17,BOS,-125,105.0,214.5,0.0
149,HOU,2014-11-17,MEM,160,-185.0,190.0,2.5
150,PHI,2014-11-17,SAS,2320,-4820.0,197.0,17.0
151,NOP,2014-11-17,POR,140,-160.0,204.0,4.0
152,CHI,2014-11-17,LAC,250,-310.0,197.0,4.0
153,LAL,2014-11-18,ATL,345,-425.0,211.0,9.0
154,NYK,2014-11-18,MIL,105,-125.0,191.5,4.0
155,OKC,2014-11-18,UTA,130,-150.0,189.0,3.5
156,NOP,2014-11-18,SAC,130,-150.0,199.0,2.0
157,DAL,2014-11-19,WAS,-145,125.0,200.0,1.0
158,SAS,2014-11-19,CLE,105,-125.0,200.5,2.5
159,LAC,2014-11-19,ORL,-205,175.0,203.5,5.0
160,BOS,2014-11-19,PHI,-250,210.0,208.5,6.0
161,CHA,2014-11-19,IND,115,-135.0,184.0,2.0
162,PHX,2014-11-19,DET,-145,125.0,205.5,2.0
163,MIL,2014-11-19,BKN,235,-285.0,196.0,6.5
164,MEM,2014-11-19,TOR,215,-255.0,195.0,3.0
165,NYK,2014-11-19,MIN,-105,-115.0,205.0,1.5
166,OKC,2014-11-19,DEN,270,-330.0,196.0,5.5
167,LAL,2014-11-19,HOU,450,-600.0,210.0,13.0
168,LAC,2014-11-20,MIA,-180,155.0,198.5,3.5
169,CHI,2014-11-20,SAC,126,-145.0,196.5,1.0
170,PHX,2014-11-21,PHI,-470,370.0,205.0,10.0
171,ORL,2014-11-21,CHA,155,-175.0,187.5,4.5
172,DET,2014-11-21,ATL,210,-250.0,197.5,6.5
173,MIL,2014-11-21,TOR,340,-430.0,196.0,8.5
174,CLE,2014-11-21,WAS,-125,105.0,204.5,1.0
175,BOS,2014-11-21,MEM,225,-275.0,199.0,7.5
176,SAS,2014-11-21,MIN,-780,580.0,199.0,8.0
177,BKN,2014-11-21,OKC,105,-119.0,190.0,0.0
178,LAL,2014-11-21,DAL,485,-635.0,217.0,10.5
179,NOP,2014-11-21,DEN,-145,125.0,211.0,1.5
180,UTA,2014-11-21,GSW,665,-915.0,209.5,12.5
181,CHI,2014-11-21,POR,305,-385.0,196.0,6.5
182,MIA,2014-11-22,ORL,-125,105.0,192.0,1.0
183,PHX,2014-11-22,IND,-135,115.0,196.0,1.5
184,TOR,2014-11-22,CLE,130,-150.0,209.0,4.5
185,PHI,2014-11-22,NYK,600,-900.0,197.0,12.0
186,SAC,2014-11-22,MIN,-450,355.0,208.0,6.0
187,DAL,2014-11-22,HOU,-180,155.0,201.5,3.0
188,BKN,2014-11-22,SAS,500,-650.0,195.0,9.5
189,WAS,2014-11-22,MIL,-160,135.0,195.5,1.5
190,NOP,2014-11-22,UTA,-140,120.0,204.0,3.0
191,POR,2014-11-23,BOS,-195,166.0,214.0,5.0
192,CHA,2014-11-23,MIA,100,-120.0,187.0,2.5
193,LAC,2014-11-23,MEM,110,-130.0,198.0,3.0
194,GSW,2014-11-23,OKC,-375,305.0,194.0,8.0
195,DEN,2014-11-23,LAL,-130,110.0,218.5,2.0
196,ORL,2014-11-24,CLE,470,-650.0,201.5,10.0
197,POR,2014-11-24,PHI,-1200,800.0,204.5,13.5
198,LAC,2014-11-24,CHA,-190,160.0,198.0,4.0
199,PHX,2014-11-24,TOR,165,-200.0,208.0,6.0
200,NYK,2014-11-24,HOU,220,-260.0,195.0,9.0
201,IND,2014-11-24,DAL,1000,-1800.0,197.0,12.5
202,CHI,2014-11-24,UTA,-165,145.0,192.0,1.0
203,ATL,2014-11-25,WAS,150,-175.0,200.5,4.5
204,GSW,2014-11-25,MIA,-350,290.0,198.0,5.0
205,DET,2014-11-25,MIL,144,-169.0,191.5,3.5
206,SAC,2014-11-25,NOP,210,-250.0,203.5,3.5
207,CHI,2014-11-25,DEN,166,-195.0,201.5,2.0
208,BKN,2014-11-26,PHI,-320,265.0,199.0,8.5
209,WAS,2014-11-26,CLE,290,-355.0,198.5,5.0
210,GSW,2014-11-26,ORL,-395,320.0,202.5,8.0
211,POR,2014-11-26,CHA,-265,220.0,196.0,6.0
212,LAC,2014-11-26,DET,-425,345.0,199.5,7.0
213,TOR,2014-11-26,ATL,-165,140.0,204.5,2.0
214,NYK,2014-11-26,DAL,900,-1600.0,198.0,13.0
215,MIL,2014-11-26,MIN,-115,-105.0,204.0,3.0
216,SAC,2014-11-26,HOU,180,-215.0,194.5,4.5
217,UTA,2014-11-26,OKC,161,-190.0,184.0,3.5
218,IND,2014-11-26,SAS,900,-1400.0,189.0,12.5
219,DEN,2014-11-26,PHX,260,-315.0,214.0,7.0
220,MEM,2014-11-26,LAL,-325,265.0,199.5,7.0
221,CHI,2014-11-28,BOS,-170,150.0,204.0,3.5
222,GSW,2014-11-28,CHA,-410,330.0,201.0,8.0
223,NOP,2014-11-28,ATL,120,-140.0,205.0,2.5
224,DAL,2014-11-28,TOR,145,-165.0,209.0,3.5
225,MIL,2014-11-28,DET,115,-135.0,188.5,3.0
226,ORL,2014-11-28,IND,180,-210.0,190.0,6.0
227,LAC,2014-11-28,HOU,-185,160.0,195.5,3.0
228,NYK,2014-11-28,OKC,300,-370.0,187.0,8.0
229,SAC,2014-11-28,SAS,530,-705.0,194.5,8.0
230,PHX,2014-11-28,DEN,110,-130.0,218.0,1.0
231,MEM,2014-11-28,POR,145,-165.0,193.0,4.0
232,MIN,2014-11-28,LAL,195,-230.0,215.0,6.0
233,NOP,2014-11-29,WAS,150,-170.0,200.5,4.5
234,DAL,2014-11-29,PHI,-1050,720.0,206.0,13.0
235,IND,2014-11-29,CLE,410,-530.0,195.5,9.5
236,CHA,2014-11-29,ATL,245,-300.0,199.0,7.0
237,HOU,2014-11-29,MIL,140,-160.0,190.0,0.0
238,LAC,2014-11-29,UTA,-220,180.0,200.5,5.5
239,SAS,2014-11-30,BOS,-375,315.0,203.0,7.0
240,CHI,2014-11-30,BKN,-140,120.0,195.0,2.5
241,GSW,2014-11-30,DET,-445,365.0,200.0,8.0
242,MEM,2014-11-30,SAC,-200,165.0,193.5,0.0
243,MIA,2014-11-30,NYK,-150,130.0,191.0,3.0
244,ORL,2014-11-30,PHX,395,-500.0,207.0,10.5
245,MIN,2014-11-30,POR,950,-1500.0,210.0,14.0
246,TOR,2014-11-30,LAL,-300,245.0,211.5,6.5
247,MIA,2014-12-01,WAS,165,-200.0,189.5,5.5
248,SAS,2014-12-01,PHI,-850,575.0,195.5,14.5
249,DEN,2014-12-01,UTA,-175,155.0,209.0,1.0
250,MIN,2014-12-01,LAC,1100,-2500.0,214.5,14.0
251,MIL,2014-12-02,CLE,525,-725.0,201.5,10.5
252,BOS,2014-12-02,ATL,240,-290.0,211.0,6.5
253,LAL,2014-12-02,DET,105,-125.0,203.5,2.5
254,BKN,2014-12-02,NYK,-120,100.0,187.5,0.0
255,OKC,2014-12-02,NOP,-160,135.0,197.0,2.0
256,DAL,2014-12-02,CHI,100,-120.0,202.5,1.5
257,POR,2014-12-02,DEN,-165,140.0,213.5,2.0
258,IND,2014-12-02,PHX,180,-210.0,196.0,6.5
259,TOR,2014-12-02,SAC,-145,125.0,202.5,0.0
260,ORL,2014-12-02,GSW,1000,-2000.0,202.5,13.5
261,CHI,2014-12-03,CHA,-165,145.0,191.5,3.5
262,LAL,2014-12-03,WAS,360,-450.0,207.5,8.5
263,DET,2014-12-03,BOS,170,-195.0,203.0,4.0
264,SAS,2014-12-03,BKN,-445,355.0,193.0,7.0
265,ATL,2014-12-03,MIA,170,-195.0,200.0,3.5
266,DAL,2014-12-03,MIL,-170,150.0,204.5,4.5
267,MEM,2014-12-03,HOU,-205,175.0,188.5,5.0
268,PHI,2014-12-03,MIN,235,-285.0,209.5,6.5
269,TOR,2014-12-03,UTA,-170,150.0,203.0,5.5
270,ORL,2014-12-03,LAC,1435,-2285.0,202.5,13.5
271,CLE,2014-12-04,NYK,-360,300.0,198.0,7.5
272,IND,2014-12-04,POR,345,-425.0,195.5,8.5
273,NOP,2014-12-04,GSW,400,-500.0,206.0,7.5
274,DEN,2014-12-05,WAS,165,-190.0,205.5,5.5
275,OKC,2014-12-05,PHI,-1380,980.0,198.5,13.0
276,NYK,2014-12-05,CHA,170,-195.0,189.0,3.5
277,ATL,2014-12-05,BKN,-120,100.0,201.0,1.0
278,CLE,2014-12-05,TOR,165,-190.0,205.5,3.0
279,LAL,2014-12-05,BOS,135,-155.0,217.0,4.0
280,SAS,2014-12-05,MEM,100,-120.0,192.0,1.5
281,HOU,2014-12-05,MIN,-330,270.0,204.0,6.0
282,PHX,2014-12-05,DAL,200,-235.0,216.0,5.5
283,MIA,2014-12-05,MIL,-125,105.0,196.0,1.5
284,ORL,2014-12-05,UTA,180,-210.0,193.5,5.0
285,IND,2014-12-05,SAC,130,-150.0,193.0,2.0
286,PHI,2014-12-06,DET,420,-550.0,193.0,8.5
287,PHX,2014-12-06,HOU,-135,115.0,203.5,1.5
288,GSW,2014-12-06,CHI,-130,110.0,200.5,1.0
289,MIN,2014-12-06,SAS,865,-1350.0,204.5,12.5
290,ORL,2014-12-06,SAC,205,-245.0,193.5,6.5
291,NOP,2014-12-06,LAC,385,-475.0,207.0,8.5
292,WAS,2014-12-07,BOS,-175,155.0,208.0,4.0
293,DEN,2014-12-07,ATL,210,-250.0,213.5,4.5
294,OKC,2014-12-07,DET,-550,420.0,193.0,9.0
295,MIA,2014-12-07,MEM,320,-385.0,193.5,9.0
296,MIL,2014-12-07,DAL,380,-470.0,208.5,8.5
297,POR,2014-12-07,NYK,-275,235.0,194.0,7.0
298,NOP,2014-12-07,LAL,-145,125.0,210.0,3.0
299,BOS,2014-12-08,WAS,355,-445.0,204.5,8.0
300,ATL,2014-12-08,IND,-105,-115.0,194.0,1.0
301,CLE,2014-12-08,BKN,-425,335.0,198.0,7.0
302,DEN,2014-12-08,TOR,430,-555.0,215.0,9.0
303,GSW,2014-12-08,MIN,-1860,1310.0,215.0,13.0
304,UTA,2014-12-08,SAC,185,-220.0,197.0,5.0
305,PHX,2014-12-08,LAC,290,-360.0,216.0,7.5
306,TOR,2014-12-09,CLE,225,-265.0,206.0,5.5
307,POR,2014-12-09,DET,-400,325.0,195.5,7.5
308,DAL,2014-12-09,MEM,130,-150.0,203.5,4.0
309,NYK,2014-12-09,NOP,235,-280.0,196.5,7.5
310,MIL,2014-12-09,OKC,450,-610.0,198.0,8.5
311,SAS,2014-12-09,UTA,-545,420.0,195.0,7.0
312,MIA,2014-12-09,PHX,160,-190.0,201.5,5.5
313,SAC,2014-12-09,LAL,145,-165.0,208.0,2.0
314,LAC,2014-12-10,IND,-280,230.0,200.0,6.0
315,WAS,2014-12-10,ORL,-225,190.0,194.5,5.0
316,BOS,2014-12-10,CHA,130,-150.0,203.0,2.0
317,PHI,2014-12-10,ATL,880,-1230.0,202.0,13.5
318,NYK,2014-12-10,SAS,440,-565.0,193.0,9.5
319,BKN,2014-12-10,CHI,530,-705.0,194.0,11.5
320,POR,2014-12-10,MIN,-655,505.0,207.0,10.0
321,NOP,2014-12-10,DAL,265,-325.0,210.0,7.0
322,MIA,2014-12-10,DEN,195,-230.0,204.0,4.0
323,HOU,2014-12-10,GSW,375,-500.0,201.0,11.0
324,CLE,2014-12-11,OKC,265,-315.0,201.0,2.5
325,HOU,2014-12-11,SAC,-115,-105.0,198.0,0.0
326,POR,2014-12-12,CHI,110,-130.0,198.0,2.0
327,LAC,2014-12-12,WAS,-135,115.0,205.0,2.5
328,NYK,2014-12-12,BOS,230,-275.0,201.0,7.0
329,ORL,2014-12-12,ATL,380,-475.0,196.5,8.5
330,IND,2014-12-12,TOR,355,-450.0,197.5,10.0
331,PHI,2014-12-12,BKN,245,-295.0,194.5,8.0
332,CHA,2014-12-12,MEM,460,-610.0,193.0,11.0
333,OKC,2014-12-12,MIN,-410,330.0,206.5,8.5
334,CLE,2014-12-12,NOP,105,-125.0,200.0,1.0
335,MIA,2014-12-12,UTA,105,-125.0,191.0,1.5
336,DET,2014-12-12,PHX,405,-525.0,200.0,10.0
337,LAL,2014-12-12,SAS,750,-1100.0,206.0,12.5
338,GSW,2014-12-13,DAL,100,-120.0,214.5,2.0
339,ATL,2014-12-13,ORL,-150,130.0,194.5,3.5
340,POR,2014-12-13,IND,-205,175.0,191.5,4.5
341,BKN,2014-12-13,CHA,155,-180.0,190.5,2.5
342,MEM,2014-12-13,PHI,-615,465.0,196.0,11.5
343,LAC,2014-12-13,MIL,-235,200.0,207.5,5.0
344,DEN,2014-12-13,HOU,250,-310.0,206.5,7.0
345,DET,2014-12-13,SAC,185,-225.0,194.0,7.0
346,UTA,2014-12-14,WAS,520,-750.0,195.0,10.0
347,CHI,2014-12-14,MIA,-290,240.0,196.0,2.5
348,GSW,2014-12-14,NOP,-280,235.0,207.0,5.0
349,LAL,2014-12-14,MIN,-165,145.0,214.0,3.0
350,PHX,2014-12-14,OKC,260,-320.0,209.5,6.5
351,TOR,2014-12-14,NYK,-290,240.0,201.5,5.5
352,SAS,2014-12-14,DEN,-200,165.0,205.0,3.5
353,CHA,2014-12-15,CLE,505,-705.0,197.5,11.0
354,BOS,2014-12-15,PHI,-220,185.0,204.5,4.5
355,LAL,2014-12-15,IND,180,-215.0,199.0,6.0
356,ORL,2014-12-15,TOR,240,-290.0,198.0,9.0
357,CHI,2014-12-15,ATL,115,-135.0,199.5,1.5
358,MIL,2014-12-15,PHX,180,-215.0,211.5,5.0
359,SAS,2014-12-15,POR,355,-450.0,193.0,6.0
360,DET,2014-12-15,LAC,600,-900.0,203.0,13.0
361,MIN,2014-12-16,WAS,750,-1100.0,201.0,13.0
362,MIA,2014-12-16,BKN,215,-260.0,187.5,6.0
363,DAL,2014-12-16,NYK,-350,290.0,204.0,6.5
364,UTA,2014-12-16,NOP,435,-575.0,198.5,8.0
365,GSW,2014-12-16,MEM,135,-160.0,201.5,2.5
366,OKC,2014-12-16,SAC,-390,315.0,206.0,7.0
367,ATL,2014-12-17,CLE,250,-300.0,201.5,6.0
368,PHX,2014-12-17,CHA,-142,122.0,200.5,1.0
369,UTA,2014-12-17,MIA,135,-160.0,186.0,4.5
370,DAL,2014-12-17,DET,-325,265.0,202.5,6.5
371,ORL,2014-12-17,BOS,140,-165.0,199.5,5.0
372,BKN,2014-12-17,TOR,700,-1000.0,197.5,11.0
373,MEM,2014-12-17,SAS,135,-160.0,193.0,1.5
374,MIL,2014-12-17,POR,462,-604.0,202.5,9.5
375,HOU,2014-12-17,DEN,-150,130.0,204.0,0.0
376,IND,2014-12-17,LAC,575,-800.0,201.0,11.5
377,NYK,2014-12-18,CHI,700,-1000.0,192.5,11.0
378,NOP,2014-12-18,HOU,166,-195.0,201.5,4.5
379,MIL,2014-12-18,SAC,290,-350.0,204.0,5.0
380,OKC,2014-12-18,GSW,125,-145.0,209.0,3.5
381,UTA,2014-12-19,ORL,155,-175.0,192.0,3.5
382,CHA,2014-12-19,PHI,-190,160.0,193.5,5.0
383,MIN,2014-12-19,BOS,210,-250.0,209.0,6.0
384,TOR,2014-12-19,DET,-340,280.0,200.5,7.0
385,BKN,2014-12-19,CLE,495,-700.0,197.5,11.0
386,WAS,2014-12-19,MIA,-240,200.0,191.0,5.0
387,CHI,2014-12-19,MEM,225,-265.0,195.0,6.5
388,POR,2014-12-19,SAS,165,-200.0,193.5,4.0
389,LAC,2014-12-19,DEN,-155,135.0,214.0,4.0
390,OKC,2014-12-19,LAL,-240,200.0,210.0,7.0
391,PHX,2014-12-20,NYK,-265,225.0,199.5,6.5
392,POR,2014-12-20,NOP,190,-230.0,202.0,5.0
393,UTA,2014-12-20,CHA,145,-165.0,193.0,4.0
394,ATL,2014-12-20,HOU,175,-215.0,196.0,5.0
395,SAS,2014-12-20,DAL,495,-700.0,204.0,10.0
396,IND,2014-12-20,DEN,135,-155.0,200.5,4.0
397,MIL,2014-12-20,LAC,460,-630.0,211.0,10.5
398,NYK,2014-12-21,TOR,740,-1040.0,197.5,12.5
399,MEM,2014-12-21,CLE,175,-200.0,196.5,4.0
400,DET,2014-12-21,BKN,110,-130.0,188.0,2.0
401,BOS,2014-12-21,MIA,-136,116.0,198.5,1.0
402,PHI,2014-12-21,ORL,355,-445.0,192.0,8.5
403,PHX,2014-12-21,WAS,205,-245.0,203.5,7.0
404,LAL,2014-12-21,SAC,260,-320.0,208.0,7.5
405,IND,2014-12-21,MIN,-170,150.0,198.0,3.0
406,NOP,2014-12-21,OKC,270,-330.0,205.0,6.0
407,DEN,2014-12-22,CHA,120,-140.0,200.5,0.0
408,POR,2014-12-22,HOU,180,-215.0,198.5,2.5
409,UTA,2014-12-22,MEM,305,-375.0,195.0,8.5
410,TOR,2014-12-22,CHI,149,-174.0,200.0,3.5
411,ATL,2014-12-22,DAL,166,-195.0,209.0,5.5
412,LAC,2014-12-22,SAS,-105,-115.0,203.0,0.0
413,SAC,2014-12-22,GSW,600,-850.0,210.0,12.0
414,BOS,2014-12-23,ORL,110,-130.0,198.0,2.5
415,CHI,2014-12-23,WAS,120,-140.0,195.5,3.5
416,NOP,2014-12-23,IND,-119,-101.0,193.5,1.0
417,MIN,2014-12-23,CLE,900,-2500.0,207.5,15.0
418,DEN,2014-12-23,BKN,150,-175.0,199.0,1.5
419,PHI,2014-12-23,MIA,290,-350.0,190.5,7.5
420,LAC,2014-12-23,ATL,111,-132.0,205.5,2.5
421,POR,2014-12-23,OKC,166,-195.0,200.0,7.0
422,CHA,2014-12-23,MIL,206,-251.0,199.0,5.0
423,DAL,2014-12-23,PHX,-101,-119.0,214.0,2.0
424,GSW,2014-12-23,LAL,-700,525.0,213.0,10.0
425,WAS,2014-12-25,NYK,-215,180.0,192.0,5.0
426,OKC,2014-12-25,SAS,225,-270.0,196.0,5.0
427,CLE,2014-12-25,MIA,-260,215.0,195.0,5.5
428,LAL,2014-12-25,CHI,650,-950.0,208.0,11.0
429,GSW,2014-12-25,LAC,120,-140.0,215.0,2.5
430,BKN,2014-12-26,BOS,110,-130.0,200.0,1.0
431,CLE,2014-12-26,ORL,-175,150.0,197.5,5.0
432,IND,2014-12-26,DET,-160,135.0,188.5,3.0
433,MIL,2014-12-26,ATL,380,-475.0,206.0,9.0
434,HOU,2014-12-26,MEM,105,-125.0,193.0,2.0
435,SAS,2014-12-26,NOP,120,-140.0,201.0,2.0
436,CHA,2014-12-26,OKC,230,-275.0,194.0,7.0
