,SEASON_YEAR,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS
0,2016-17,1610612737,ATL,Atlanta Hawks,0021601226,2017-04-12T00:00:00,ATL @ IND,L,48.0,0.625,1.5,0.417,0.22916666666666666,0.6041666666666666,0.379,0.3125,0.3958333333333333,0.789,0.16666666666666666,0.6041666666666666,0.7708333333333334,0.3958333333333333,0.4166666666666667,0.10416666666666667,0.08333333333333333,0.14583333333333334,0.3125,0.2916666666666667,1.7916666666666667,-18.0
1,2016-17,1610612754,IND,Indiana Pacers,0021601226,2017-04-12T00:00:00,IND vs. ATL,W,48.0,0.8125,1.7083333333333333,0.476,0.20833333333333334,0.5,0.417,0.3333333333333333,0.3958333333333333,0.842,0.16666666666666666,0.6875,0.8541666666666666,0.4375,0.20833333333333334,0.10416666666666667,0.14583333333333334,0.08333333333333333,0.2916666666666667,0.3125,2.1666666666666665,18.0
2,2016-17,1610612749,MIL,Milwaukee Bucks,0021601219,2017-04-12T00:00:00,MIL @ BOS,L,48.0,0.7708333333333334,1.75,0.44,0.125,0.4791666666666667,0.261,0.2916666666666667,0.3541666666666667,0.824,0.1875,0.7083333333333334,0.8958333333333334,0.5416666666666666,0.3541666666666667,0.125,0.1875,0.0625,0.4166666666666667,0.3541666666666667,1.9583333333333333,-18.0
3,2016-17,1610612746,LAC,LA Clippers,0021601228,2017-04-12T00:00:00,LAC vs. SAC,W,48.0,0.8958333333333334,1.7291666666666667,0.518,0.20833333333333334,0.5833333333333334,0.357,0.3958333333333333,0.5208333333333334,0.76,0.22916666666666666,0.6666666666666666,0.8958333333333334,0.6041666666666666,0.125,0.08333333333333333,0.125,0.020833333333333332,0.3125,0.375,2.3958333333333335,20.0
4,2016-17,1610612743,DEN,Denver Nuggets,0021601225,2017-04-12T00:00:00,DEN @ OKC,W,48.0,0.8125,1.7708333333333333,0.459,0.14583333333333334,0.5208333333333334,0.28,0.5416666666666666,0.6666666666666666,0.813,0.10416666666666667,0.7916666666666666,0.8958333333333334,0.4583333333333333,0.3541666666666667,0.125,0.16666666666666666,0.16666666666666666,0.3541666666666667,0.5,2.3125,6.0
5,2016-17,1610612762,UTA,Utah Jazz,0021601227,2017-04-12T00:00:00,UTA vs. SAS,W,48.0,0.8125,1.6041666666666667,0.506,0.20833333333333334,0.5416666666666666,0.385,0.2708333333333333,0.4166666666666667,0.65,0.14583333333333334,0.6041666666666666,0.75,0.5,0.3541666666666667,0.20833333333333334,0.10416666666666667,0.041666666666666664,0.3333333333333333,0.3541666666666667,2.1041666666666665,4.0
6,2016-17,1610612738,BOS,Boston Celtics,0021601219,2017-04-12T00:00:00,BOS vs. MIL,W,48.0,0.8541666666666666,1.875,0.456,0.25,0.75,0.333,0.375,0.5416666666666666,0.692,0.20833333333333334,0.7291666666666666,0.9375,0.6458333333333334,0.16666666666666666,0.25,0.0625,0.1875,0.3541666666666667,0.4166666666666667,2.3333333333333335,18.0
7,2016-17,1610612747,LAL,Los Angeles Lakers,0021601229,2017-04-12T00:00:00,LAL @ GSW,L,48.0,0.8541666666666666,1.9375,0.441,0.08333333333333333,0.3541666666666667,0.235,0.16666666666666666,0.2916666666666667,0.571,0.22916666666666666,0.6041666666666666,0.8333333333333334,0.4791666666666667,0.375,0.2708333333333333,0.041666666666666664,0.16666666666666666,0.4583333333333333,0.3541666666666667,1.9583333333333333,-15.0
8,2016-17,1610612745,HOU,Houston Rockets,0021601224,2017-04-12T00:00:00,HOU vs. MIN,W,48.0,0.9375,2.0208333333333335,0.464,0.3958333333333333,1.1666666666666667,0.339,0.2916666666666667,0.4583333333333333,0.636,0.3333333333333333,0.6458333333333334,0.9791666666666666,0.7708333333333334,0.20833333333333334,0.22916666666666666,0.14583333333333334,0.0625,0.2916666666666667,0.3125,2.5625,5.0
9,2016-17,1610612742,DAL,Dallas Mavericks,0021601223,2017-04-12T00:00:00,DAL @ MEM,W,48.0,0.6875,1.5625,0.44,0.1875,0.7083333333333334,0.265,0.5208333333333334,0.6458333333333334,0.806,0.16666666666666666,0.6041666666666666,0.7708333333333334,0.4375,0.25,0.1875,0.10416666666666667,0.10416666666666667,0.3958333333333333,0.4791666666666667,2.0833333333333335,7.0
10,2016-17,1610612740,NOP,New Orleans Pelicans,0021601230,2017-04-12T00:00:00,NOP @ POR,W,48.0,0.8333333333333334,1.875,0.444,0.16666666666666666,0.5,0.333,0.3125,0.4375,0.714,0.22916666666666666,0.6458333333333334,0.875,0.4166666666666667,0.22916666666666666,0.2708333333333333,0.0625,0.041666666666666664,0.3541666666666667,0.375,2.1458333333333335,3.0
11,2016-17,1610612758,SAC,Sacramento Kings,0021601228,2017-04-12T00:00:00,SAC @ LAC,L,48.0,0.8333333333333334,1.6875,0.494,0.10416666666666667,0.22916666666666666,0.455,0.20833333333333334,0.2916666666666667,0.714,0.14583333333333334,0.625,0.7708333333333334,0.5625,0.22916666666666666,0.041666666666666664,0.020833333333333332,0.125,0.375,0.3125,1.9791666666666667,-20.0
12,2016-17,1610612748,MIA,Miami Heat,0021601221,2017-04-12T00:00:00,MIA vs. WAS,W,48.0,0.9583333333333334,1.8333333333333333,0.523,0.16666666666666666,0.5,0.333,0.20833333333333334,0.25,0.833,0.2916666666666667,0.7708333333333334,1.0625,0.3958333333333333,0.375,0.041666666666666664,0.08333333333333333,0.0,0.2708333333333333,0.2708333333333333,2.2916666666666665,8.0
13,2016-17,1610612739,CLE,Cleveland Cavaliers,0021601218,2017-04-12T00:00:00,CLE vs. TOR,L,48.0,0.5833333333333334,1.5833333333333333,0.368,0.20833333333333334,0.7708333333333334,0.27,0.3541666666666667,0.5,0.708,0.20833333333333334,0.6666666666666666,0.875,0.4166666666666667,0.3125,0.10416666666666667,0.14583333333333334,0.041666666666666664,0.2916666666666667,0.4166666666666667,1.7291666666666667,-15.0
14,2016-17,1610612760,OKC,Oklahoma City Thunder,0021601225,2017-04-12T00:00:00,OKC vs. DEN,L,48.0,0.8958333333333334,2.1041666666666665,0.426,0.16666666666666666,0.5208333333333334,0.32,0.22916666666666666,0.3541666666666667,0.647,0.2916666666666667,0.7708333333333334,1.0625,0.4166666666666667,0.25,0.20833333333333334,0.16666666666666666,0.16666666666666666,0.5,0.3541666666666667,2.1875,-6.0
15,2016-17,1610612757,POR,Portland Trail Blazers,0021601230,2017-04-12T00:00:00,POR vs. NOP,L,48.0,0.8541666666666666,1.7708333333333333,0.482,0.2708333333333333,0.625,0.433,0.10416666666666667,0.2708333333333333,0.385,0.2916666666666667,0.8125,1.1041666666666667,0.4583333333333333,0.5208333333333334,0.08333333333333333,0.041666666666666664,0.0625,0.375,0.3541666666666667,2.0833333333333335,-3.0
16,2016-17,1610612752,NYK,New York Knicks,0021601220,2017-04-12T00:00:00,NYK vs. PHI,W,48.0,0.8541666666666666,1.7291666666666667,0.494,0.1875,0.4583333333333333,0.409,0.4791666666666667,0.6666666666666666,0.719,0.3541666666666667,0.5416666666666666,0.8958333333333334,0.3541666666666667,0.3958333333333333,0.10416666666666667,0.14583333333333334,0.08333333333333333,0.375,0.5208333333333334,2.375,1.0
17,2016-17,1610612761,TOR,Toronto Raptors,0021601218,2017-04-12T00:00:00,TOR @ CLE,W,48.0,0.8333333333333334,1.7916666666666667,0.465,0.16666666666666666,0.5416666666666666,0.308,0.20833333333333334,0.3333333333333333,0.625,0.25,0.75,1.0,0.4166666666666667,0.1875,0.16666666666666666,0.041666666666666664,0.14583333333333334,0.4166666666666667,0.2916666666666667,2.0416666666666665,15.0
18,2016-17,1610612750,MIN,Minnesota Timberwolves,0021601224,2017-04-12T00:00:00,MIN @ HOU,L,48.0,1.0,1.8958333333333333,0.527,0.22916666666666666,0.4791666666666667,0.478,0.22916666666666666,0.3125,0.733,0.20833333333333334,0.8125,1.0208333333333333,0.7708333333333334,0.3125,0.14583333333333334,0.0625,0.14583333333333334,0.3125,0.2916666666666667,2.4583333333333335,-5.0
19,2016-17,1610612759,SAS,San Antonio Spurs,0021601227,2017-04-12T00:00:00,SAS @ UTA,L,48.0,0.8125,1.7916666666666667,0.453,0.16666666666666666,0.4375,0.381,0.22916666666666666,0.2708333333333333,0.846,0.3125,0.5625,0.875,0.3333333333333333,0.3125,0.25,0.041666666666666664,0.10416666666666667,0.3541666666666667,0.3333333333333333,2.0208333333333335,-4.0
20,2016-17,1610612755,PHI,Philadelphia 76ers,0021601220,2017-04-12T00:00:00,PHI @ NYK,L,48.0,0.9583333333333334,1.9375,0.495,0.14583333333333334,0.4791666666666667,0.304,0.2916666666666667,0.4166666666666667,0.7,0.3333333333333333,0.4583333333333333,0.7916666666666666,0.4375,0.2708333333333333,0.20833333333333334,0.08333333333333333,0.14583333333333334,0.5208333333333334,0.375,2.3541666666666665,-1.0
21,2016-17,1610612753,ORL,Orlando Magic,0021601217,2017-04-12T00:00:00,ORL vs. DET,W,48.0,0.875,1.8125,0.483,0.2708333333333333,0.5208333333333334,0.52,0.3333333333333333,0.3541666666666667,0.941,0.125,0.9375,1.0625,0.5625,0.22916666666666666,0.14583333333333334,0.125,0.0625,0.4583333333333333,0.3125,2.3541666666666665,4.0
22,2016-17,1610612764,WAS,Washington Wizards,0021601221,2017-04-12T00:00:00,WAS @ MIA,L,48.0,0.875,1.8125,0.483,0.14583333333333334,0.5416666666666666,0.269,0.22916666666666666,0.2916666666666667,0.786,0.16666666666666666,0.5416666666666666,0.7083333333333334,0.375,0.22916666666666666,0.1875,0.0,0.08333333333333333,0.2708333333333333,0.2708333333333333,2.125,-8.0
23,2016-17,1610612741,CHI,Chicago Bulls,0021601222,2017-04-12T00:00:00,CHI vs. BKN,W,48.0,0.8541666666666666,1.9791666666666667,0.432,0.2916666666666667,0.625,0.467,0.3333333333333333,0.4375,0.762,0.2916666666666667,1.0,1.2916666666666667,0.5833333333333334,0.2708333333333333,0.3125,0.08333333333333333,0.0625,0.375,0.3333333333333333,2.3333333333333335,39.0
24,2016-17,1610612763,MEM,Memphis Grizzlies,0021601223,2017-04-12T00:00:00,MEM vs. DAL,L,48.0,0.6875,1.75,0.393,0.16666666666666666,0.5208333333333334,0.32,0.3958333333333333,0.4583333333333333,0.864,0.3333333333333333,0.6666666666666666,1.0,0.375,0.3125,0.08333333333333333,0.10416666666666667,0.10416666666666667,0.4791666666666667,0.3958333333333333,1.9375,-7.0
25,2016-17,1610612744,GSW,Golden State Warriors,0021601229,2017-04-12T00:00:00,GSW vs. LAL,W,48.0,0.8541666666666666,1.875,0.456,0.25,0.75,0.333,0.3125,0.4583333333333333,0.682,0.2916666666666667,0.8333333333333334,1.125,0.5416666666666666,0.4375,0.2916666666666667,0.16666666666666666,0.041666666666666664,0.3541666666666667,0.4583333333333333,2.2708333333333335,15.0
26,2016-17,1610612751,BKN,Brooklyn Nets,0021601222,2017-04-12T00:00:00,BKN @ CHI,L,48.0,0.5833333333333334,1.7916666666666667,0.326,0.0625,0.6875,0.091,0.2916666666666667,0.375,0.778,0.20833333333333334,0.7916666666666666,1.0,0.3541666666666667,0.3958333333333333,0.16666666666666666,0.0625,0.08333333333333333,0.3333333333333333,0.375,1.5208333333333333,-39.0
27,2016-17,1610612765,DET,Detroit Pistons,0021601217,2017-04-12T00:00:00,DET @ ORL,L,48.0,0.8541666666666666,2.2083333333333335,0.387,0.22916666666666666,0.75,0.306,0.3333333333333333,0.5833333333333334,0.571,0.3541666666666667,0.75,1.1041666666666667,0.4166666666666667,0.16666666666666666,0.125,0.0625,0.125,0.3125,0.4583333333333333,2.2708333333333335,-4.0
28,2016-17,1610612742,DAL,Dallas Mavericks,0021601214,2017-04-11T00:00:00,DAL vs. DEN,L,48.0,0.7291666666666666,1.8333333333333333,0.398,0.25,0.8333333333333334,0.3,0.1875,0.22916666666666666,0.818,0.16666666666666666,0.7083333333333334,0.875,0.5,0.2708333333333333,0.16666666666666666,0.08333333333333333,0.020833333333333332,0.22916666666666666,0.2916666666666667,1.8958333333333333,-18.0
29,2016-17,1610612760,OKC,Oklahoma City Thunder,0021601213,2017-04-11T00:00:00,OKC @ MIN,W,48.0,0.7708333333333334,1.7916666666666667,0.43,0.14583333333333334,0.4583333333333333,0.318,0.3958333333333333,0.5208333333333334,0.76,0.375,0.75,1.125,0.4583333333333333,0.3541666666666667,0.14583333333333334,0.08333333333333333,0.0625,0.4375,0.3541666666666667,2.0833333333333335,2.0
30,2016-17,1610612740,NOP,New Orleans Pelicans,0021601215,2017-04-11T00:00:00,NOP @ LAL,L,48.0,0.7708333333333334,1.6458333333333333,0.468,0.14583333333333334,0.4583333333333333,0.318,0.3125,0.4166666666666667,0.75,0.10416666666666667,0.7083333333333334,0.8125,0.6041666666666666,0.3541666666666667,0.10416666666666667,0.10416666666666667,0.0625,0.3333333333333333,0.375,2.0,-12.0
31,2016-17,1610612747,LAL,Los Angeles Lakers,0021601215,2017-04-11T00:00:00,LAL vs. NOP,W,48.0,0.875,1.8333333333333333,0.477,0.16666666666666666,0.4583333333333333,0.364,0.3333333333333333,0.4791666666666667,0.696,0.16666666666666666,0.8125,0.9791666666666666,0.5,0.2708333333333333,0.3125,0.0625,0.10416666666666667,0.375,0.3333333333333333,2.25,12.0
32,2016-17,1610612750,MIN,Minnesota Timberwolves,0021601213,2017-04-11T00:00:00,MIN vs. OKC,L,48.0,0.7916666666666666,1.7916666666666667,0.442,0.10416666666666667,0.4166666666666667,0.25,0.3541666666666667,0.5208333333333334,0.68,0.22916666666666666,0.5,0.7291666666666666,0.5,0.22916666666666666,0.25,0.0625,0.08333333333333333,0.3541666666666667,0.4375,2.0416666666666665,-2.0
33,2016-17,1610612758,SAC,Sacramento Kings,0021601216,2017-04-11T00:00:00,SAC vs. PHX,W,48.0,0.8958333333333334,1.7291666666666667,0.518,0.1875,0.3958333333333333,0.474,0.7083333333333334,0.8958333333333334,0.791,0.16666666666666666,0.9791666666666666,1.1458333333333333,0.5833333333333334,0.2708333333333333,0.14583333333333334,0.041666666666666664,0.0625,0.4791666666666667,0.4791666666666667,2.6875,25.0
34,2016-17,1610612737,ATL,Atlanta Hawks,0021601212,2017-04-11T00:00:00,ATL vs. CHA,W,48.0,0.8541666666666666,1.6458333333333333,0.519,0.14583333333333334,0.5625,0.259,0.2916666666666667,0.375,0.778,0.22916666666666666,0.8125,1.0416666666666667,0.625,0.3541666666666667,0.125,0.08333333333333333,0.020833333333333332,0.3541666666666667,0.3541666666666667,2.1458333333333335,27.0
35,2016-17,1610612766,CHA,Charlotte Hornets,0021601212,2017-04-11T00:00:00,CHA @ ATL,L,48.0,0.6041666666666666,1.8333333333333333,0.33,0.0625,0.4791666666666667,0.13,0.3125,0.3958333333333333,0.789,0.3125,0.5208333333333334,0.8333333333333334,0.3333333333333333,0.3125,0.22916666666666666,0.020833333333333332,0.08333333333333333,0.3541666666666667,0.3541666666666667,1.5833333333333333,-27.0
