,SEASON_YEAR,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,WPCT,SEASON_YEAR-,TEAM_ID-,TEAM_ABBREVIATION-,TEAM_NAME-,GAME_ID-,GAME_DATE-,MATCHUP-,WL-,MIN-,FGM-,FGA-,FG_PCT-,FG3M-,FG3A-,FG3_PCT-,FTM-,FTA-,FT_PCT-,OREB-,DREB-,REB-,AST-,TOV-,STL-,BLK-,BLKA-,PF-,PFD-,PTS-,PLUS_MINUS-,WPCT-,Away,Date,Home,MLA,MLH,OU,Spread
12,2018-19,1610612766,CHA,Charlotte Hornets,21800003,2018-10-17,CHA vs. MIL,L,48.0,0.8081233701487955,1.7962302500383494,0.4505975609756099,0.2082949838932352,0.5644989645651174,0.3628780487804877,0.4185266145114281,0.5602757324743057,0.7473658536585364,0.20912908421537044,0.7335912333179938,0.9427203175333642,0.4476098711458812,0.2632832873140051,0.14137521092192054,0.09421498696119039,0.10213894002147571,0.3563477910722503,0.46475686454977766,2.333333333333333,-1.0,0.416776072676488,2018-19,1610612749,MIL,Milwaukee Bucks,21800003,2018-10-17T00:00:00,MIL @ CHA,W,48.0,0.8516212225801503,1.819594646418163,0.4688536585365855,0.2344253336401289,0.6240939944776808,0.37330487804878043,0.3000651940481669,0.3777276039269827,0.7916341463414631,0.1749741141279337,0.7306191517103853,0.9055932658383187,0.5133168430740912,0.28120206319987734,0.13717594723117038,0.10213894002147571,0.09421498696119039,0.46475686454977766,0.3563477910722503,2.3541666666666665,1.0,0.512932772612292,MIL,2018-10-17,CHA,-165,144.0,217.0,1.5
5,2018-19,1610612758,SAC,Sacramento Kings,21800011,2018-10-17,SAC vs. UTA,L,48.0,0.8041973462187453,1.7875584828961493,0.45076829268292684,0.1868528531983433,0.49811608375517724,0.3769146341463414,0.2551867617732781,0.34710078232857816,0.7405731707317071,0.19643541954287466,0.6525109295904282,0.8489463491333028,0.4475811090658076,0.28472062432888484,0.16257286393618647,0.08597465102009512,0.09861558521245588,0.4150943396226414,0.3600580994017488,2.4375,-6.0,0.29536520777549097,2018-19,1610612762,UTA,Utah Jazz,21800011,2018-10-17T00:00:00,UTA @ SAC,W,48.0,0.8042404893388555,1.7104185841386719,0.47091463414634155,0.24688890167203556,0.654207892314772,0.3803780487804879,0.3410271897530296,0.445788272741218,0.7664634146341466,0.18836765608222117,0.7198861021629083,0.9082537582451299,0.49090638901672023,0.2972321291609143,0.16105806105230866,0.09861558521245588,0.08597465102009512,0.3600580994017488,0.4150943396226414,2.5625,6.0,0.5057383782284518,UTA,2018-10-17,SAC,-400,317.0,208.0,7.5
4,2018-19,1610612759,SAS,San Antonio Spurs,21800010,2018-10-17,SAS vs. MIN,W,48.0,0.8113830725571406,1.7736711919005979,0.4577560975609756,0.1764457738917012,0.5013278493633992,0.3522560975609756,0.3353754410185611,0.4344272511121338,0.7780975609756098,0.2150780411105998,0.7038847982819452,0.9189628393925451,0.473490949532137,0.27330687221966565,0.15916935112747357,0.11658229789845068,0.08064887252646112,0.3566449992330113,0.41025272281024694,2.333333333333333,4.0,0.6432779247149478,2018-19,1610612750,MIN,Minnesota Timberwolves,21800010,2018-10-17T00:00:00,MIN @ SAS,L,48.0,0.7933204862709005,1.7516729943242835,0.4532926829268292,0.18997353888633225,0.5460097407577852,0.3506585365853657,0.29761562356189597,0.3924202331645959,0.7567682926829268,0.19185745513115507,0.6921978064120266,0.8840552615431811,0.45241793219818993,0.29275003834944,0.1576928976836938,0.08064887252646112,0.11658229789845068,0.41025272281024694,0.3566449992330113,2.25,-4.0,0.48657632867296446,MIN,2018-10-17,SAS,125,-145.0,210.5,-1.0
8,2018-19,1610612752,NYK,New York Knicks,21800007,2018-10-17,NYK vs. ATL,W,48.0,0.8404681474840122,1.8141047257089358,0.4647439024390245,0.16970883518204083,0.48294392121702595,0.35258536585365846,0.30938989346790013,0.39314936842439346,0.7868170731707318,0.2167054128251107,0.6943428955678626,0.9110483083929729,0.4825159613014476,0.3044922401891554,0.13916201845004794,0.10603983845628956,0.09808497442489067,0.4241603456210227,0.3809459815076354,2.625,19.0,0.43201193286672684,2018-19,1610612737,ATL,Atlanta Hawks,21800007,2018-10-17T00:00:00,ATL @ NYK,L,48.0,0.8152026437310563,1.784775668999371,0.4576951219512196,0.2312419995133588,0.6289089981010417,0.36895121951219506,0.37210775795949247,0.4810469463266527,0.7767317073170733,0.21107829368794662,0.6817751889701721,0.8928534826581188,0.4961128214079797,0.2756445350725467,0.16887473485990556,0.09808497442489067,0.10603983845628956,0.3809459815076354,0.4241603456210227,2.2291666666666665,-19.0,0.5041833471698269,ATL,2018-10-17,NYK,148,-170.0,213.5,-3.5
10,2018-19,1610612745,HOU,Houston Rockets,21800009,2018-10-17,HOU vs. NOP,L,48.0,0.80341713347192,1.74755704148616,0.46030487804878045,0.31802959254381075,0.878105478151398,0.36382926829268286,0.40695748105008706,0.5212485652019824,0.7802317073170733,0.1868093794796113,0.7155484829490456,0.9023578624286567,0.4472072020248505,0.2875265801291715,0.17706911759260727,0.09912735187859362,0.0919305504863767,0.4038409278448673,0.42247941692982327,2.333333333333333,-19.0,0.7818727512775452,2018-19,1610612740,NOP,New Orleans Pelicans,21800009,2018-10-17T00:00:00,NOP @ HOU,W,48.0,0.8209066270477279,1.775897938915954,0.46334146341463417,0.2100380651252836,0.5988579140020418,0.3488902439024391,0.3037535175693331,0.4069685561039086,0.7445853658536582,0.1793456197005041,0.6927232929209578,0.872068912621462,0.4648322410354878,0.3019912616172356,0.1542470682514242,0.0919305504863767,0.09912735187859362,0.42247941692982327,0.4038409278448673,2.7291666666666665,19.0,0.47674149971965835,NOP,2018-10-17,HOU,278,-345.0,229.5,-7.5
8,2018-19,1610612751,BKN,Brooklyn Nets,21800004,2018-10-17,BKN @ DET,L,48.0,0.7900227650210789,1.790824301378993,0.44214634146341464,0.26195593384853827,0.7356758229260888,0.355890243902439,0.35960798937852767,0.46622835901423443,0.7791463414634145,0.19887308847877028,0.7182955921946989,0.9171686806734689,0.48873419077391816,0.3135289882095306,0.12875642683720268,0.09857045850061626,0.11302836271693878,0.42498304029071526,0.4069859125315391,2.083333333333333,-3.0,0.3639206666670316,2018-19,1610612765,DET,Detroit Pistons,21800004,2018-10-17T00:00:00,DET vs. BKN,W,48.0,0.8606277208266553,1.8472607920614015,0.46697560975609764,0.18683731506313114,0.5069589356840218,0.36893902439024384,0.37071709485800125,0.4838818295063235,0.7624146341463413,0.21509754642927031,0.7507947590861722,0.9658923055154433,0.4487882899323463,0.2554932266954419,0.15852038603339838,0.11302836271693878,0.09857045850061626,0.4069859125315391,0.42498304029071526,2.145833333333333,3.0,0.5226915092244419,BKN,2018-10-17,DET,211,-255.0,212.0,4.5
2,2018-19,1610612737,ATL,Atlanta Hawks,21800007,2018-10-17,ATL @ NYK,L,48.0,0.7942648412333183,1.7800371989568953,0.44771951219512185,0.23271398987574785,0.6456943166129773,0.3634634146341463,0.32941689676330727,0.4197442092345451,0.7870975609756098,0.18850667280257705,0.6832863552692132,0.8717930280717898,0.49381135910415697,0.3232234621874519,0.16192571713452988,0.0883427289461574,0.11492368461420466,0.40764496088357133,0.4214507593189139,2.2291666666666665,-19.0,0.2668487321697765,2018-19,1610612752,NYK,New York Knicks,21800007,2018-10-17T00:00:00,NYK vs. ATL,W,48.0,0.8464584292069338,1.8032913406964266,0.4705487804878048,0.2409639131768677,0.6393187221966559,0.37429268292682905,0.33025099708544253,0.42792222733548085,0.7797804878048779,0.21335710998619423,0.7066363706089893,0.9199934805951832,0.5425295290688757,0.3141250575241602,0.18017046326123642,0.11492368461420466,0.0883427289461574,0.4214507593189139,0.40764496088357133,2.625,19.0,0.5186207496717306,ATL,2018-10-17,NYK,148,-170.0,213.5,3.5
3,2018-19,1610612739,CLE,Cleveland Cavaliers,21800008,2018-10-17,CLE @ TOR,L,48.0,0.838956319987728,1.761485657309403,0.4772317073170734,0.24847081607608532,0.6679417855499308,0.3723658536585366,0.3771379812854733,0.48376380579843525,0.7780853658536583,0.17596161221046172,0.6996280104310476,0.8755896226415095,0.48542241908268136,0.28533421537045556,0.1475302960576776,0.07914845068262004,0.08604655622027918,0.3862124175487039,0.4298157309403282,2.1666666666666665,-12.0,0.6172469271027711,2018-19,1610612761,TOR,Toronto Raptors,21800008,2018-10-17T00:00:00,TOR vs. CLE,W,48.0,0.8687921843841079,1.8342249578156165,0.4738292682926829,0.24219109526000926,0.6579229943242829,0.3682926829268293,0.3043507439791379,0.4028321061512502,0.7625121951219513,0.20589335020708704,0.7009942092345454,0.9068875594416324,0.5376399754563581,0.2800947231170424,0.15540631231784025,0.08604655622027918,0.07914845068262004,0.4298157309403282,0.3862124175487039,2.4166666666666665,12.0,0.46997839402909014,CLE,2018-10-17,TOR,797,-1300.0,214.0,11.5
4,2018-19,1610612740,NOP,New Orleans Pelicans,21800009,2018-10-17,NOP @ HOU,W,48.0,0.8775087476395256,1.8138652070076327,0.48432926829268286,0.20992747988637986,0.5793144111906311,0.35943902439024394,0.3314950396982825,0.42948513231879215,0.7743536585365851,0.17799413253566496,0.7324852156296452,0.9104793481653097,0.5513087407630748,0.3066667526223082,0.1642156084865989,0.12150160538690617,0.08626111472565606,0.3942066228160655,0.4177234251604065,2.7291666666666665,19.0,0.516701015474477,2018-19,1610612745,HOU,Houston Rockets,21800009,2018-10-17T00:00:00,HOU vs. NOP,L,48.0,0.8584275870003334,1.8893886438051106,0.45545121951219525,0.22308828041110607,0.6276201593749832,0.3506219512195122,0.3300207351455428,0.42103023787232025,0.7879878048780488,0.22233897863539476,0.7119170223907834,0.9342560010261781,0.4877741323769779,0.29655307959227933,0.16763746951880712,0.08626111472565606,0.12150160538690617,0.4177234251604065,0.3942066228160655,2.333333333333333,-19.0,0.5030749065848389,NOP,2018-10-17,HOU,278,-345.0,229.5,7.5
5,2018-19,1610612743,DEN,Denver Nuggets,21800012,2018-10-17,DEN @ LAC,W,48.0,0.8397983546767804,1.7865671829294745,0.4703414634146344,0.23606725169398735,0.6374911730168048,0.3672073170731708,0.35261698562821675,0.45981887823920536,0.7709634146341462,0.22676734717086913,0.6912446905861381,0.9180120377570072,0.5184452541906683,0.30864141818874286,0.15809374851230626,0.10175213963427861,0.0982823418019476,0.38527070737525854,0.4272578894055044,2.2291666666666665,9.0,0.527023888536586,2018-19,1610612746,LAC,LA Clippers,21800012,2018-10-17T00:00:00,LAC vs. DEN,L,48.0,0.8513157494538515,1.7890106373412469,0.47631707317073185,0.2241344597489566,0.5945267414612985,0.3739268292682927,0.3102069679610264,0.4198845483493872,0.7428780487804878,0.20145936149504629,0.6574418080306371,0.8589011695256837,0.5099758134048484,0.2853796726809168,0.16474109499553025,0.0982823418019476,0.10175213963427861,0.4272578894055044,0.38527070737525854,2.0416666666666665,-9.0,0.5078536257862114,DEN,2018-10-17,LAC,-125,105.0,227.0,-0.0
6,2018-19,1610612763,MEM,Memphis Grizzlies,21800005,2018-10-17,MEM @ IND,L,48.0,0.7645631998772818,1.7224842767295598,0.4442560975609758,0.1922697116122105,0.5459570102776499,0.35098780487804865,0.34554283632458965,0.43963318760546105,0.7820975609756095,0.19760507746586892,0.6455265378125477,0.843131615278417,0.44838165362785704,0.31140224727718985,0.1556220279183924,0.10048991409725419,0.10684154011351434,0.48200452523393156,0.424801541647492,1.7291666666666667,-28.0,0.3864776747976353,2018-19,1610612754,IND,Indiana Pacers,21800005,2018-10-17T00:00:00,IND vs. MEM,W,48.0,0.7730192514189291,1.6713213299585832,0.46391463414634126,0.22176522472771903,0.6030976760239302,0.3664756097560976,0.42843035741678165,0.5571838088663904,0.7727804878048778,0.19827139898757473,0.6860187528762084,0.8842901518637827,0.4609506826200339,0.3074330802270287,0.16802327811013965,0.10684154011351434,0.10048991409725419,0.424801541647492,0.48200452523393156,2.3125,28.0,0.5038200424481095,MEM,2018-10-17,IND,263,-325.0,209.0,7.0
12,2018-19,1610612748,MIA,Miami Heat,21800006,2018-10-17,MIA @ ORL,L,48.0,0.7981011076376215,1.7546495390132824,0.45602439024390234,0.2265312997550926,0.6293336520304044,0.3579756097560975,0.30325613194323214,0.4014049119020793,0.7557682926829268,0.19098037698822015,0.7030968164675138,0.8940771934557346,0.4667943438543039,0.2957867519875588,0.15562351561218934,0.10968171287113003,0.09447533337564996,0.41331786792981784,0.39786370476749666,2.1041666666666665,-3.0,0.5109404479157029,2018-19,1610612753,ORL,Orlando Magic,21800006,2018-10-17T00:00:00,ORL vs. MIA,W,48.0,0.7748727525905709,1.7244075342103449,0.4502439024390244,0.19690288599372655,0.547585704386647,0.36026829268292687,0.36959140655167133,0.47240228827141895,0.7794756097560972,0.18679284954853453,0.7005875729300559,0.8873804224785906,0.4315022798080941,0.2910342315036683,0.1542204550623906,0.09447533337564996,0.10968171287113003,0.39786370476749666,0.41331786792981784,2.1666666666666665,3.0,0.4972862213831359,MIA,2018-10-17,ORL,-135,115.0,210.5,-2.0
11,2018-19,1610612749,MIL,Milwaukee Bucks,21800003,2018-10-17,MIL @ CHA,W,48.0,0.8211861481822363,1.7157587436723425,0.47892682926829266,0.18088472158306487,0.510176982666053,0.35626829268292687,0.3774399831262463,0.4824599248350973,0.7840731707317071,0.17326277036355264,0.6504400598251264,0.823702830188679,0.4806622948304955,0.2862785703328732,0.18190098174566652,0.11197557140665738,0.0919571636754103,0.44133494400981743,0.4116045405737075,2.3541666666666665,1.0,0.5496236451732542,2018-19,1610612766,CHA,Charlotte Hornets,21800003,2018-10-17T00:00:00,CHA vs. MIL,L,48.0,0.8089670578309555,1.7303602929897226,0.46860975609756106,0.20920578309556678,0.5611865316766375,0.3691341463414633,0.37995666513268905,0.4850868614818223,0.7891463414634146,0.2057495398067188,0.6770497775732474,0.8827993173799664,0.48915669581224097,0.32238456818530453,0.14774121797821757,0.0919571636754103,0.11197557140665738,0.4116045405737075,0.44133494400981743,2.333333333333333,-1.0,0.4993124576728213,MIL,2018-10-17,CHA,-165,144.0,217.0,-1.5
10,2018-19,1610612750,MIN,Minnesota Timberwolves,21800010,2018-10-17,MIN @ SAS,L,48.0,0.8494640665746281,1.7831722656849216,0.47751219512195114,0.1658325663445314,0.46546632919159375,0.35799999999999993,0.4020027995091272,0.4999568568798894,0.8023292682926829,0.2143446080687222,0.6549317379966253,0.8692763460653475,0.4698669274428593,0.25815404970087436,0.1738284246050008,0.08707719742291758,0.0966933195275349,0.37719071176560826,0.4317427903052616,2.25,-4.0,0.5853537756594442,2018-19,1610612759,SAS,San Antonio Spurs,21800010,2018-10-17T00:00:00,SAS vs. MIN,W,48.0,0.8325375824512964,1.7531254793680011,0.4760365853658538,0.22451200337475072,0.6136773278110138,0.3640609756097561,0.33077830188679247,0.424499539806719,0.7810365853658536,0.20281580763920837,0.6626687375364321,0.8654845451756404,0.49543162294830495,0.3121212992790306,0.13377722810246967,0.0966933195275349,0.08707719742291758,0.43199685534591203,0.37719071176560826,2.333333333333333,4.0,0.4844171184413531,MIN,2018-10-17,SAS,125,-145.0,210.5,1.0
9,2018-19,1610612742,DAL,Dallas Mavericks,21800013,2018-10-17,DAL @ PHX,L,48.0,0.7898019251418928,1.7781005522319377,0.44551219512195145,0.24448247430587516,0.6787802960576774,0.36089024390243896,0.2947202408344839,0.3863466405890474,0.7631829268292685,0.16834445467096185,0.686315961036969,0.8546604157079308,0.4692006059211537,0.2543814235312164,0.14596276269366465,0.0784006366007056,0.09331856879889552,0.3983260469397147,0.40466808559595036,2.083333333333333,-21.0,0.2597113769239386,2018-19,1610612756,PHX,Phoenix Suns,21800013,2018-10-17T00:00:00,PHX vs. DAL,W,48.0,0.8127540650406505,1.7345212072403742,0.4692073170731708,0.22078252032520326,0.6087638057984351,0.36445121951219506,0.33508302653781263,0.4429695888940022,0.7600853658536587,0.18292682926829265,0.7640454824359565,0.946972311704249,0.48728716060745514,0.2841837321675104,0.1501955821445007,0.09331856879889552,0.0784006366007056,0.40466808559595036,0.3983260469397147,2.520833333333333,21.0,0.5408643826785808,DAL,2018-10-17,PHX,-130,110.0,215.0,-1.0
