,SEASON_YEAR,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,WPCT,SEASON_YEAR-,TEAM_ID-,TEAM_ABBREVIATION-,TEAM_NAME-,GAME_ID-,GAME_DATE-,MATCHUP-,WL-,MIN-,FGM-,FGA-,FG_PCT-,FG3M-,FG3A-,FG3_PCT-,FTM-,FTA-,FT_PCT-,OREB-,DREB-,REB-,AST-,TOV-,STL-,BLK-,BLKA-,PF-,PFD-,PTS-,PLUS_MINUS-,WPCT-,Away,Date,Home,MLA,MLH,OU,Spread
0,2018-19,1610612738,BOS,Boston Celtics,21800001,2018-10-16,BOS vs. PHI,W,48.0,0.7918432104120314,1.7601732705741238,0.4508888888888887,0.23664174638746313,0.6280738692498613,0.3814074074074076,0.3304448768511155,0.42872033730397785,0.7714074074074073,0.19341864998085637,0.7266349791561242,0.9200536291369807,0.46463653073300293,0.2885737206519033,0.151539126779494,0.09488464916155946,0.09201108594316865,0.4088970684701907,0.39659238776838,2.1875,18.0,0.7188902426361895,2018-19,1610612755,PHI,Philadelphia 76ers,21800001,2018-10-16T00:00:00,PHI @ BOS,L,48.0,0.7738064638773092,1.7610141542901963,0.44,0.19379583443777762,0.5731403166341357,0.3359012345679013,0.33679877828381405,0.4421400047122956,0.7667777777777777,0.20117636703427924,0.7079529694155947,0.9091293364498741,0.44033407096824273,0.29115828761603363,0.14854424202992844,0.09201108594316865,0.09488464916155946,0.39659238776838,0.4088970684701907,1.8125,-18.0,0.48201407173081573,PHI,2018-10-16,BOS,170,-200.0,208.5,-5.0
1,2018-19,1610612744,GSW,Golden State Warriors,21800002,2018-10-16,GSW vs. OKC,W,48.0,0.8893570716367541,1.7683022702868527,0.5035243902439025,0.23471295444086507,0.600346103696886,0.38880487804878044,0.3445697192820986,0.4226060362018715,0.8139268292682924,0.17491179628777415,0.7289557447461266,0.9038675410339009,0.6089459656389018,0.32050544562049393,0.1662831722656849,0.15515224727718976,0.07588395459426293,0.4072039423224421,0.38398815002300973,2.25,8.0,0.7352622955327749,2018-19,1610612760,OKC,Oklahoma City Thunder,21800002,2018-10-16T00:00:00,OKC @ GSW,L,48.0,0.83528915477834,1.8705179091885262,0.44653658536585367,0.2162620800736309,0.6065491256327656,0.35780487804878053,0.34680836784782954,0.45765742445160307,0.7605121951219512,0.22654452369995404,0.6567245743212149,0.883269098021169,0.49009146341463417,0.29783133916244825,0.18166129774505296,0.07588395459426293,0.15515224727718976,0.38398815002300973,0.4072039423224421,2.083333333333333,-8.0,0.4840831384578158,OKC,2018-10-16,GSW,711,-1100.0,223.5,-11.5
1,2018-19,1610612755,PHI,Philadelphia 76ers,21800001,2018-10-16,PHI @ BOS,L,48.0,0.8479295845211288,1.7964617557559552,0.4725802469135803,0.22784645731885428,0.6182085362291513,0.3665679012345678,0.35561813435677875,0.4738218177246828,0.7576666666666664,0.22831094546678057,0.758106126991522,0.9864170724583029,0.5631810181949941,0.3412513541793766,0.17138341671011137,0.10667813790630006,0.10626264054810527,0.45924382253872126,0.42310156068017696,1.8125,-18.0,0.5103662076102425,2018-19,1610612738,BOS,Boston Celtics,21800001,2018-10-16T00:00:00,BOS vs. PHI,W,48.0,0.7874636266495108,1.8155623865354826,0.43509876543209886,0.20883664437123553,0.6123793255169916,0.3410123456790123,0.3978463463963115,0.5339323612821167,0.7392592592592593,0.20604694242010801,0.6668947511452752,0.8729416935653832,0.44998479436809286,0.2957229654032589,0.17548824405917351,0.10626264054810527,0.10667813790630006,0.42310156068017696,0.45924382253872126,2.1875,18.0,0.498691680211511,PHI,2018-10-16,BOS,170,-200.0,208.5,5.0
0,2018-19,1610612760,OKC,Oklahoma City Thunder,21800002,2018-10-16,OKC @ GSW,L,48.0,0.8252555259717022,1.8207453578915855,0.4532195121951221,0.22191725286525107,0.6280264099810811,0.35214634146341467,0.3592230859977064,0.5013241970357712,0.7146463414634145,0.2577794578484869,0.6736942015646571,0.9314736594131439,0.4414340133967378,0.28936501544934595,0.18751826163814198,0.10415662276568857,0.09527690121914698,0.4170933041877589,0.4415823892066413,2.083333333333333,-8.0,0.5329382068016115,2018-19,1610612744,GSW,Golden State Warriors,21800002,2018-10-16T00:00:00,GSW vs. OKC,W,48.0,0.796003805725389,1.7366452640267644,0.4586219512195121,0.2320905832036758,0.6317855681926093,0.3692804878048781,0.3365599365225458,0.4378145567169956,0.7646219512195122,0.1972103978115253,0.6746883194910115,0.871898717302537,0.4814836120059315,0.33152908348490484,0.15879521581603956,0.09527690121914698,0.10415662276568857,0.4415823892066413,0.4170933041877589,2.25,8.0,0.486212153291338,OKC,2018-10-16,GSW,711,-1100.0,223.5,11.5
2,2018-19,1610612765,DET,Detroit Pistons,21800004,2018-10-17,DET vs. BKN,W,48.0,0.8100552231937416,1.8000604003681548,0.4501585365853658,0.2239032060131922,0.5992052078539655,0.37228048780487805,0.3051464948611751,0.40941862248811184,0.7413780487804877,0.2094598481362172,0.695241793219819,0.9047016413560364,0.4717652247277189,0.27811013959196196,0.158666014726185,0.07996337628470628,0.1004707393772051,0.3809249884951679,0.3815673416168124,2.145833333333333,3.0,0.5475831685331445,2018-19,1610612751,BKN,Brooklyn Nets,21800004,2018-10-17T00:00:00,BKN @ DET,L,48.0,0.8096909035128089,1.7640454824359557,0.46020731707317086,0.22925295290688752,0.6373005829114895,0.3592073170731706,0.30331051541647486,0.3908479061205707,0.7813536585365851,0.19089871912870074,0.7153321061512502,0.9062308252799507,0.5211305414940941,0.30708314158613276,0.15062221966559286,0.1004707393772051,0.07996337628470628,0.3815673416168124,0.3809249884951679,2.083333333333333,-3.0,0.48697006977520685,BKN,2018-10-17,DET,211,-255.0,212.0,-4.5
6,2018-19,1610612754,IND,Indiana Pacers,21800005,2018-10-17,IND vs. MEM,W,48.0,0.8464919849670197,1.7929993097100783,0.4730731707317074,0.18759107992023313,0.5089689753029606,0.3657682926829269,0.30993538119343467,0.3980384261389783,0.7814512195121952,0.19953213683080223,0.6794178554993097,0.8789499923301123,0.4602028685381194,0.27553593342537186,0.1825577159073478,0.08595068262003373,0.10850015339776038,0.3908622871606074,0.383216367541034,2.3125,28.0,0.5473551231871492,2018-19,1610612763,MEM,Memphis Grizzlies,21800005,2018-10-17T00:00:00,MEM @ IND,L,48.0,0.8176100628930817,1.759827044025157,0.4657560975609755,0.21991007056296985,0.6314379122564809,0.347,0.3071502531063047,0.4056939331185765,0.7501341463414631,0.21159782942169036,0.6799355729406349,0.8915334023623255,0.48207643043411563,0.32190040650406504,0.14614012885411878,0.10850015339776038,0.08595068262003373,0.383216367541034,0.3908622871606074,1.7291666666666667,-28.0,0.5031815235493782,MEM,2018-10-17,IND,263,-325.0,209.0,-7.0
7,2018-19,1610612753,ORL,Orlando Magic,21800006,2018-10-17,ORL vs. MIA,W,48.0,0.8062778033440714,1.7847158306488724,0.45296341463414663,0.21397549470777724,0.6094924451603007,0.34801219512195114,0.32229348826507126,0.4254343074091117,0.7618658536585364,0.1829555913483663,0.6820975226261697,0.865053113974536,0.4868365546863017,0.3020306028531983,0.1576209924835098,0.10138633225954899,0.10203827274121793,0.40006615278416924,0.39453424605000753,2.1666666666666665,3.0,0.39351777422725315,2018-19,1610612748,MIA,Miami Heat,21800006,2018-10-17T00:00:00,MIA @ ORL,L,48.0,0.8504707393772055,1.8187365776959648,0.46819512195121954,0.20752799509127173,0.5728447614664828,0.3583658536585365,0.34102239607301743,0.4412726261696578,0.7813414634146343,0.21995321368308018,0.733126246356803,0.9530794600398834,0.5064954364166283,0.2954488801963492,0.16194009817456667,0.10203827274121793,0.10138633225954899,0.39453424605000753,0.40006615278416924,2.1041666666666665,-3.0,0.5079625341658127,MIA,2018-10-17,ORL,-135,115.0,210.5,2.0
3,2018-19,1610612761,TOR,Toronto Raptors,21800008,2018-10-17,TOR vs. CLE,W,48.0,0.8532462801043103,1.807826161988035,0.47268292682926816,0.24440098174566657,0.6824282865470164,0.3572317073170732,0.35816459579690135,0.45106132075471694,0.7880609756097562,0.20202964411719587,0.7079833946924374,0.9100130388096331,0.5032644960883569,0.2763316843074092,0.15806201104463882,0.1257621951219512,0.10123293449915632,0.4498101702715138,0.41148469857340064,2.4166666666666665,12.0,0.7008935524432005,2018-19,1610612739,CLE,Cleveland Cavaliers,21800008,2018-10-17T00:00:00,CLE @ TOR,L,48.0,0.7937231553919313,1.769112402208927,0.44974390243902435,0.1840916935112748,0.515982129160914,0.3578780487804878,0.3755225111213376,0.48968879429360346,0.7633780487804875,0.20314657156005522,0.6734928670041412,0.876639438564197,0.4499587743518945,0.296647300199417,0.14843150789998463,0.10123293449915632,0.1257621951219512,0.41148469857340064,0.4498101702715138,2.1666666666666665,-12.0,0.4756546463332128,CLE,2018-10-17,TOR,797,-1300.0,214.0,-11.5
9,2018-19,1610612746,LAC,LA Clippers,21800012,2018-10-17,LAC vs. DEN,L,48.0,0.8378202178248196,1.7770027995091264,0.4729634146341464,0.19716885258475228,0.5570879352661449,0.3511585365853658,0.39506155085135747,0.5319307025617426,0.7393170731707317,0.2110705246203405,0.7017372296364471,0.9128077542567882,0.4647520708697652,0.305534782942169,0.15938506672802577,0.09427251112133767,0.11728217518024237,0.4155353581837705,0.45759990029145553,2.0416666666666665,-9.0,0.5141334753074753,2018-19,1610612743,DEN,Denver Nuggets,21800012,2018-10-17T00:00:00,DEN @ LAC,W,48.0,0.8368998312624637,1.8253326813928514,0.45982926829268295,0.22356764841233323,0.6285281484890322,0.3545243902439025,0.369621491026231,0.4728821521705781,0.7831341463414633,0.2210989032060132,0.6864693587973615,0.9075682620033747,0.5113658153090964,0.29283153090964886,0.1773757478140819,0.11728217518024237,0.09427251112133767,0.45759990029145553,0.4155353581837705,2.2291666666666665,9.0,0.4920491548371612,DEN,2018-10-17,LAC,-125,105.0,227.0,0.0
11,2018-19,1610612756,PHX,Phoenix Suns,21800013,2018-10-17,PHX vs. DAL,W,48.0,0.8001802423684614,1.8120493940788467,0.44330487804878055,0.19368384721583062,0.5802653781254793,0.3353780487804877,0.36853332566344527,0.4976846525540727,0.7375853658536586,0.2133954594262924,0.7043737536431969,0.9177692130694889,0.44247583985273803,0.3267947537965947,0.14439522932965176,0.0937883494400982,0.12383992943703025,0.4584723500536893,0.4350024927136065,2.520833333333333,21.0,0.3158738909402318,2018-19,1610612742,DAL,Dallas Mavericks,21800013,2018-10-17T00:00:00,DAL @ PHX,L,48.0,0.8694201564657156,1.8457441708851048,0.4724146341463413,0.22719646418162295,0.6085528838778953,0.3731341463414634,0.3915190213222887,0.5109439714680165,0.7690487804878046,0.21691402055529985,0.737617924528302,0.9545319450836021,0.48480882804111064,0.27860388863322605,0.18051081454210768,0.12383992943703025,0.0937883494400982,0.4350024927136065,0.4584723500536893,2.083333333333333,-21.0,0.5269265881927132,DAL,2018-10-17,PHX,-130,110.0,215.0,1.0
