,DATE,PRCP,SNOW,SNWD,TMAX,TMIN,WEEKDAY,HOUR0,HOUR1,HOUR2,HOUR3,HOUR4,HOUR5,HOUR6,HOUR7,HOUR8,HOUR9,HOUR10,HOUR11,HOUR12,HOUR13,HOUR14,HOUR15,HOUR16,HOUR17,HOUR18,HOUR19,HOUR20,HOUR21,HOUR22,HOUR23,Flux,PrevFlux24,PrevFlux48,SNOW24,SNOW48,SNOW7
3216,2020-02-26,0.0,0.0,37.0,21.0,-10.0,2,-3,0,-5,-24,-66,-137,-127,189,-12,60,43,16,-30,-18,78,71,82,60,32,-26,-4,3,26,20,228,-249.0,-1996.0,1.6,5.2,6.3
3217,2020-02-27,0.0,0.0,36.0,27.0,-10.0,3,11,5,-13,-14,-54,-96,-163,226,45,30,5,65,33,35,117,41,44,192,96,7,26,83,36,25,782,228.0,-21.0,0.0,1.6,6.3
3218,2020-02-28,0.0,0.0,35.0,39.0,3.0,4,9,-2,-3,-24,-72,-88,-172,207,61,75,9,40,33,26,113,87,142,174,108,98,201,123,46,91,1282,782.0,1010.0,0.0,0.0,6.3
3219,2020-03-01,0.0,0.0,32.0,45.0,3.0,6,16,8,-9,-16,-52,-75,-125,-14,90,-60,-68,43,-6,57,72,108,-9,57,92,-9,-24,-6,0,17,87,1282.0,2064.0,0.0,0.0,6.3
3220,2020-03-02,0.09,2.1,34.0,40.0,20.0,0,-3,0,-9,-15,-52,-31,-90,-32,-146,-253,-350,-271,-282,-203,-90,-94,4,15,-5,27,8,29,3,1,-1839,87.0,1369.0,0.0,0.0,6.3
3221,2020-03-03,0.03,0.5,32.0,36.0,4.0,1,20,4,-8,-14,-41,-77,-113,145,26,33,-19,-11,40,-33,-10,-28,-39,-2,50,2,-50,-49,-5,8,-171,-1839.0,-1752.0,2.1,2.1,7.3
3222,2020-03-04,0.0,0.0,31.0,39.0,4.0,2,17,1,-6,-18,-41,-67,-150,174,58,57,-57,16,-9,-64,-3,-30,46,75,34,-10,-54,5,3,24,1,-171.0,-2010.0,0.5,2.6,4.2
3223,2020-03-05,0.0,0.0,30.0,45.0,5.0,3,14,7,-5,-17,-54,-51,-120,129,92,22,14,72,4,7,55,28,52,53,99,35,-3,66,44,17,560,1.0,-170.0,0.0,0.5,2.6
3224,2020-03-06,0.0,0.0,29.0,51.0,10.0,4,29,8,4,-11,-54,-62,-168,124,44,29,-22,48,69,-31,3,113,78,137,245,166,145,105,70,34,1103,560.0,561.0,0.0,0.0,2.6
3225,2020-03-07,0.0,0.0,28.0,50.0,12.0,5,50,3,7,-9,-32,-51,-76,-62,-25,82,13,29,52,73,35,120,41,91,79,15,21,8,32,14,510,1103.0,1663.0,0.0,0.0,2.6
3226,2020-03-09,0.07,1.0,24.0,47.0,32.0,0,21,15,-3,-18,-46,-77,-100,132,89,-28,23,-32,-70,-10,-15,-20,-48,-19,56,-59,-23,-31,9,16,-238,510.0,1613.0,0.0,0.0,2.6
3227,2020-03-10,0.0,0.0,23.0,47.0,28.0,1,3,3,9,-11,-48,-57,-120,154,46,0,10,-13,25,2,1,-8,-56,-43,21,-14,-22,-11,-9,18,-120,-238.0,272.0,1.0,1.0,3.6
3228,2020-03-11,0.49,0.0,20.0,44.0,27.0,2,16,2,0,-4,-42,-43,-129,91,52,25,-26,47,12,-20,-21,37,34,-84,24,-7,-38,-29,34,12,-57,-120.0,-358.0,0.0,1.0,1.5
3229,2020-03-12,0.0,0.0,19.0,47.0,28.0,3,4,2,-2,-15,-25,-54,-113,87,114,-5,-5,25,-18,-54,81,82,43,-32,130,15,9,36,58,21,384,-57.0,-177.0,0.0,0.0,1.0
3230,2020-03-13,0.0,0.0,18.0,49.0,26.0,4,14,-2,6,-6,-47,-66,-128,25,-25,27,3,10,47,52,52,63,96,87,19,91,155,91,111,51,726,384.0,327.0,0.0,0.0,1.0
3231,2020-03-14,0.0,0.0,17.0,45.0,27.0,5,9,-9,1,-12,-36,0,-27,-63,23,-38,-92,12,46,59,82,98,78,53,50,23,36,-7,2,1,289,726.0,1110.0,0.0,0.0,1.0
3232,2020-03-15,0.0,0.0,15.0,47.0,26.0,6,4,1,7,-18,-27,-32,-55,-89,-171,-333,-455,-351,-164,-91,-61,0,38,77,25,1,25,21,10,10,-1628,289.0,1015.0,0.0,0.0,1.0
3233,2020-03-16,0.0,0.0,14.0,53.0,23.0,0,7,5,-1,-24,-52,-76,-133,55,-22,-67,-154,-111,16,-1,-59,96,-31,25,43,58,27,5,7,3,-384,-1628.0,-1339.0,0.0,0.0,1.0
3234,2020-03-17,0.0,0.0,13.0,54.0,21.0,1,9,11,10,-9,-43,-70,-171,37,1,9,7,-50,-71,-30,-46,-11,33,-20,28,25,1,-1,22,13,-316,-384.0,-2012.0,0.0,0.0,-0.0
3235,2020-03-18,0.0,0.0,11.0,55.0,23.0,2,9,10,12,-14,-43,-49,-132,6,-23,-17,-41,-27,-63,-51,-16,16,-1,10,78,18,19,27,14,5,-253,-316.0,-700.0,0.0,0.0,-0.0
3236,2020-03-19,0.0,0.0,10.0,48.0,23.0,3,15,10,-2,-22,-17,-64,-94,12,17,6,-9,9,-60,-16,37,67,4,26,8,-7,4,-17,8,12,-73,-253.0,-569.0,0.0,0.0,-0.0
3237,2020-03-20,0.08,1.0,11.0,38.0,28.0,4,8,12,-7,0,-26,-61,-117,-15,-19,46,-15,-19,-29,-29,23,27,2,31,55,22,23,10,12,17,-49,-73.0,-326.0,0.0,0.0,-0.0
3238,2020-03-21,0.03,0.0,9.0,41.0,26.0,5,2,2,-5,-1,-26,-14,-42,-63,-32,-46,-80,-35,-4,32,75,31,82,77,86,39,6,13,8,8,113,-49.0,-122.0,1.0,1.0,1.0
3239,2020-03-22,0.16,2.6,10.0,44.0,26.0,6,1,3,-3,1,-16,-5,-14,-11,-34,-13,-84,-47,-10,-20,5,19,18,16,13,-2,3,13,15,13,-139,113.0,64.0,0.0,1.0,1.0
3240,2020-03-23,0.0,0.0,8.0,41.0,21.0,0,-1,-1,-6,-22,-34,-44,-89,17,-7,-49,-2,29,-84,11,-6,32,19,59,38,18,-8,-10,17,14,-109,-139.0,-26.0,2.6,2.6,3.6
3241,2020-03-24,0.04,0.5,8.0,41.0,20.0,1,11,12,-3,-23,-14,-54,-100,-15,0,3,-21,-4,-6,-32,23,49,46,49,64,15,4,0,26,6,36,-109.0,-248.0,0.0,2.6,3.6
3242,2020-03-25,0.02,0.0,6.0,48.0,31.0,2,5,14,-3,-24,-15,-75,-98,16,14,-24,-21,-28,-44,3,-4,29,64,45,37,1,19,2,-4,8,-83,36.0,-73.0,0.5,0.5,4.1
3243,2020-03-26,0.0,0.0,5.0,46.0,27.0,3,17,12,-2,-13,-12,-59,-103,-11,0,17,-18,-25,-20,-38,5,52,43,43,37,7,18,7,10,8,-25,-83.0,-47.0,0.0,0.5,4.1
3244,2020-03-27,0.0,0.0,4.0,50.0,26.0,4,7,13,5,8,-23,-55,-80,-24,11,-13,32,0,-3,-75,49,41,-10,8,-4,17,-3,11,21,5,-62,-25.0,-108.0,0.0,0.0,4.1
3245,2020-03-28,0.1,1.7,3.0,35.0,18.0,5,11,3,-3,-8,-17,-8,-23,-1,-23,1,-69,-2,-57,3,-1,44,40,35,-5,-6,5,0,10,21,-50,-62.0,-87.0,0.0,0.0,3.1
3246,2020-03-29,0.05,0.5,3.0,34.0,19.0,6,7,0,1,-3,-15,4,-14,-15,-30,-21,-107,-90,-25,8,25,76,35,7,37,2,22,-6,11,5,-86,-50.0,-112.0,1.7,1.7,4.8
3247,2020-03-30,0.0,0.0,0.0,43.0,25.0,0,-3,3,-3,-19,-16,-62,-62,-6,21,39,-8,6,-18,-13,-13,21,34,25,26,-5,8,4,-4,6,-39,-86.0,-136.0,0.5,2.2,2.7
3248,2020-03-31,0.0,0.0,0.0,48.0,27.0,1,23,3,-10,-21,-25,-45,-108,20,15,3,25,-25,-10,-32,-19,10,23,70,18,-4,24,13,-3,1,-54,-39.0,-125.0,0.0,0.5,2.7
3249,2020-04-01,0.0,0.0,0.0,56.0,32.0,2,10,3,-13,-13,-30,-60,-100,11,35,28,-35,-17,-3,-29,-38,27,48,22,69,6,12,5,2,4,-56,-54.0,-93.0,0.0,0.0,2.2
3250,2020-04-02,0.11,1.2,1.0,61.0,29.0,3,7,4,-5,-13,-24,-47,-88,38,30,28,0,1,16,-26,34,34,-18,28,18,-9,34,2,4,-1,47,-56.0,-110.0,0.0,0.0,2.2
3251,2020-04-03,0.1,1.2,2.0,29.0,9.0,4,11,0,-3,-4,-28,-38,-94,0,21,12,-31,-16,-60,-30,47,26,56,59,26,15,-5,8,10,10,-8,47.0,-9.0,1.2,1.2,3.4
3252,2020-04-04,0.0,0.0,0.0,39.0,8.0,5,4,-3,3,6,-11,-12,-36,-27,-8,-24,-35,-25,-46,11,4,58,18,63,-6,27,-11,15,12,7,-16,-8.0,39.0,1.2,2.4,4.6
3253,2020-04-05,0.0,0.0,0.0,53.0,16.0,6,8,3,-4,2,-9,-11,-5,-33,0,-10,-15,-61,-55,-21,1,-1,19,25,5,10,12,20,2,12,-106,-16.0,-24.0,0.0,1.2,2.9
3254,2020-04-06,0.0,0.0,0.0,57.0,28.0,0,10,1,-10,-22,-31,-56,-96,-11,15,18,18,9,-33,0,-11,11,57,39,61,4,3,7,5,1,-11,-106.0,-122.0,0.0,0.0,2.4
3255,2020-04-07,0.0,0.0,0.0,61.0,27.0,1,8,7,-4,-18,-22,-54,-169,-21,35,-12,2,27,-27,-30,-25,30,54,50,81,21,0,0,4,17,-46,-11.0,-117.0,0.0,0.0,2.4
3256,2020-04-08,0.0,0.0,0.0,61.0,27.0,2,13,2,-8,-25,-19,-70,-133,-19,28,61,-54,5,-21,-2,21,38,27,42,86,0,1,17,3,9,2,-46.0,-57.0,0.0,0.0,2.4
3257,2020-04-09,0.0,0.0,0.0,61.0,26.0,3,13,1,-7,-20,-19,-54,-142,-4,17,27,-7,-36,7,-22,30,64,27,28,46,11,3,7,5,11,-14,2.0,-44.0,0.0,0.0,2.4
3258,2020-04-10,0.0,0.0,0.0,69.0,27.0,4,16,7,-10,-13,-28,-65,-127,-36,71,-14,-14,20,9,-32,57,64,76,-31,-9,13,9,9,15,8,-5,-14.0,-12.0,0.0,0.0,1.2
3259,2020-04-11,0.0,0.0,0.0,62.0,27.0,5,9,-1,-4,-6,-15,-13,-20,-46,-15,-2,18,11,-49,-10,-18,-11,-9,35,-18,18,-10,-8,18,8,-138,-5.0,-19.0,0.0,0.0,-0.0
3260,2020-04-12,0.31,0.5,0.0,60.0,27.0,6,15,-2,-8,-1,-15,-9,8,-17,-21,19,-38,-43,-11,-17,-13,-8,6,2,32,14,6,12,2,-1,-88,-138.0,-143.0,0.0,0.0,-0.0
3261,2020-04-13,0.06,0.0,0.0,35.0,18.0,0,0,-1,-6,-26,-18,-51,-137,-36,27,21,7,4,21,-15,-13,85,17,46,45,14,-3,1,5,-1,-14,-88.0,-226.0,0.5,0.5,0.5
3262,2020-04-14,0.0,0.0,0.0,32.0,8.0,1,7,4,-3,-17,-8,-73,-127,-42,14,6,21,14,-1,-21,-3,38,55,37,62,28,-25,18,7,3,-6,-14.0,-102.0,0.0,0.5,0.5
3263,2020-04-15,0.08,1.0,1.0,38.0,8.0,2,5,-1,0,-13,-10,-67,-126,-19,31,35,27,-37,4,1,-33,28,55,31,39,-5,-3,3,-2,-3,-60,-6.0,-20.0,0.0,0.0,0.5
3264,2020-04-16,0.36,4.2,5.0,40.0,24.0,3,13,-2,-1,-12,-22,-55,-98,0,43,-30,6,18,-15,23,-39,30,4,36,15,10,-5,10,0,-3,-74,-60.0,-66.0,1.0,1.0,1.5
3265,2020-04-17,0.41,2.8,5.0,31.0,11.0,4,15,6,-6,-6,-15,-43,-100,-4,-29,18,-14,-63,-23,-9,-22,50,82,-1,82,35,16,4,-2,19,-10,-74.0,-134.0,4.2,5.2,5.7
3266,2020-04-18,0.0,0.0,0.0,43.0,11.0,5,3,4,-2,-4,-18,-14,-31,-15,1,-21,-12,5,68,30,-42,-20,22,0,18,-6,3,6,6,4,-15,-10.0,-84.0,2.8,7.0,8.5
3267,2020-04-19,0.0,0.0,0.0,47.0,25.0,6,-6,2,0,-4,-15,-12,-5,0,-9,2,-66,-49,-32,46,-2,17,-4,24,17,16,0,17,16,5,-42,-15.0,-25.0,0.0,2.8,8.5
3268,2020-04-20,0.11,0.0,0.0,52.0,30.0,0,8,4,-2,-11,-5,-49,-137,-12,37,-12,-4,-17,16,1,9,57,11,64,23,-10,4,-6,0,4,-27,-42.0,-57.0,0.0,0.0,8.0
3269,2020-04-21,0.0,0.0,0.0,58.0,26.0,1,10,-6,-7,-18,-21,-52,-166,8,19,-28,-33,22,-44,-2,32,35,41,66,83,25,27,2,13,5,11,-27.0,-69.0,0.0,0.0,8.0
3270,2020-04-22,0.0,0.0,0.0,65.0,26.0,2,6,3,0,-15,-12,-99,-153,24,17,0,28,29,-26,-16,23,0,57,-20,96,2,4,15,22,-7,-22,11.0,-16.0,0.0,0.0,8.0
3271,2020-04-23,0.03,0.0,0.0,62.0,28.0,3,13,8,-2,-21,-13,-73,-133,8,31,16,-29,-9,-18,-38,-17,7,36,100,2,-13,16,15,3,5,-106,-22.0,-11.0,0.0,0.0,7.0
3272,2020-04-24,0.19,0.0,0.0,55.0,34.0,4,10,9,2,-19,-20,-74,-134,2,14,29,28,-21,-17,28,23,6,23,82,35,33,17,8,14,17,95,-106.0,-128.0,0.0,0.0,2.8
3273,2020-04-25,0.0,0.0,0.0,52.0,35.0,5,2,3,0,-7,-22,-9,-21,-21,-17,0,23,10,-12,-11,-4,44,-43,32,33,-25,4,37,11,6,13,95.0,-11.0,0.0,0.0,-0.0
3274,2020-04-26,0.0,0.0,0.0,59.0,32.0,6,3,-1,-6,-4,-20,-1,5,-11,-38,-4,-39,18,-31,-54,-27,-9,6,-21,21,-3,16,41,11,6,-142,13.0,108.0,0.0,0.0,-0.0
3275,2020-04-27,0.1,0.0,0.0,56.0,30.0,0,2,-2,-3,-29,-19,-54,-93,5,-6,8,-25,-21,-22,-26,23,60,5,39,55,-12,28,9,10,17,-51,-142.0,-129.0,0.0,0.0,-0.0
3276,2020-04-28,0.0,0.0,0.0,70.0,30.0,1,11,0,-6,-17,-20,-72,-119,-44,10,0,52,-13,-20,-49,-14,45,36,-14,74,7,12,15,9,13,-104,-51.0,-193.0,0.0,0.0,-0.0
3277,2020-04-29,0.0,0.0,0.0,65.0,29.0,2,8,7,-3,-17,-14,-92,-129,-8,-1,24,27,39,-9,-84,41,11,27,16,93,44,44,11,16,6,57,-104.0,-155.0,0.0,0.0,-0.0
3278,2020-04-30,0.0,0.0,0.0,73.0,30.0,3,4,4,-6,-23,-20,-70,-124,19,-2,33,71,-30,53,-64,-40,-39,84,18,48,58,28,21,18,6,47,57.0,-47.0,0.0,0.0,-0.0
3463,2020-11-01,0.0,0.0,0.0,56.0,20.0,6,21,-8,2,4,-7,-30,-52,-47,-53,-56,-135,-132,-143,-149,-112,-96,51,15,87,1,29,16,24,7,-763,-445.0,-569.0,0.0,0.0,9.0
3464,2020-11-02,0.0,0.0,0.0,63.0,20.0,0,-1,7,-3,-12,-49,-124,-114,60,33,4,-25,35,-21,-37,2,-56,33,136,85,-16,-1,-4,17,4,-47,-763.0,-1208.0,0.0,0.0,7.5
3465,2020-11-03,0.0,0.0,0.0,67.0,22.0,1,2,3,-2,-14,-23,-104,-136,104,-36,52,7,-22,-5,-44,26,-18,85,146,55,-11,-6,19,15,18,111,-47.0,-810.0,0.0,0.0,-0.0
3466,2020-11-04,0.0,0.0,0.0,65.0,25.0,2,6,13,-7,-5,-33,-147,-161,78,35,7,21,25,14,-78,49,-20,93,148,89,18,11,2,20,12,190,111.0,64.0,0.0,0.0,-0.0
3467,2020-11-05,0.0,0.0,0.0,65.0,27.0,3,7,2,-2,8,-28,-113,-135,80,-16,47,-4,193,90,102,84,57,111,173,38,55,39,65,16,35,904,190.0,301.0,0.0,0.0,-0.0
3468,2020-11-06,0.0,0.0,0.0,67.0,25.0,4,6,7,0,-7,-12,-118,-156,76,63,57,170,210,219,237,255,158,235,320,231,146,128,110,37,37,2409,904.0,1094.0,0.0,0.0,-0.0
3469,2020-11-07,0.0,0.0,0.0,58.0,25.0,5,-1,5,-3,-1,-32,-53,-108,-102,-28,-27,-64,38,-13,-19,-38,97,134,110,44,31,34,17,-5,2,18,2409.0,3313.0,0.0,0.0,-0.0
3470,2020-11-08,0.07,0.5,1.0,60.0,27.0,6,6,-1,-6,-3,-28,-65,-31,-57,-66,-108,-212,-212,-142,-159,-105,-12,45,86,36,4,33,1,-17,14,-999,18.0,2427.0,0.0,0.0,-0.0
3471,2020-11-09,0.04,0.5,1.0,44.0,23.0,0,1,5,-2,-14,-51,-127,-154,97,11,-45,-60,-86,-24,-47,40,-57,21,64,-10,-9,13,9,42,16,-367,-999.0,-981.0,0.5,0.5,0.5
3472,2020-11-10,0.09,1.8,2.0,38.0,18.0,1,7,4,-4,-9,-38,-133,-127,75,2,-30,-69,-26,-29,-94,-10,-46,47,84,28,-57,-30,3,19,13,-420,-367.0,-1366.0,0.5,1.0,1.0
3473,2020-11-11,0.0,0.0,1.0,25.0,18.0,2,1,5,-9,7,-55,-120,-169,19,37,-117,-82,-9,-36,-117,-9,-20,95,107,56,-14,-9,20,11,12,-396,-420.0,-787.0,1.8,2.3,2.8
3474,2020-11-12,0.1,2.1,2.0,39.0,19.0,3,7,6,-3,-2,-49,-130,-189,-2,1,-32,-5,-46,-47,-82,1,-31,37,73,104,-7,12,15,17,9,-343,-396.0,-816.0,0.0,1.8,2.8
3475,2020-11-13,0.0,0.0,1.0,32.0,3.0,4,7,7,-12,2,-44,-138,-158,-1,-50,-90,-104,-46,-9,-44,-63,-65,50,120,88,56,59,29,13,15,-378,-343.0,-739.0,2.1,2.1,4.9
3476,2020-11-14,0.37,5.1,6.0,48.0,3.0,5,-3,-1,-7,4,-26,-79,-81,-57,-19,-41,-55,-70,-31,-54,-39,-30,-31,35,15,24,29,19,-2,24,-476,-378.0,-721.0,0.0,2.1,4.9
3477,2020-11-15,0.0,0.0,2.0,32.0,14.0,6,-13,-3,-7,-2,-14,-28,-39,-58,-86,-140,-127,-106,-23,12,43,64,99,36,37,28,7,19,2,13,-286,-476.0,-854.0,5.1,5.1,10.0
3478,2020-11-16,0.0,0.0,1.0,33.0,14.0,0,17,1,-8,-20,-34,-111,-130,74,39,20,23,-11,-11,42,126,5,85,153,85,-27,11,9,2,13,353,-286.0,-762.0,0.0,5.1,9.5
3479,2020-11-17,0.0,0.0,0.0,55.0,20.0,1,3,-4,1,4,-29,-107,-115,52,-12,48,21,101,32,87,128,73,100,162,60,-9,57,28,34,9,724,353.0,67.0,0.0,0.0,9.0
3480,2020-11-18,0.0,0.0,0.0,61.0,20.0,2,7,3,-7,8,-46,-102,-158,63,14,65,21,4,-12,5,-18,5,93,127,65,-5,21,21,14,12,200,724.0,1077.0,0.0,0.0,7.2
3481,2020-11-19,0.0,0.0,0.0,64.0,28.0,3,7,0,-6,-9,-39,-119,-152,17,-13,12,48,52,-31,-60,16,-18,116,113,54,34,32,26,28,10,118,200.0,924.0,0.0,0.0,7.2
3482,2020-11-20,0.0,0.0,0.0,49.0,29.0,4,-7,1,-7,-1,-42,-134,-145,14,-47,-48,58,5,-41,-12,20,46,33,112,79,53,77,62,4,30,110,118.0,318.0,0.0,0.0,5.1
3483,2020-11-21,0.0,0.0,0.0,44.0,21.0,5,9,-8,-3,5,-36,-81,-84,-96,-83,-38,-56,-39,-38,-34,-35,70,124,104,34,34,49,36,2,6,-158,110.0,228.0,0.0,0.0,5.1
3484,2020-11-22,0.0,0.0,0.0,45.0,10.0,6,-5,-3,-9,5,-34,-51,-43,-75,-116,-155,-214,-174,-209,-76,5,48,41,46,13,1,25,32,22,6,-920,-158.0,-48.0,0.0,0.0,-0.0
3485,2020-11-23,0.0,0.0,0.0,48.0,8.0,0,3,2,1,-11,-42,-134,-141,21,17,-62,-25,-74,11,18,0,37,31,119,45,-3,-1,1,13,19,-155,-920.0,-1078.0,0.0,0.0,-0.0
3486,2020-11-24,0.02,0.2,0.0,49.0,27.0,1,10,3,-3,-11,-37,-115,-163,44,-26,-41,21,-10,-2,-30,51,39,46,85,37,9,30,22,3,7,-31,-155.0,-1075.0,0.0,0.0,-0.0
3487,2020-11-25,0.0,0.0,0.0,34.0,12.0,2,9,-3,2,-6,-46,-99,-130,-14,10,-37,-52,-12,4,-13,46,107,108,201,101,57,25,43,19,14,334,-31.0,-186.0,0.2,0.2,0.2
3488,2020-11-26,0.02,0.3,0.0,46.0,11.0,3,18,1,-1,-7,-19,-28,-27,-89,-42,-27,-31,-24,35,102,69,40,39,47,35,20,27,11,-4,11,156,334.0,303.0,0.0,0.2,0.2
3489,2020-11-27,0.15,1.9,2.0,27.0,3.0,4,7,0,-2,-5,-5,-53,-65,-78,-40,-54,-27,-62,35,8,54,119,141,32,63,38,5,19,8,3,141,156.0,490.0,0.3,0.3,0.5
3490,2020-11-28,0.0,0.0,1.0,35.0,0.0,5,11,-1,0,-3,-20,-22,-58,-28,-125,-158,-233,-66,-31,-13,25,31,75,94,0,21,10,6,7,9,-469,141.0,297.0,1.9,2.2,2.4
3491,2020-11-29,0.0,0.0,1.0,42.0,6.0,6,1,2,-6,3,-28,-51,-79,-65,-106,-208,-221,-194,-92,-51,23,68,98,50,67,-4,-10,18,10,12,-763,-469.0,-328.0,0.0,1.9,2.4
3492,2020-11-30,0.0,0.0,0.0,41.0,6.0,0,-9,-1,-5,-16,-31,-90,-136,50,1,-61,19,-29,-24,14,-31,-32,65,112,42,22,-7,2,22,14,-109,-763.0,-1232.0,0.0,0.0,2.4
3493,2020-12-01,0.03,1.1,1.0,44.0,5.0,1,1,5,4,-6,-42,-58,-133,111,49,28,26,4,15,14,37,15,3,-8,21,-3,10,21,13,1,128,-109.0,-872.0,0.0,0.0,2.4
3494,2020-12-02,0.07,2.0,3.0,26.0,4.0,2,8,6,0,-17,-25,-90,-116,76,53,37,27,-43,-1,16,3,1,9,28,55,-6,-10,22,19,8,60,128.0,19.0,1.1,1.1,3.3
3495,2020-12-03,0.0,0.0,2.0,29.0,-3.0,3,6,-4,-2,-4,-40,-65,-107,109,-16,-25,0,-39,-20,16,42,26,15,-2,-20,71,37,41,17,8,44,60.0,188.0,2.0,3.1,5.3
3496,2020-12-04,0.0,0.0,2.0,34.0,-4.0,4,1,-3,-5,3,-51,-60,-148,89,12,0,47,40,93,-14,89,69,28,-21,240,62,69,21,-2,14,573,44.0,104.0,0.0,2.0,5.0
3497,2020-12-05,0.0,0.0,0.0,45.0,2.0,5,5,-5,4,0,-16,-39,-67,-37,-63,8,-46,9,-11,-12,31,140,59,81,35,32,30,25,-1,16,178,573.0,617.0,0.0,0.0,3.1
3498,2020-12-06,0.0,0.0,0.0,46.0,7.0,6,-7,-2,-2,-4,-35,-39,-55,-22,-58,-120,-167,-101,-123,-100,-5,20,50,87,28,42,23,19,18,11,-542,178.0,751.0,0.0,0.0,3.1
3499,2020-12-07,0.0,0.0,0.0,49.0,8.0,0,8,2,-11,-11,-49,-100,-95,41,-32,-5,-50,-45,-45,-46,23,61,85,35,49,14,-8,18,13,15,-133,-542.0,-364.0,0.0,0.0,3.1
3500,2020-12-08,0.0,0.0,0.0,48.0,8.0,1,12,-3,9,-7,-34,-87,-118,80,35,-25,6,24,1,-29,18,-30,50,9,49,6,-12,7,14,11,-14,-133.0,-675.0,0.0,0.0,3.1
3501,2020-12-09,0.0,0.0,0.0,50.0,6.0,2,6,1,-4,-16,-45,-59,-120,81,-28,13,44,29,1,-9,-22,-10,35,65,0,6,36,19,29,17,69,-14.0,-147.0,0.0,0.0,2.0
3502,2020-12-10,0.03,1.0,1.0,54.0,5.0,3,-9,-4,0,-7,-42,-54,-105,53,17,15,-27,-8,38,3,42,-19,67,30,85,47,74,42,23,23,284,69.0,55.0,0.0,0.0,-0.0
3503,2020-12-11,0.02,0.5,1.0,38.0,12.0,4,24,1,-6,-4,-31,-74,-128,61,-35,26,39,35,86,30,76,42,31,139,87,92,92,42,42,13,680,284.0,353.0,1.0,1.0,1.0
3504,2020-12-12,0.0,0.0,0.0,32.0,13.0,5,4,11,-3,-3,-13,-15,-62,-14,-44,-30,42,68,44,7,23,51,13,35,18,20,-9,13,5,21,182,680.0,964.0,0.5,1.5,1.5
3505,2020-12-13,0.08,2.7,3.0,24.0,-1.0,6,-8,-1,-9,-8,-26,-28,-34,-13,-47,-109,-198,-146,-149,-78,-83,-8,32,67,62,25,34,20,-4,19,-690,182.0,862.0,0.0,0.5,1.5
3506,2020-12-14,0.02,0.6,4.0,25.0,-2.0,0,0,-2,-3,-17,-47,-68,-125,58,32,-1,18,-28,8,-26,17,53,-45,24,52,-10,7,-1,18,21,-65,-690.0,-508.0,2.7,2.7,4.2
3507,2020-12-15,0.15,2.5,7.0,26.0,13.0,1,6,-1,-8,-12,-31,-67,-109,82,13,-48,32,4,-2,-7,62,-52,18,98,30,-17,-12,34,14,21,48,-65.0,-755.0,0.6,3.3,4.8
3508,2020-12-16,0.14,4.0,10.0,23.0,10.0,2,6,3,-3,-14,-29,-82,-110,63,79,-4,0,52,-39,39,26,17,9,35,63,-9,2,28,12,-3,141,48.0,-17.0,2.5,3.1,7.3
3509,2020-12-17,0.06,2.1,9.0,25.0,5.0,3,4,-4,-10,-21,-35,-51,-106,85,106,33,13,-30,20,-27,-6,-46,36,83,69,42,25,47,49,39,315,141.0,189.0,4.0,6.5,11.3
3510,2020-12-18,0.11,2.0,10.0,28.0,3.0,4,4,-1,5,2,-9,-53,-177,94,7,11,14,61,74,8,52,123,110,125,104,56,33,48,28,25,744,315.0,456.0,2.1,6.1,12.4
3511,2020-12-19,0.03,1.1,8.0,28.0,18.0,5,12,-15,0,-5,-7,-18,-54,-28,-13,-49,-44,72,98,21,88,83,57,73,79,12,20,14,13,17,426,744.0,1059.0,2.0,4.1,13.9
3512,2020-12-20,0.0,0.0,8.0,28.0,11.0,6,-1,5,-8,0,-17,-32,-31,-68,-68,-115,-135,-23,-11,-115,2,33,41,77,41,11,-15,9,3,5,-412,426.0,1170.0,1.1,3.1,15.0
3513,2020-12-21,0.0,0.0,7.0,28.0,11.0,0,16,-1,0,-6,-51,-87,-128,-23,33,39,76,46,-100,-1,-46,45,40,85,81,38,9,-2,3,11,77,-412.0,14.0,0.0,1.1,12.3
3514,2020-12-22,0.0,0.0,7.0,46.0,10.0,1,8,2,-7,-8,-39,-90,-132,2,14,0,-14,-4,-40,-18,23,-36,-75,-50,73,41,59,39,14,30,-208,77.0,-335.0,0.0,0.0,11.7
3515,2020-12-23,0.08,2.1,9.0,38.0,8.0,2,8,-8,-5,-3,-51,-68,-116,48,3,-17,-19,-58,-76,-78,22,0,116,48,90,12,-2,2,22,29,-101,-208.0,-131.0,0.0,0.0,9.2
3516,2020-12-24,0.0,0.0,9.0,16.0,-4.0,3,3,5,1,-1,-9,-39,-42,8,18,-38,-49,98,-50,-5,10,-2,86,45,15,26,49,10,17,19,175,-101.0,-309.0,2.1,2.1,7.3
3517,2020-12-25,0.0,0.0,8.0,26.0,-5.0,4,15,-1,-9,4,-11,-23,1,-12,-48,-34,-67,-63,-32,-20,58,80,62,96,54,57,19,48,17,15,206,175.0,74.0,0.0,2.1,5.2
3518,2020-12-26,0.0,0.0,7.0,30.0,-5.0,5,3,4,-4,1,-21,-4,-43,-50,-54,-136,-106,-79,21,8,176,195,149,170,127,32,31,-22,-4,5,399,206.0,381.0,0.0,0.0,3.2
