"STATION","NAME","DATE","PRCP","SNOW","SNWD","TMAX","TMIN","TOBS"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-01-01","0.00","0.0","16.0","22","1","16"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-01-02","0.04","1.3","16.0","29","16","23"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-01-03","0.26","3.8","20.0","29","0","0"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-01-04","0.03","0.8","20.0","29","-7","-4"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-01-05","0.26","4.0","22.0","21","17","18"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-01-06","0.05","1.2","22.0","25","-3","2"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-01-07","0.00","0.0","22.0","15","-14","-13"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-01-08","0.00","0.0","22.0","16","6","15"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-01-09","0.35","6.6","27.0","25","6","24"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-01-10","0.20","3.1","27.0","28","21","27"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-01-11","0.04","3.4","29.0","30","24","29"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-01-12","0.00","0.6","27.0","44","27","27"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-01-13","0.00","0.0","26.0","44","3","12"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-01-14","0.00","0.0","26.0","30","0","6"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-01-15","0.00","0.0","26.0","30","3","24"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-01-16","0.00","0.0","25.0","40","24","32"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-01-17","0.12","0.0","22.0","44","28","30"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-01-18","0.26","0.0","20.0","44","28","33"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-01-19","0.56","0.0","17.0","40","32","38"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-01-20","0.00","0.0","15.0","42","20","20"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-01-21","0.00","0.0","15.0","42","19","29"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-01-22","0.28","2.2","18.0","36","25","26"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-01-23","0.10","1.0","20.0","34","18","20"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-01-24","0.00","0.0","20.0","28","9","19"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-01-25","0.03","0.3","20.0","30","19","24"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-01-26","0.43","2.3","21.0","36","32","32"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-01-27","0.16","2.0","21.0","39","22","22"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-01-28","0.00","0.0","21.0","27","-4","4"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-01-29","0.00","0.0","21.0","23","2","2"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-01-30","0.00","0.0","21.0","19","-12","-3"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-01-31","0.00","0.4","18.0","19","-12","-9"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-02-01","0.00","0.0","17.0","25","-2","10"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-02-02","0.00",,"16.0","29","8","11"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-02-03","0.00","0.0","16.0","34","5","5"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-02-04","0.00","0.0","16.0","34","2","4"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-02-05","0.00","0.0",,,,
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-02-06","0.00","0.0","15.0","34","6","25"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-02-07","0.00","0.0","15.0","38","6","6"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-02-08","0.00","0.0","15.0","35","4","7"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-02-09","0.00","0.0","19.0","35","7","12"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-02-10","0.24","3.2","24.0","38","18","32"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-02-11","0.49","2.9","25.0","42","32","32"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-02-12","0.05","0.8","23.0","38","28","33"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-02-13","0.87","8.5","32.0","39","25","29"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-02-14","0.18","2.2","32.0","34","27","28"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-02-15","0.72","6.2","35.0","38","23","29"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-02-16","0.00","0.0","35.0","37","7","9"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-02-17","0.07","1.3","35.0","34","11","24"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-02-18","0.28","3.2","35.0","41","21","22"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-02-19","0.00","0.0","35.0","33","18","18"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-02-20","0.00","0.0","34.0","32","-2","12"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-02-21","0.00","0.0","34.0","32","10","22"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-02-22","0.09","1.0","31.0","35","24","25"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-02-23","0.00","0.0","31.0","39","17","19"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-02-24","0.00","0.2","30.0","42","20","20"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-02-25","0.00","0.7","30.0","42","20","20"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-02-26","0.05","0.7","30.0","26","8","17"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-02-27","0.00","0.0","30.0","33","16","28"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-02-28","0.00","0.0","29.0","42","21","23"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-02-29","0.03","1.0","29.0","47","28","28"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-03-01","0.00","0.0","29.0","38","13","18"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-03-02","0.00","0.0","28.0","42","17","29"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-03-03","0.00","0.0","26.0","42","26","26"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-03-04","0.00","0.0","25.0","43","13","33"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-03-05","0.00",,"24.0","43","13","40"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-03-06","0.00","0.0","22.0","55","24","25"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-03-07","0.00","0.0","21.0","48","25","29"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-03-08","0.20","1.0","21.0","48","18","21"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-03-09","0.01","0.3","21.0","40","21","28"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-03-10","0.12","1.2","21.0","38","21","24"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-03-11","0.06","0.8","22.0","36","14","19"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-03-12","0.18","1.4","22.0","39","28","33"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-03-13","0.00","0.0","21.0","39","20","22"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-03-14","0.00","0.0","20.0","44","14","20"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-03-15","0.04","0.8","20.0","47","23","28"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-03-16","0.20","2.4","22.0","35","11","16"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-03-17","0.00","0.0","20.0","39","12","19"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-03-18","0.00","0.0","20.0","41","18","30"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-03-19","0.00","0.0","19.0","41","10","31"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-03-20","0.14","1.3","19.0","46","24","24"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-03-21","0.00","0.0","18.0","36","20","20"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-03-22","0.00","0.0","16.0","44","15","16"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-03-23","0.01","0.0","14.0","46","20","32"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-03-24","0.05","0.0","11.0","53","32","33"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-03-25","0.00","0.0","9.0","47","19","31"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-03-26","0.00","0.0","9.0","54","20","26"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-03-27","0.00","0.0","8.0","54","20","26"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-03-28",,,"4.0","59","25","31"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-03-29","0.16","0.0","1.0","52","22","25"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-03-30","0.02","0.8","1.0","49","25","27"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-03-31","0.02","0.5","0.0","50","28","30"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-04-01","0.00","0.0","0.0","44","17","25"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-04-02","0.18","0.8","1.0","46","24","39"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-04-03","0.05","0.0","0.0","27","20","20"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-04-04","0.00","0.0","0.0","46","21","24"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-04-05",,,,"65","31","35"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-04-06",,,,"65","26","26"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-04-07","0.00","0.0","0.0","62","34","37"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-04-08","0.00","0.0","0.0","50","19","47"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-04-09","0.00","0.0","0.0","64","25","59"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-04-10","0.00","0.0","0.0","70","29","29"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-04-11","0.00","0.0","0.0","61","25","25"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-04-12","0.00","0.0","0.0","62","23","24"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-04-13","0.00","0.0","0.0","67","25","26"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-04-14","0.00","0.0","0.0","72","25","28"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-04-15","0.26","0.0","0.0","68","28","38"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-04-16","0.03","0.0","0.0","60","31","58"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-04-17","0.00","0.0","0.0","59","33","36"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-04-18","0.00","0.0","0.0","72","30","39"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-04-19","0.01","0.5","1.0","71","22","30"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-04-20","0.25","3.0","0.0","38","29","34"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-04-21","0.00","0.0","0.0","62","27","30"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-04-22","0.00","0.0","0.0","71","30","40"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-04-23","0.55","0.0","0.0","55","35","54"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-04-24","0.34","0.0","0.0","61","33","35"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-04-25","0.00","0.0","0.0","50","22","27"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-04-26","0.00","0.0","0.0","65","26","38"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-04-27","0.00","0.0","0.0","68","31","37"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-04-28","0.00","0.0","0.0","75","31","35"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-04-29","0.00","0.0","0.0","79","34","53"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-04-30","0.05","0.0","0.0","79","37","48"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-05-01","0.00","0.0","0.0","62","22","30"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-05-02","0.00","0.0","0.0","73","22","43"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-05-03","0.00","0.0","0.0","79","30","41"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-05-04","0.00","0.0","0.0","80","30","42"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-05-05","0.00","0.0","0.0","83","31","44"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-05-06","0.00","0.0","0.0","84","34","61"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-05-07","0.00","0.0","0.0","78","34","64"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-05-08","0.33","0.0","0.0","65","33","34"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-05-09","0.21","0.0","0.0","51","31","37"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-05-10","0.01","0.0","0.0","65","36","43"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-05-11","0.14","0.5","1.0","77","31","31"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-05-12","0.26","0.3","0.0","36","27","27"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-05-13","0.08","0.0",,"43","17","41"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-05-14","0.00","0.0","0.0","61","29","60"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-05-15","0.00","0.0","0.0","70","41","43"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-05-16","0.00","0.0","0.0","72","34","39"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-05-17","0.00","0.0","0.0","79","39","45"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-05-18","0.12","0.0","0.0","50","35","37"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-05-19","0.00","0.0","0.0","55","28","36"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-05-20","0.04","0.0","0.0","68","36","48"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-05-21","0.00","0.0","0.0","72","30","71"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-05-22","0.00","0.0","0.0","74","34","43"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-05-23","0.00","0.0","0.0","79","38","51"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-05-24","0.00","0.0","0.0","82","39","46"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-05-25","0.05","0.0","0.0","72","37","40"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-05-26","0.10","0.0","0.0","71","40","43"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-05-27","0.28","0.0",,"58","31","40"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-05-28","0.00","0.0","0.0","73","31","58"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-05-29","0.08","0.0",,"83","43","56"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-05-30","0.00",,,"87","37","50"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-05-31","0.00","0.0","0.0","88","38","52"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-06-01",,,,"85","31","47"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-06-02","0.00","0.0","0.0","80","33","47"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-06-03","0.00","0.0","0.0","85","35","62"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-06-04","0.00","0.0","0.0","65","34","55"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-06-05","0.00","0.0","0.0","83","35","47"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-06-06","0.00","0.0","0.0","85","38","58"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-06-07","0.00","0.0","0.0","87","34","46"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-06-08","0.00","0.0","0.0","90","39","54"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-06-09","0.00","0.0","0.0","83","53","62"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-06-10","0.00","0.0","0.0","83","31","52"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-06-11","0.00","0.0","0.0","78","33","54"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-06-12","0.00","0.0","0.0","82","33","45"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-06-13","0.08","0.0","0.0","82","33","51"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-06-14","0.00","0.0","0.0","69","32","39"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-06-15","0.00","0.0","0.0","79","39","48"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-06-16","0.00","0.0","0.0","81","32","46"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-06-17","0.00","0.0","0.0","65","35","54"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-06-18","0.00","0.0","0.0","70","29","57"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-06-19","0.06","0.0","0.0","77","43","51"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-06-20","0.55","0.0","0.0","63","42","43"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-06-21","0.00","0.0","0.0","71","32","43"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-06-22","0.00","0.0","0.0","80","36","47"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-06-23","0.00","0.0","0.0","84","38","50"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-06-24","0.00","0.0","0.0","84","39","48"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-06-25","0.00","0.0","0.0","84","39","63"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-06-26","0.04","0.0","0.0","71","42","44"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-06-27","0.00","0.0","0.0","70","41","48"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-06-28","0.00","0.0","0.0","77","37","50"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-06-29","0.00","0.0","0.0","80","39","46"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-06-30","0.00","0.0","0.0","83","37","48"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-07-01","0.00","0.0","0.0","87","42","42"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-07-02","0.00","0.0","0.0","83","42","60"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-07-03","0.00","0.0","0.0","85","47","52"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-07-04","0.00","0.0","0.0","85","40","62"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-07-05","0.00","0.0","0.0","83","33","47"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-07-06","0.00","0.0","0.0","88","33","50"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-07-07","0.00","0.0","0.0","89","41","53"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-07-08","0.00","0.0","0.0","87","51","63"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-07-09","0.12","0.0","0.0","82","54","66"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-07-10","0.00","0.0","0.0","84","44","54"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-07-11","0.00","0.0","0.0","83","46","52"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-07-12","0.00","0.0","0.0","87","43","49"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-07-13","0.00","0.0","0.0","88","47","56"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-07-14","0.00","0.0","0.0","89","46","57"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-07-15","0.00","0.0","0.0","89","55","63"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-07-16","0.00","0.0","0.0","89","55","63"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-07-17","0.25","0.0","0.0","90","52","61"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-07-18","0.34","0.0","0.0","78","48","56"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-07-19","0.00","0.0","0.0","84","40","51"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-07-20","0.00","0.0","0.0","85","42","51"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-07-21","0.00","0.0","0.0","87","40","50"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-07-22","0.00","0.0","0.0","85","39","53"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-07-23","0.00","0.0","0.0","90","40","90"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-07-24","0.00","0.0","0.0","96","42","79"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-07-25","0.00","0.0","0.0","92","39","86"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-07-26","0.00","0.0","0.0","94","40","74"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-07-27","0.00","0.0","0.0","91","46","88"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-07-28","0.00","0.0","0.0","94","48","84"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-07-29","0.00","0.0","0.0","90","45","79"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-07-30","0.00","0.0","0.0","90","45","71"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-07-31","0.00","0.0","0.0","87","42","50"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-08-01","0.00","0.0","0.0","89","48","51"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-08-02","0.00","0.0","0.0","91","50","58"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-08-03","0.00","0.0","0.0","93","53","54"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-08-04","0.00","0.0","0.0","90","53","56"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-08-05","0.00","0.0","0.0","89","51","65"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-08-06","0.00","0.0","0.0","89","46","62"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-08-07","0.00","0.0","0.0","86","38","43"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-08-08","0.00","0.0","0.0","88","39","45"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-08-09","0.00","0.0","0.0","91","41","47"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-08-10","0.00","0.0","0.0","92","41","52"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-08-11","0.00","0.0","0.0","92","50","56"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-08-12","0.00","0.0","0.0","91","46","65"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-08-13","0.00","0.0","0.0","91","44","66"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-08-14","0.00","0.0","0.0","90","43","46"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-08-15","0.00","0.0","0.0","87","46","50"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-08-16","0.01","0.0","0.0","89","46","55"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-08-17","0.36","0.0","0.0","83","46","49"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-08-18","0.06","0.0","0.0","77","49","52"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-08-19","0.23","0.0","0.0","76","50","57"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-08-20","0.01","0.0","0.0","81","50","65"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-08-21","0.08","0.0","0.0","81","42","51"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-08-22","0.00","0.0","0.0","83","42","42"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-08-23","0.26","0.0","0.0","79","41","42"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-08-24","0.00","0.0","0.0","79","41","44"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-08-25","0.01","0.0","0.0","84","44","47"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-08-26","0.11","0.0","0.0","84","46","50"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-08-27","0.13","0.0","0.0","77","49","58"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-08-28","0.00","0.0","0.0","78","53","54"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-08-29","0.00","0.0","0.0","74","44","47"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-08-30","0.19","0.0","0.0","79","47","53"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-08-31","0.11","0.0","0.0","71","47","49"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-09-01","0.01","0.0","0.0","72","41","41"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-09-02","0.06","0.0","0.0","77","39","77"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-09-03","0.00","0.0","0.0","79","34","79"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-09-04","0.00","0.0","0.0","85","54","80"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-09-05","0.00","0.0","0.0","81","41","41"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-09-06","0.00","0.0","0.0","77","41","42"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-09-07","0.00","0.0","0.0","79","31","32"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-09-08","0.00","0.0","0.0","78","41","52"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-09-09","0.06","0.0","0.0","74","33","53"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-09-10","0.00","0.0","0.0","74","33","53"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-09-11","0.00","0.0","0.0","80","32","33"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-09-12","0.00","0.0","0.0","76","32","33"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-09-13","0.00","0.0","0.0","78","33","33"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-09-14","0.00","0.0","0.0","78","33","36"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-09-15","0.00","0.0","0.0","86","35","35"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-09-16","0.00","0.0","0.0","87","34","37"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-09-17","0.00","0.0","0.0","88","36","62"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-09-18","0.30","0.0","0.0","84","43","43"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-09-19","0.00","0.0","0.0","72","41","42"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-09-20","0.03","0.0","0.0","74","37","37"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-09-21","0.00","0.0","0.0","63","29","33"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-09-22","1.70","0.0","0.0","53","33","40"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-09-23","0.08","0.0","0.0","59","33","37"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-09-24","0.27","2.0","2.0","57","26","28"
"USC00057936","STEAMBOAT SPRINGS, CO US","2000-09-25","0.00","0.0","0.0","40","21","22"
