"STATION","NAME","DATE","PRCP","SNOW","SNWD","TMAX","TMIN","TOBS"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-07-21","0.00",,,"86","43","46"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-07-22","0.00",,,"87","44",
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-07-23","0.00",,,"88","42","44"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-07-24","0.00",,,"86","43","47"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-07-25","0.09",,,"85","47","53"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-07-26","0.03",,,"77","47","48"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-07-27","0.00",,,"82","43","48"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-07-28",,,,"83","48","49"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-07-29",,,,"73","49","52"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-07-30","0.11",,,"67","47","48"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-07-31","0.00",,,"80","46","48"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-08-01","0.00",,,"81","45","46"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-08-02","0.23",,,"78","44","45"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-08-03","0.00",,,"81","45","52"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-08-04","0.03",,,"81","44","46"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-08-05","0.02",,,"79","46","50"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-08-06","0.02",,,"80","43","45"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-08-07","0.02",,,"76","44","47"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-08-08","0.00",,,"76","46","47"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-08-09","0.00",,,"74","41","43"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-08-10","0.00",,,"71","41","42"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-08-11","0.00",,,"75","42","44"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-08-12","0.00",,,"79","42","43"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-08-13","0.00",,,"77","43","45"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-08-14","0.06",,,"75","39","40"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-08-15","0.02",,,"79","38","40"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-08-16","0.00",,,"84","39","41"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-08-17","0.00",,,"86","41","44"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-08-18","0.00",,,"87","44","45"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-08-19","0.02",,,"83","45","46"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-08-20","0.00",,,"87","45","46"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-08-21","0.00",,,"84","46","49"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-08-22","0.00",,,"84","48","51"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-08-23","0.00",,,"81","51","51"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-08-24","0.11",,,"78","47","50"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-08-25","0.00","0.0","0.0","78","50","53"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-08-26","0.03",,,"73","49","50"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-08-27","0.00",,,"76","46","46"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-08-28","0.18",,,"82","46","49"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-08-29","0.02",,,"84","46","47"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-08-30","0.00",,,"86","47","48"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-08-31","0.00",,,"85","48","49"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-09-01","0.02",,,"83","48","49"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-09-02","0.00",,,"85","47","47"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-09-03","0.00",,,"84","47","48"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-09-04","0.00",,,"87","48","49"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-09-05","0.00",,,"88","49","50"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-09-06","0.00",,,"82","50","50"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-09-07","0.01",,,"87","48","48"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-09-08","0.02",,,"87","46","47"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-09-09","0.03",,,"76","47","52"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-09-10","0.63",,,"60","51","52"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-09-11","0.30",,,"71","52","53"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-09-12","1.22",,,"70","51","52"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-09-13","0.33",,,"72","52","52"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-09-14",,,,"69","47","48"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-09-15",,,,"67","45","45"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-09-16",,,,"63","43","45"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-09-17",,,,"72","40","40"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-09-18","0.23",,,"72","40","50"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-09-19","0.28",,,"71","37","37"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-09-20","0.00",,,"62","28","29"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-09-21","0.00",,,"70","29","36"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-09-22","0.00",,,"75","36","43"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-09-23","0.53",,,"66","41","42"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-09-24","0.02",,,"57","29","29"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-09-25","0.00",,,"68","29","30"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-09-26","0.00",,,"74","30","30"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-09-27","0.23",,,"72","30","40"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-09-28","0.34",,,"43","29","29"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-09-29","0.00",,,"54","27","27"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-09-30","0.00",,,"65","27","33"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-10-01","0.00",,,"72","32","32"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-10-02","0.00",,,"73","32","33"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-10-03","0.00",,,"70","33","42"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-10-04","1.31","11.3","11.0","64","28","28"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-10-05","0.10","2.4","10.0","32","22","23"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-10-06","0.00",,"8.0","39","16","16"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-10-07","0.00",,"4.0","53","16","24"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-10-08","0.00",,"0.0","67","24","28"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-10-09","0.00",,,"66","28","32"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-10-10","0.00",,,"64","32","37"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-10-11","0.55",,,"47","32","33"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-10-12",,,,"40","30","33"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-10-13",,,,"53","26","26"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-10-14",,"1.1","1.0","63","26","31"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-10-15","0.09","0.0","1.0","40","30","30"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-10-16","0.00",,"0.0","45","25","25"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-10-17","0.00",,,"43","25","27"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-10-18","0.11","0.0","0.0","49","25","26"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-10-19","0.00",,,"42","18","18"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-10-20","0.00",,,"54","18","26"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-10-21","0.07","0.0","0.0","39","25","25"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-10-22","0.02",,,"51","22","22"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-10-23","0.00",,,"59","21","24"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-10-24","0.00",,,"63","24","24"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-10-25","0.00",,,"63","24","25"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-10-26","0.00",,,"62","23","23"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-10-27","0.00",,,"62","23","23"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-10-28",,,,"60","21",
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-10-29",,,,"60","29",
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-10-30",,,,"43","28",
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-10-31",,"2.0","2.0","38","27",
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-11-01","0.40","4.2","5.0","33","27","31"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-11-02","0.04",,"1.0","42","18","18"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-11-03","0.00",,"1.0","57","18","20"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-11-04","0.27","4.7","5.0","53","6","6"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-11-05","0.27","5.1","9.0","28","6","19"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-11-06",,,,"26","7",
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-11-07",,"0.3","11.0","33","13",
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-11-08",,,,"45","15",
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-11-09",,,,"51","23",
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-11-10",,"0.0","2.0","56","21",
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-11-11","0.00",,"0.0","56","20","20"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-11-12","0.00",,,"57","20","20"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-11-13","0.00",,,"57","19","19"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-11-14","0.06",,,"51","19","32"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-11-15","0.00",,,"47","23","23"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-11-16","0.14","1.9","2.0","48","23","27"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-11-17","0.21","4.1","6.0","32","24","24"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-11-18","0.08","1.8","5.0","37","11","11"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-11-19","0.00",,"4.0","40","11","12"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-11-20","0.40","2.8","6.0","36","10","31"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-11-21","0.10","1.2","6.0","41","31","31"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-11-22","0.12","1.8","6.0","32","13","13"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-11-23","0.00",,"6.0","29","13","24"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-11-24","0.00","0.0","5.0","39","22","23"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-11-25","0.00",,"4.0","33","23","25"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-11-26","0.00",,"4.0","30","8","8"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-11-27","0.00",,"4.0","38","7","9"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-11-28","0.00",,"4.0","39","9",
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-11-29","0.00",,"4.0","44","11",
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-11-30","0.00",,"4.0","45","12",
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-12-01","0.00",,"4.0","42","11",
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-12-02","0.02","0.2","4.0","34","17","29"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-12-03","0.00",,"4.0","38","29","33"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-12-04","0.47","8.1","12.0","34","3","3"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-12-05","0.06","0.8","11.0","5","-22","-22"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-12-06","0.00","0.0","11.0","7","-24","-14"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-12-07","0.02","0.4","11.0","8","-14","4"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-12-08","0.22","4.0","15.0","17","0","9"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-12-09","0.00",,"15.0","12","-5","-4"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-12-10","0.00",,"15.0","11","-8","-2"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-12-11","0.00",,"13.0","14","-5","-3"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-12-12","0.00",,"13.0","22","-5","-5"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-12-13","0.00",,"12.0","32","-7","3"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-12-14","0.04",,"12.0","26","-1","16"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-12-15","0.00",,"12.0","31","14","15"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-12-16","0.00",,"12.0","34","9","16"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-12-17","0.00",,"12.0","42","5","7"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-12-18","0.00",,"11.0","35","3","3"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-12-19","0.02","0.4","10.0","38","3","25"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-12-20","0.10","2.6","13.0","43","23","23"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-12-21","0.09","2.2","15.0","23","2","6"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-12-22","0.11","3.4","18.0","21","6","17"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-12-23","0.48","10.1","25.0","23","16","22"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-12-24","0.08","2.1","24.0","28","22","24"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-12-25","0.06","1.5","23.0","31","-4","-4"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-12-26","0.00",,"21.0","21","-10","-9"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-12-27","0.00",,"19.0","21","-9","0"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-12-28","0.00",,"19.0","34","0","0"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-12-29","0.03","0.6","18.0","27","0",
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-12-30","0.00",,"18.0","26","3","13"
"USC00057936","STEAMBOAT SPRINGS, CO US","2013-12-31","0.10","1.9","19.0","36","8","15"
"USC00057936","STEAMBOAT SPRINGS, CO US","2014-01-01","0.34","6.2","24.0","31","15","26"
"USC00057936","STEAMBOAT SPRINGS, CO US","2014-01-02","0.04","1.2","24.0","28","-3","-2"
"USC00057936","STEAMBOAT SPRINGS, CO US","2014-01-03",,,,"27","-5",
"USC00057936","STEAMBOAT SPRINGS, CO US","2014-01-04",,,,"29","-3",
"USC00057936","STEAMBOAT SPRINGS, CO US","2014-01-05",,,,"20","9",
"USC00057936","STEAMBOAT SPRINGS, CO US","2014-01-06",,,,"12","-9",
"USC00057936","STEAMBOAT SPRINGS, CO US","2014-01-07",,"6.4","22.0","19","-12",
"USC00057936","STEAMBOAT SPRINGS, CO US","2014-01-08","0.06","1.8","24.0","24","-6","19"
"USC00057936","STEAMBOAT SPRINGS, CO US","2014-01-09","0.07","1.9","24.0","33","19","21"
"USC00057936","STEAMBOAT SPRINGS, CO US","2014-01-10","0.28","6.5","25.0","29","13","14"
"USC00057936","STEAMBOAT SPRINGS, CO US","2014-01-11","0.47","8.6","32.0","27","11","27"
"USC00057936","STEAMBOAT SPRINGS, CO US","2014-01-12","0.22","3.8","29.0","40","21","24"
"USC00057936","STEAMBOAT SPRINGS, CO US","2014-01-13","0.21","4.8","31.0","26","18","18"
"USC00057936","STEAMBOAT SPRINGS, CO US","2014-01-14","0.06","2.2","31.0","29","18","26"
"USC00057936","STEAMBOAT SPRINGS, CO US","2014-01-15","0.02","0.4","31.0","32","9","10"
"USC00057936","STEAMBOAT SPRINGS, CO US","2014-01-16","0.00",,"28.0","32","-2",
"USC00057936","STEAMBOAT SPRINGS, CO US","2014-01-17","0.00",,"27.0","32","-2","-2"
"USC00057936","STEAMBOAT SPRINGS, CO US","2014-01-18","0.00",,"27.0","30","-5","-3"
"USC00057936","STEAMBOAT SPRINGS, CO US","2014-01-19","0.00",,"26.0","30","-3","-3"
"USC00057936","STEAMBOAT SPRINGS, CO US","2014-01-20","0.00",,"26.0","36","-3","-2"
"USC00057936","STEAMBOAT SPRINGS, CO US","2014-01-21","0.00",,"25.0","36","-3","-3"
"USC00057936","STEAMBOAT SPRINGS, CO US","2014-01-22","0.00",,"25.0","28","-7","-3"
"USC00057936","STEAMBOAT SPRINGS, CO US","2014-01-23","0.00",,"25.0","31","-5","14"
"USC00057936","STEAMBOAT SPRINGS, CO US","2014-01-24","0.00",,"25.0","28","-10","-10"
"USC00057936","STEAMBOAT SPRINGS, CO US","2014-01-25","0.00","0.0","24.0","27","-11","-3"
"USC00057936","STEAMBOAT SPRINGS, CO US","2014-01-26","0.00",,"24.0","33","-3","-2"
"USC00057936","STEAMBOAT SPRINGS, CO US","2014-01-27","0.04","0.9","24.0","36","-2","21"
"USC00057936","STEAMBOAT SPRINGS, CO US","2014-01-28","0.05","1.1","25.0","24","-8","-8"
"USC00057936","STEAMBOAT SPRINGS, CO US","2014-01-29","0.00","0.0","25.0","20","-13","2"
"USC00057936","STEAMBOAT SPRINGS, CO US","2014-01-30","0.38","8.2","32.0","30","2","25"
"USC00057936","STEAMBOAT SPRINGS, CO US","2014-01-31","0.34","4.6","34.0","28","22","22"
"USC00057936","STEAMBOAT SPRINGS, CO US","2014-02-01","0.07","2.2","34.0","26","14","15"
"USC00057936","STEAMBOAT SPRINGS, CO US","2014-02-02","0.02","1.0","33.0","22","-1","0"
"USC00057936","STEAMBOAT SPRINGS, CO US","2014-02-03","0.00","0.0","33.0","22","-6","7"
"USC00057936","STEAMBOAT SPRINGS, CO US","2014-02-04","0.05","1.9","35.0","27","6","15"
"USC00057936","STEAMBOAT SPRINGS, CO US","2014-02-05","0.20","4.1","36.0","21","-9","-7"
"USC00057936","STEAMBOAT SPRINGS, CO US","2014-02-06","0.02","1.0","34.0","17","-9","2"
"USC00057936","STEAMBOAT SPRINGS, CO US","2014-02-07","0.10","3.0","36.0","20","2","18"
"USC00057936","STEAMBOAT SPRINGS, CO US","2014-02-08","0.19","3.1","36.0","32","18","25"
"USC00057936","STEAMBOAT SPRINGS, CO US","2014-02-09","0.32","4.0","39.0","35","25","31"
"USC00057936","STEAMBOAT SPRINGS, CO US","2014-02-10","0.24","1.8","37.0","35","28","28"
"USC00057936","STEAMBOAT SPRINGS, CO US","2014-02-11","0.04","0.6","36.0","34","6","6"
"USC00057936","STEAMBOAT SPRINGS, CO US","2014-02-12","0.01","0.5","36.0","34","5","22"
"USC00057936","STEAMBOAT SPRINGS, CO US","2014-02-13","0.08","2.4","38.0","35","20","30"
"USC00057936","STEAMBOAT SPRINGS, CO US","2014-02-14","0.28","1.2","34.0","41","25","25"
"USC00057936","STEAMBOAT SPRINGS, CO US","2014-02-15","0.00",,"34.0","38","22","36"
"USC00057936","STEAMBOAT SPRINGS, CO US","2014-02-16","0.00",,"32.0","43","32","32"
"USC00057936","STEAMBOAT SPRINGS, CO US","2014-02-17","0.04","0.5","31.0","47","13","13"
"USC00057936","STEAMBOAT SPRINGS, CO US","2014-02-18","0.00",,"31.0","37","10","14"
"USC00057936","STEAMBOAT SPRINGS, CO US","2014-02-19","0.00",,"30.0","44","13","18"
"USC00057936","STEAMBOAT SPRINGS, CO US","2014-02-20","0.07","3.1","32.0","40","13","13"
"USC00057936","STEAMBOAT SPRINGS, CO US","2014-02-21","0.00",,"32.0","23","13","20"
"USC00057936","STEAMBOAT SPRINGS, CO US","2014-02-22","0.00",,"30.0","34","20","24"
"USC00057936","STEAMBOAT SPRINGS, CO US","2014-02-23","0.03","1.1","30.0","35","24","24"
"USC00057936","STEAMBOAT SPRINGS, CO US","2014-02-24","0.00",,"29.0","45","17","19"
"USC00057936","STEAMBOAT SPRINGS, CO US","2014-02-25","0.00","0.0","28.0","48","19","29"
"USC00057936","STEAMBOAT SPRINGS, CO US","2014-02-26","0.00",,"27.0","44","15","15"
"USC00057936","STEAMBOAT SPRINGS, CO US","2014-02-27","0.00",,"26.0","43","14","21"
"USC00057936","STEAMBOAT SPRINGS, CO US","2014-02-28","0.42","3.5","28.0","39","21","30"
"USC00057936","STEAMBOAT SPRINGS, CO US","2014-03-01","0.25","0.7","26.0","42","29","31"
"USC00057936","STEAMBOAT SPRINGS, CO US","2014-03-02",,,"24.0","46","27","28"
"USC00057936","STEAMBOAT SPRINGS, CO US","2014-03-03",,"0.0","22.0","43","25","28"
"USC00057936","STEAMBOAT SPRINGS, CO US","2014-03-04","0.00",,"21.0","46","26","27"
"USC00057936","STEAMBOAT SPRINGS, CO US","2014-03-05","0.14","1.0","20.0","46","26","27"
"USC00057936","STEAMBOAT SPRINGS, CO US","2014-03-06","0.00",,"18.0","44","18","18"
"USC00057936","STEAMBOAT SPRINGS, CO US","2014-03-07","0.21","1.3","19.0","50","18","31"
"USC00057936","STEAMBOAT SPRINGS, CO US","2014-03-08","0.07","0.5","18.0","35","13","13"
"USC00057936","STEAMBOAT SPRINGS, CO US","2014-03-09","0.00",,"18.0","41","13","14"
"USC00057936","STEAMBOAT SPRINGS, CO US","2014-03-10","0.00",,"17.0","51","14","20"
"USC00057936","STEAMBOAT SPRINGS, CO US","2014-03-11","0.03","1.1","17.0","56","19","25"
"USC00057936","STEAMBOAT SPRINGS, CO US","2014-03-12","0.03","0.5","16.0","32","1","1"
"USC00057936","STEAMBOAT SPRINGS, CO US","2014-03-13","0.00",,"16.0","38","0","6"
"USC00057936","STEAMBOAT SPRINGS, CO US","2014-03-14","0.00",,"15.0","48","6","14"
"USC00057936","STEAMBOAT SPRINGS, CO US","2014-03-15","0.02","0.5","15.0","48","14","30"
"USC00057936","STEAMBOAT SPRINGS, CO US","2014-03-16","0.00",,"15.0","39","12","12"
"USC00057936","STEAMBOAT SPRINGS, CO US","2014-03-17","0.00",,"14.0","46","11","22"
"USC00057936","STEAMBOAT SPRINGS, CO US","2014-03-18","0.08","1.1","14.0","52","21","29"
"USC00057936","STEAMBOAT SPRINGS, CO US","2014-03-19","0.00",,"13.0","34","15","18"
"USC00057936","STEAMBOAT SPRINGS, CO US","2014-03-20","0.00",,"11.0","39","12","12"
"USC00057936","STEAMBOAT SPRINGS, CO US","2014-03-21","0.00",,"10.0","49","12","17"
"USC00057936","STEAMBOAT SPRINGS, CO US","2014-03-22","0.23","3.2","13.0","47","17","29"
"USC00057936","STEAMBOAT SPRINGS, CO US","2014-03-23","0.03","0.0","12.0","38","9","9"
"USC00057936","STEAMBOAT SPRINGS, CO US","2014-03-24","0.00",,"10.0","47","9","18"
"USC00057936","STEAMBOAT SPRINGS, CO US","2014-03-25","0.00",,"10.0","48","18","20"
"USC00057936","STEAMBOAT SPRINGS, CO US","2014-03-26","0.00",,"10.0","56","20","24"
"USC00057936","STEAMBOAT SPRINGS, CO US","2014-03-27","0.15","1.1","10.0","52","24","29"
"USC00057936","STEAMBOAT SPRINGS, CO US","2014-03-28","0.04","0.0","9.0","41","22","23"
"USC00057936","STEAMBOAT SPRINGS, CO US","2014-03-29","0.00",,"9.0","38","15","16"
"USC00057936","STEAMBOAT SPRINGS, CO US","2014-03-30","0.00",,"5.0","52","16","29"
"USC00057936","STEAMBOAT SPRINGS, CO US","2014-03-31","0.24","5.1","9.0","52","25","25"
"USC00057936","STEAMBOAT SPRINGS, CO US","2014-04-01","0.02","0.6","6.0","38","25","30"
"USC00057936","STEAMBOAT SPRINGS, CO US","2014-04-02","0.16","2.8","7.0","44","26","26"
"USC00057936","STEAMBOAT SPRINGS, CO US","2014-04-03","0.23","2.1","9.0","41","25","25"
"USC00057936","STEAMBOAT SPRINGS, CO US","2014-04-04","0.00",,"6.0","39","16","16"
"USC00057936","STEAMBOAT SPRINGS, CO US","2014-04-05","0.00",,"4.0","45","15","27"
"USC00057936","STEAMBOAT SPRINGS, CO US","2014-04-06","0.02","0.5","4.0","47","27","29"
"USC00057936","STEAMBOAT SPRINGS, CO US","2014-04-07","0.00",,"1.0","42","28",
"USC00057936","STEAMBOAT SPRINGS, CO US","2014-04-08","0.07",,"1.0","47","27",
"USC00057936","STEAMBOAT SPRINGS, CO US","2014-04-09","0.00",,"0.0","59","26",
"USC00057936","STEAMBOAT SPRINGS, CO US","2014-04-10","0.00",,,"63","26",
"USC00057936","STEAMBOAT SPRINGS, CO US","2014-04-11","0.00",,,"57","27","27"
"USC00057936","STEAMBOAT SPRINGS, CO US","2014-04-12","0.00",,,"65","27","32"
"USC00057936","STEAMBOAT SPRINGS, CO US","2014-04-13","0.46",,,"63","32","32"
"USC00057936","STEAMBOAT SPRINGS, CO US","2014-04-14","0.10",,,"39","10","10"
"USC00057936","STEAMBOAT SPRINGS, CO US","2014-04-15","0.32","3.0","3.0","33","10","15"
"USC00057936","STEAMBOAT SPRINGS, CO US","2014-04-16","0.00",,"0.0","54","15","30"
"USC00057936","STEAMBOAT SPRINGS, CO US","2014-04-17","0.00",,,"48","23","23"
"USC00057936","STEAMBOAT SPRINGS, CO US","2014-04-18","0.00",,,"58","23","29"
"USC00057936","STEAMBOAT SPRINGS, CO US","2014-04-19","0.00",,,"69","29","37"
"USC00057936","STEAMBOAT SPRINGS, CO US","2014-04-20","0.00",,,"61","31","32"
"USC00057936","STEAMBOAT SPRINGS, CO US","2014-04-21","0.02",,,"63","30","31"
"USC00057936","STEAMBOAT SPRINGS, CO US","2014-04-22","0.00",,,"67","31","35"
"USC00057936","STEAMBOAT SPRINGS, CO US","2014-04-23","0.32",,,"66","33","33"
"USC00057936","STEAMBOAT SPRINGS, CO US","2014-04-24","0.00",,,"44","22","22"
"USC00057936","STEAMBOAT SPRINGS, CO US","2014-04-25","0.00",,,"57","22","31"
"USC00057936","STEAMBOAT SPRINGS, CO US","2014-04-26","0.00",,,"64","31","44"
"USC00057936","STEAMBOAT SPRINGS, CO US","2014-04-27","0.27","0.0",,"60","29","30"
"USC00057936","STEAMBOAT SPRINGS, CO US","2014-04-28","0.00",,,"41","29","30"
"USC00057936","STEAMBOAT SPRINGS, CO US","2014-04-29","0.02","0.5",,"42","26","26"
